gen_name,embryonic stem cell
ENSMUSG00000000001,95.57533429861171
ENSMUSG00000000028,93.72711012690571
ENSMUSG00000000037,41.20603015075377
ENSMUSG00000000056,74.21855037901372
ENSMUSG00000000058,54.164892257899666
ENSMUSG00000000078,89.37058172217017
ENSMUSG00000000085,74.56349544331829
ENSMUSG00000000088,95.5795928796525
ENSMUSG00000000093,31.973426454305425
ENSMUSG00000000094,44.29775998637254
ENSMUSG00000000103,28.115152031343154
ENSMUSG00000000120,47.5598330636232
ENSMUSG00000000125,31.590154160633677
ENSMUSG00000000126,23.12409505152883
ENSMUSG00000000127,80.1890809982114
ENSMUSG00000000131,92.01941912954604
ENSMUSG00000000134,77.32305595775487
ENSMUSG00000000142,49.88501831189848
ENSMUSG00000000148,68.15858955795929
ENSMUSG00000000149,88.27612639468529
ENSMUSG00000000154,52.21020356017375
ENSMUSG00000000159,23.06447491695767
ENSMUSG00000000167,55.30619197683332
ENSMUSG00000000168,81.91806490077506
ENSMUSG00000000171,96.75496124691253
ENSMUSG00000000182,10.970104761093603
ENSMUSG00000000183,20.811685546375948
ENSMUSG00000000184,65.64176816284814
ENSMUSG00000000194,79.46512222127588
ENSMUSG00000000197,48.573375351332935
ENSMUSG00000000202,13.90426709820288
ENSMUSG00000000204,15.437356272889874
ENSMUSG00000000214,31.13022740822758
ENSMUSG00000000215,34.32416318882549
ENSMUSG00000000223,42.20253811430032
ENSMUSG00000000244,53.560173750106465
ENSMUSG00000000247,43.02018567413338
ENSMUSG00000000248,19.83221190699259
ENSMUSG00000000253,61.75794225364108
ENSMUSG00000000263,2.2016863980921557
ENSMUSG00000000266,37.26258410697555
ENSMUSG00000000275,83.87275359850098
ENSMUSG00000000276,78.78374925474832
ENSMUSG00000000278,97.01899327144196
ENSMUSG00000000282,65.2286858018908
ENSMUSG00000000290,38.293160718848476
ENSMUSG00000000295,86.19368026573547
ENSMUSG00000000296,71.79541776680011
ENSMUSG00000000301,57.99335661357635
ENSMUSG00000000303,96.27374158930245
ENSMUSG00000000305,45.91176220083468
ENSMUSG00000000308,66.98747977174006
ENSMUSG00000000317,55.0293842091815
ENSMUSG00000000320,57.51639553700707
ENSMUSG00000000325,66.10169491525424
ENSMUSG00000000326,83.91959798994975
ENSMUSG00000000339,81.47943105357295
ENSMUSG00000000340,78.92428242909463
ENSMUSG00000000346,94.25517417596457
ENSMUSG00000000355,81.37722510859382
ENSMUSG00000000359,18.116003747551314
ENSMUSG00000000365,95.06856315475683
ENSMUSG00000000374,56.83502257047952
ENSMUSG00000000378,69.56817988246317
ENSMUSG00000000384,86.40235073673452
ENSMUSG00000000385,28.37918405587258
ENSMUSG00000000386,52.31240950515288
ENSMUSG00000000392,31.121710246145984
ENSMUSG00000000399,94.59160207818755
ENSMUSG00000000402,45.92453794395707
ENSMUSG00000000409,80.13797802572184
ENSMUSG00000000416,42.82003236521591
ENSMUSG00000000420,78.24290946256707
ENSMUSG00000000435,4.9484711694063535
ENSMUSG00000000439,85.11200068137296
ENSMUSG00000000441,87.84175112852397
ENSMUSG00000000486,86.29588621071458
ENSMUSG00000000489,60.59109104846265
ENSMUSG00000000530,39.698492462311556
ENSMUSG00000000531,59.06226045481645
ENSMUSG00000000532,65.33089174686995
ENSMUSG00000000538,53.84549867983988
ENSMUSG00000000544,69.92164210884934
ENSMUSG00000000552,36.34698918320415
ENSMUSG00000000555,74.90418192658205
ENSMUSG00000000560,49.233455412656504
ENSMUSG00000000561,98.12622434204923
ENSMUSG00000000562,54.83348948130483
ENSMUSG00000000563,99.28029980410528
ENSMUSG00000000567,50.47270249552849
ENSMUSG00000000568,94.25091559492377
ENSMUSG00000000579,75.85384549867985
ENSMUSG00000000581,89.56647645004684
ENSMUSG00000000594,89.15765267013032
ENSMUSG00000000600,93.67600715441615
ENSMUSG00000000605,68.42262158248872
ENSMUSG00000000606,42.25789966783068
ENSMUSG00000000617,31.84141044204071
ENSMUSG00000000627,42.90946256707265
ENSMUSG00000000628,98.99071629333106
ENSMUSG00000000631,77.34434886295887
ENSMUSG00000000632,38.81270760582574
ENSMUSG00000000673,33.85146069329699
ENSMUSG00000000682,17.903074695511457
ENSMUSG00000000686,43.365130738437955
ENSMUSG00000000690,23.40516140022145
ENSMUSG00000000693,47.351162592624135
ENSMUSG00000000706,39.36206456008858
ENSMUSG00000000708,90.70777616898049
ENSMUSG00000000711,70.75632399284558
ENSMUSG00000000724,33.251000766544585
ENSMUSG00000000730,94.8173068733498
ENSMUSG00000000731,65.74397410782727
ENSMUSG00000000732,50.26829060557022
ENSMUSG00000000738,73.92044970615791
ENSMUSG00000000739,62.673537177412484
ENSMUSG00000000740,99.77855378587854
ENSMUSG00000000743,85.2184652073929
ENSMUSG00000000751,95.99693382165061
ENSMUSG00000000753,58.943020185674136
ENSMUSG00000000759,81.77753172642875
ENSMUSG00000000766,11.033983476705561
ENSMUSG00000000776,68.37577719103994
ENSMUSG00000000782,75.74738097265991
ENSMUSG00000000787,98.75649433608721
ENSMUSG00000000791,48.926837577719105
ENSMUSG00000000792,37.77787241291202
ENSMUSG00000000794,17.447406524146157
ENSMUSG00000000804,78.88595519972745
ENSMUSG00000000805,72.23831019504301
ENSMUSG00000000811,57.58879141470062
ENSMUSG00000000823,93.33106209011157
ENSMUSG00000000826,90.98458393663232
ENSMUSG00000000827,95.45183544842858
ENSMUSG00000000838,90.36283110467592
ENSMUSG00000000861,39.54944212588366
ENSMUSG00000000869,39.72404394855634
ENSMUSG00000000876,71.53564432331147
ENSMUSG00000000881,62.494676773699
ENSMUSG00000000884,72.66416829912274
ENSMUSG00000000901,78.94131675325782
ENSMUSG00000000902,92.60284473213525
ENSMUSG00000000903,48.22843028702836
ENSMUSG00000000915,55.327484882037304
ENSMUSG00000000916,76.5181841410442
ENSMUSG00000000934,60.32280044289243
ENSMUSG00000000938,58.908951537347754
ENSMUSG00000000942,45.579592879652495
ENSMUSG00000000948,69.87479771740055
ENSMUSG00000000957,52.26130653266332
ENSMUSG00000000958,88.23779916531812
ENSMUSG00000000959,90.87811941061238
ENSMUSG00000000976,79.92079039264117
ENSMUSG00000001014,45.554041393407715
ENSMUSG00000001016,98.05382846435568
