gen_name,embryonic stem cell,induced pluripotent stem cell,neuron
ENSG00000005801,96.51062832135042,95.42825883088464,96.41294154423258
ENSG00000005810,95.40872147546108,95.56502031884963,94.18177555486089
ENSG00000005812,67.5914348233823,73.319787433573,69.6623944982807
ENSG00000005844,44.22866520787746,39.5983119724914,48.49562363238512
ENSG00000005882,61.50750234448266,60.80025007814942,76.37933729290404
ENSG00000005884,56.20115661144107,52.84073147858705,55.650203188496405
ENSG00000005889,98.62066270709596,98.08143169740543,94.0684588934042
ENSG00000005893,93.7949359174742,96.40903407314786,90.22350734604564
ENSG00000005961,34.81165989371679,49.7499218505783,42.87668021256643
ENSG00000005981,74.31228508909034,72.83135354798375,70.13129102844638
ENSG00000006007,84.16301969365426,81.70131291028446,75.39856205064083
ENSG00000006015,71.81541106595812,62.37105345420444,76.30509534229446
ENSG00000006016,28.696467646139418,39.719443576117534,16.4426383244764
ENSG00000006025,37.210847139731165,42.31400437636761,41.165207877461704
ENSG00000006042,93.44717099093467,94.89684276336355,90.05157861831823
ENSG00000006047,32.90481400437637,26.375429821819317,26.63332291341044
ENSG00000006062,51.3441700531416,47.92513285401688,39.234917161613005
ENSG00000006071,55.26727102219443,56.291028446389504,68.12285089090341
ENSG00000006116,28.344795248515158,34.799937480462646,66.95451703657392
ENSG00000006118,51.56298843388559,48.74960925289153,58.38543294779619
ENSG00000006125,89.33651140981557,89.48890278211941,91.16520787746171
ENSG00000006128,0.0,57.25226633322913,0.0
ENSG00000006194,73.85901844326352,66.98577680525165,60.71819318537043
ENSG00000006210,43.22053766802126,53.81759924976555,48.73007189746796
ENSG00000006282,54.65770553297905,57.42419506095655,37.5
ENSG00000006283,60.99562363238512,61.4645201625508,62.95326664582682
ENSG00000006327,40.258674585808066,44.51391059706158,35.00312597686777
ENSG00000006377,33.37761800562676,34.01453579243513,61.94513910597061
ENSG00000006432,65.48140043763676,66.39965614254454,81.1777117849328
ENSG00000006451,66.72006877149109,74.92966552047515,76.83260393873084
ENSG00000006453,40.93466708346358,50.29696780243826,43.669896842763364
ENSG00000006459,57.11550484526414,64.5436073773054,74.62488277586746
ENSG00000006468,77.90715848702719,81.82635198499531,69.61941231634886
ENSG00000006530,95.1078462019381,94.90075023444827,96.38558924663958
ENSG00000006534,54.43888715223507,49.4412316348859,54.68115035948734
ENSG00000006555,48.94889027821194,45.572835261019065,47.50703344795249
ENSG00000006576,92.7555486089403,88.46123788683964,91.27852453891842
ENSG00000006607,72.90950296967802,70.15864332603938,73.02672710221944
ENSG00000006611,0.0,19.205220381369177,11.695060956548922
ENSG00000006625,76.55908096280088,89.92263207252267,77.65317286652079
ENSG00000006634,93.30650203188496,92.82197561738043,82.78368240075024
ENSG00000006638,42.32963426070647,41.31369177868084,47.26867771178493
ENSG00000006652,92.8102532041263,93.5995623632385,94.33807439824945
ENSG00000006659,37.22647702407002,31.134729603000938,35.94482650828384
ENSG00000006695,84.19037199124726,84.47170990934667,83.62769615504845
ENSG00000006704,80.47045951859955,74.28102532041262,70.06877149109097
ENSG00000006712,67.45076586433261,69.17396061269146,71.90528290090653
ENSG00000006715,91.22381994373242,90.37980618943419,92.75164113785557
ENSG00000006740,53.45811190997186,56.58799624882776,73.7105345420444
ENSG00000006744,71.89356048765238,58.64723351047202,70.67833698030634
ENSG00000006747,74.21069084088778,68.89653016567678,72.24914035636137
ENSG00000006756,62.17958737105346,67.93919974992185,74.29665520475149
ENSG00000006757,66.34104407627383,75.71506720850266,70.7760237574242
ENSG00000006788,0.0,30.60722100656455,27.90325101594248
ENSG00000006831,93.22444513910597,89.88746483276023,85.56580181306659
ENSG00000006837,64.29743669896843,66.48562050640825,68.77149109096592
ENSG00000007001,41.72788371366052,35.542356986558296,32.88136917786809
ENSG00000007038,0.0,1.8404188809002815,12.55861206627071
ENSG00000007047,58.13144732728978,55.65411065958112,59.97968115035949
ENSG00000007062,70.65098468271334,79.20053141606752,78.39168490153173
ENSG00000007080,77.87199124726477,69.87339793685527,75.05079712410128
ENSG00000007129,20.893247889965615,34.30368865270397,16.845107846201937
ENSG00000007168,94.23648015004689,95.4712410128165,97.50703344795248
ENSG00000007171,42.25929978118162,55.22038136917787,0.0
ENSG00000007174,58.76445764301344,58.34245076586433,53.53626133166615
ENSG00000007202,78.8293216630197,80.40012503907471,76.66849015317287
ENSG00000007216,0.0,27.03579243513598,13.175992497655518
ENSG00000007237,71.366051891216,70.3579243513598,77.47733666770867
ENSG00000007255,69.89293529227884,62.6680212566427,47.70240700218819
ENSG00000007264,47.46014379493592,42.04438887152235,43.212722725851826
ENSG00000007312,0.0,19.420131291028447,0.0
ENSG00000007314,17.485933104095032,33.28774617067834,0.0
ENSG00000007341,68.92388246326976,72.04985933104095,75.98859018443264
ENSG00000007350,88.26195686151922,63.410440762738354,75.88699593623008
ENSG00000007372,98.55814316974055,97.47186620819006,97.43669896842763
ENSG00000007376,38.52766489527977,48.07752422632072,47.846983432322595
ENSG00000007384,28.176773991872462,47.151453579243515,0.0
ENSG00000007392,93.16583307283526,90.96983432322601,93.86136292591435
ENSG00000007402,29.52485151609878,48.17130353235386,32.392935292278835
ENSG00000007516,0.0,43.53704282588309,26.942013129102843
ENSG00000007520,25.633010315723663,37.59768677711785,49.24976555173492
ENSG00000007541,65.31337918099406,58.55345420443888,65.73538605814318
ENSG00000007545,68.90825257893091,66.133948108784,69.6897467958737
ENSG00000007866,64.42638324476398,59.05361050328227,32.877461706783365
ENSG00000007908,0.0,36.94513910597061,25.390747108471395
ENSG00000007923,72.7063144732729,70.05704907783682,79.7827446076899
ENSG00000007933,47.9016880275086,47.21006564551422,48.733979368552674
ENSG00000007944,65.94248202563301,67.12644576430135,63.125195373554234
ENSG00000007952,39.03172866520788,42.81025320412629,32.63519849953111
ENSG00000007968,74.1051891216005,73.59721788058768,71.84667083463583
ENSG00000008018,97.29603000937793,97.33119724914036,92.5914348233823
ENSG00000008056,48.39012191309784,40.6611441075336,43.06033135354798
ENSG00000008083,87.62894654579556,82.71334792122538,84.0614254454517
ENSG00000008086,87.82041262894654,91.05970615817442,96.28790246952173
ENSG00000008118,51.50046889653016,45.66661456705221,26.312910284463896
ENSG00000008128,69.7170990934667,68.17364801500469,70.52203813691779
ENSG00000008130,45.412628946545794,57.146764613941855,47.8743357299156
ENSG00000008196,0.0,51.5942482025633,0.0
ENSG00000008197,0.0,63.28930915911223,0.0
ENSG00000008226,58.43623007189747,51.238668333854335,48.82775867458581
ENSG00000008256,69.0176617693029,49.39434198186933,55.24773366677087
ENSG00000008277,81.22069396686464,66.57549234135668,74.25367302281963
ENSG00000008282,85.58533916849015,91.14176305095343,86.23007189746797
ENSG00000008283,65.23132228821507,55.09534229446702,51.043294779618634
ENSG00000008294,99.01531728665208,98.28071272272585,98.6597374179431
ENSG00000008300,48.67536730228196,59.51469209127852,75.33994998437011
ENSG00000008311,99.66786495779931,99.26148796498906,98.81603626133166
ENSG00000008323,42.58361988121288,34.15129728040012,40.88777743044702
ENSG00000008324,76.84432635198499,77.51250390747109,77.21553610503283
ENSG00000008382,35.31572366364489,45.09612378868396,43.60346983432323
ENSG00000008394,65.50093779306033,89.41466083150985,65.50093779306033
ENSG00000008405,80.57986870897156,81.1503594873398,72.40934667083464
ENSG00000008441,67.8649577993123,40.87214754610816,86.75758049390434
ENSG00000008513,79.98984057517976,64.29743669896843,87.92982181931853
ENSG00000008516,42.61097217880588,31.115192247577365,27.688340106283217
ENSG00000008517,41.47389809315411,49.54673335417318,44.63894967177243
ENSG00000008710,61.222256955298526,62.45311034698343,68.47061581744295
ENSG00000008735,57.2991559862457,55.783057205376686,68.95123476086276
ENSG00000008838,66.54423257267896,72.10456392622694,81.17380431384808
ENSG00000008853,64.33651140981557,61.56611441075336,60.405595498593314
ENSG00000008869,83.07674273210378,82.27571115973743,90.96983432322601
ENSG00000008952,90.40715848702719,92.1147233510472,92.87668021256643
ENSG00000008988,97.63988746483277,98.44482650828384,97.87824320100032
ENSG00000009307,98.44091903719912,98.94107533604252,99.00750234448266
ENSG00000009335,84.08096280087527,80.3649577993123,79.64598311972492
ENSG00000009413,97.83135354798375,97.46014379493592,95.58846514535793
ENSG00000009694,48.608940293841826,78.39168490153173,57.86964676461395
ENSG00000009709,0.0,58.42060018755861,0.0
ENSG00000009724,35.31181619256017,50.04688965301657,38.57064707721163
ENSG00000009765,66.92716473898092,61.863082213191625,60.10862769615505
ENSG00000009780,95.41653641763051,96.03391684901533,96.5887777430447
ENSG00000009790,40.77055329790559,45.30712722725852,35.97608627696155
ENSG00000009830,69.28727727414817,63.65270396999062,63.83635511097218
ENSG00000009844,93.31431697405439,96.53016567677399,96.86620819005938
ENSG00000009950,48.210378243201,50.53923100969053,46.69037199124727
ENSG00000009954,96.13551109721789,96.12378868396374,95.22507033447953
ENSG00000010017,73.98015004688965,84.34667083463583,85.76117536730227
ENSG00000010030,36.198812128790244,36.55829946858393,38.60190684588934
ENSG00000010072,60.65958111909971,74.96092528915285,62.855579868708965
ENSG00000010165,65.86824007502344,66.4973429196624,55.861206627070956
ENSG00000010219,72.34682713347921,79.75539231009691,57.04126289465458
ENSG00000010244,99.24195060956549,99.1051891216005,98.64801500468896
ENSG00000010256,97.96420756486403,97.58909034073147,97.58518286964677
ENSG00000010270,87.71100343857455,92.49374804626446,90.7158487027196
ENSG00000010278,51.734917161613005,69.33807439824945,44.635042200687714
ENSG00000010292,94.77961863082213,93.55658018130666,75.5626758361988
ENSG00000010295,55.16567677399187,50.668177555486096,54.42325726789622
ENSG00000010310,59.19037199124726,64.0082838386996,63.601906845889346
ENSG00000010318,57.99468583932479,53.04001250390748,54.79446702094405
ENSG00000010322,74.43341669271646,79.30212566427008,77.0709596748984
ENSG00000010327,0.0,21.831040950296966,11.33948108783995
ENSG00000010361,41.43873085339169,36.59737417943107,38.754298218193185
ENSG00000010379,0.0,31.083932478899655,0.0
ENSG00000010404,86.47233510472022,88.80900281337918,92.3648015004689
ENSG00000010438,0.0,36.7732103782432,0.0
ENSG00000010539,71.91309784307596,77.2077211628634,77.2663332291341
ENSG00000010610,30.767427321037825,52.76648952797749,35.83150984682713
ENSG00000010626,41.18083776180057,53.821506720850266,48.42919662394498
ENSG00000010671,0.0,40.629884338855895,20.43607377305408
ENSG00000010704,46.87402313222882,46.73335417317912,50.683807439824946
ENSG00000010803,65.69240387621132,78.17286652078775,72.52266333229133
ENSG00000010810,88.6175367302282,88.1173804313848,91.89590497030322
ENSG00000010818,58.06502031884963,60.80806502031885,70.83854329477963
ENSG00000010932,34.82728977805564,47.66333229134104,35.59315411065958
ENSG00000011007,89.20756486402,95.49468583932479,93.8457330415755
ENSG00000011009,82.82275711159738,73.44482650828384,78.79415442325727
ENSG00000011021,77.51250390747109,73.49953110346983,79.82572678962175
ENSG00000011028,48.63238512035011,43.27133479212254,42.10300093779306
ENSG00000011052,45.54548296342607,68.99421694279462,48.94889027821194
ENSG00000011083,42.93529227883713,0.0,51.129259143482344
ENSG00000011105,34.90934667083464,41.05579868708972,40.98155673648015
ENSG00000011114,87.2225695529853,84.75304782744608,91.37621131603626
ENSG00000011132,54.38418255704908,53.73944982807127,53.73944982807127
ENSG00000011143,76.0628321350422,78.50890903407316,74.972647702407
ENSG00000011198,73.7417943107221,71.42466395748671,78.28227571115973
ENSG00000011201,42.71256642700844,74.72647702407002,25.851828696467642
ENSG00000011243,83.90512660206313,75.91044076273835,70.19771803688653
ENSG00000011258,71.78024382619569,73.25726789621757,80.07971241012817
ENSG00000011260,73.63629259143482,81.11519224757737,74.37089715536105
ENSG00000011275,89.35995623632385,89.87183494842138,84.30759612378868
ENSG00000011295,97.68286964676462,96.51844326351984,94.00593935604876
ENSG00000011304,74.07392935292279,71.52235073460457,71.33088465145357
ENSG00000011332,45.11175367302282,48.06189434198187,58.86214442013129
ENSG00000011347,44.10753360425133,43.435448577680525,58.66677086589559
ENSG00000011376,67.43122850890903,68.32994685839326,69.14270084401375
ENSG00000011405,91.02844638949672,92.38824632697718,83.25257893091592
ENSG00000011422,69.658487027196,58.27211628633948,58.99109096592685
ENSG00000011426,91.31759924976555,89.10987808690216,75.53923100969054
ENSG00000011451,65.89559237261643,58.76055017192873,56.92013129102844
ENSG00000011454,89.08643326039387,88.93013441700532,91.82166301969366
ENSG00000011465,97.17099093466707,98.9645201625508,58.10018755861207
ENSG00000011478,48.96061269146608,47.93685526727102,53.477649265395435
ENSG00000011485,75.054704595186,71.79978118161927,77.20381369177868
ENSG00000011523,79.26305095342295,87.1326977180369,86.75367302281963
ENSG00000011566,83.95983119724913,87.83213504220069,86.70678336980306
ENSG00000011590,0.0,14.348233823069709,0.0
ENSG00000011638,67.71256642700844,75.43372929040325,84.56548921537981
ENSG00000011677,72.83526101906845,72.63207252266332,75.9221631759925
ENSG00000012048,82.67036573929353,88.91059706158174,74.48421381681776
ENSG00000012061,89.50844013754298,86.4098155673648,88.44560800250079
ENSG00000012124,54.329477961863084,45.7213191622382,60.120350109409195
ENSG00000012171,37.35542356986558,29.56392622694592,40.825257893091596
ENSG00000012174,75.6447327289778,73.46827133479212,80.09924976555173
ENSG00000012211,55.997968115035945,50.42200687714911,55.56033135354799
ENSG00000012232,77.26242575804939,77.02797749296654,77.61019068458893
ENSG00000012504,45.26805251641138,33.62378868396374,37.37496092528915
ENSG00000012660,89.21537980618943,94.1544232572679,87.63285401688027
ENSG00000012779,31.111284776492653,23.843388558924662,0.0
ENSG00000012817,43.92388246326977,36.95295404814004,64.7936855267271
ENSG00000012822,83.05720537668022,66.07533604251329,86.79665520475149
ENSG00000012963,93.25179743669896,89.80150046889653,86.67943107221006
ENSG00000012983,91.38011878712098,91.45045326664582,90.47358549546733
ENSG00000013016,52.32103782432011,58.61597374179431,58.936386370740856
ENSG00000013275,88.37918099406065,91.14567052203813,91.20819005939356
ENSG00000013288,72.36636448890278,60.663488590184436,70.96358236949047
ENSG00000013293,61.667708658955924,59.432635198499526,63.359643638637074
ENSG00000013297,47.71803688652704,58.56908408877774,49.609252891528605
ENSG00000013306,72.10456392622694,74.5271959987496,73.89027821194122
ENSG00000013364,70.20944045014068,60.67130353235386,62.82041262894654
ENSG00000013374,83.17442950922164,85.78852766489527,79.9195060956549
ENSG00000013375,94.9398249452954,96.59659268521413,91.97796186308221
ENSG00000013392,65.22350734604564,63.5354798374492,67.31400437636762
ENSG00000013441,98.22991559862457,97.6516098780869,98.86292591434824
ENSG00000013503,57.12722725851829,75.95342294467021,73.64410753360426
ENSG00000013523,65.29384182557048,63.738668333854335,62.902469521725536
ENSG00000013561,85.05392310096906,86.6051891216005,85.01094091903721
ENSG00000013563,44.259924976555176,40.51656767739919,48.02672710221944
ENSG00000013573,70.58846514535793,76.43404188809004,69.740543919975
ENSG00000013583,47.389809315411064,63.168177555486096,57.93998124413879
ENSG00000013588,64.4849953110347,68.28305720537668,66.161300406377
ENSG00000013619,80.33369803063457,67.23194748358861,76.38715223507346
ENSG00000013725,48.9645201625508,46.26836511409815,50.50797124101282
ENSG00000013810,87.06236323851203,72.13191622381994,67.27102219443576
ENSG00000014123,88.57455454829635,93.41981869334167,70.40090653329165
ENSG00000014138,64.73507346045639,65.07111597374178,59.04579556111285
ENSG00000014164,39.84448265082838,45.36573929352923,43.45889340418881
ENSG00000014216,65.32119412316348,62.7227258518287,76.86386370740857
ENSG00000014257,51.95373554235698,42.32963426070647,38.60972178805877
ENSG00000014641,98.36276961550485,98.21819318537042,97.5382932166302
ENSG00000014824,92.65786183182244,93.97077211628634,94.43966864645202
ENSG00000014914,57.93216630196937,52.500781494216945,53.262738355736175
ENSG00000014919,87.66020631447327,90.76664582682088,85.12035010940919
ENSG00000015133,76.57861831822444,65.48140043763676,74.59753047827446
ENSG00000015153,80.63457330415756,77.6258205689278,86.16364488902782
ENSG00000015171,84.39746795873711,87.26164426383245,87.26164426383245
ENSG00000015285,34.83119724914035,31.064395123476086,29.96639574867146
ENSG00000015413,20.010159424820255,24.8319787433573,0.0
ENSG00000015475,76.01203501094092,67.32963426070647,81.97483588621444
ENSG00000015479,99.5545482963426,99.61706783369803,99.64051266020631
ENSG00000015520,30.837761800562674,30.650203188496405,30.493904345107847
ENSG00000015532,75.65645514223195,75.19146608315098,75.12503907471084
ENSG00000015568,96.38949671772428,93.93560487652391,92.72038136917787
ENSG00000015592,68.28305720537668,65.11409815567364,74.09737417943107
ENSG00000015676,85.10081275398562,88.75039074710848,93.80275085964364
ENSG00000016082,50.773679274773365,57.68599562363238,21.534073147858706
ENSG00000016391,47.01078462019381,51.23476086276961,56.689590497030316
ENSG00000016402,0.0,8.819162238199437,15.063301031572365
ENSG00000016864,82.39684276336355,78.92310096905283,73.86292591434824
ENSG00000017260,78.0204751484839,84.87027195998749,89.84448265082838
ENSG00000017427,86.9959362300719,76.3168177555486,67.68912160050016
ENSG00000017483,0.0,34.19818693341669,29.173179118474522
ENSG00000017797,77.93451078462019,83.40497030321976,80.21256642700844
ENSG00000018189,98.79259143482338,99.07392935292279,99.02703969990621
ENSG00000018236,85.50718974679587,76.10581431697405,88.01187871209754
ENSG00000018280,60.92919662394498,56.00578305720537,60.85495467333541
ENSG00000018408,69.0684588934042,71.04954673335418,59.16301969365426
ENSG00000018510,75.67599249765551,79.31384807752423,85.16723976242577
ENSG00000018607,24.269302907158487,3.833229134104408,0.0
ENSG00000018610,71.46373866833386,70.36573929352923,70.20553297905595
ENSG00000018625,79.34120037511723,78.25883088465146,84.41309784307596
ENSG00000018699,57.17411691153485,69.35761175367303,74.3552672710222
ENSG00000018869,51.78180681462957,55.61894341981869,52.91497342919662
ENSG00000019102,29.26695842450766,24.632697718036887,0.0
ENSG00000019144,83.920756486402,77.22335104720224,83.86995936230072
ENSG00000019169,17.485933104095032,15.782275711159738,0.0
ENSG00000019186,0.0,40.19615504845264,44.57252266333229
ENSG00000019485,47.35464207564864,61.491872460143796,52.305407939981244
ENSG00000019505,64.05517349171616,55.90418880900281,59.835104720225075
ENSG00000019549,79.93513597999375,74.12472647702407,55.27508596436387
ENSG00000019582,35.58924663957487,49.9140356361363,39.64910909659268
ENSG00000019991,46.424663957486715,46.412941544232574,67.73601125351672
ENSG00000019995,84.12003751172242,82.75633010315724,84.04970303219757
ENSG00000020129,68.2049077836824,56.97092841512973,74.8007189746796
ENSG00000020181,35.69474835886214,36.79665520475148,0.0
ENSG00000020256,67.77899343544857,69.685839324789,80.73616755236011
ENSG00000020426,84.43654266958424,82.73679274773367,79.57174116911536
ENSG00000020577,74.93357299155986,68.7089715536105,72.07330415754923
ENSG00000020633,41.57939981244139,39.953891841200374,47.624257580493904
ENSG00000020922,86.39809315411065,91.98968427633636,86.5192247577368
ENSG00000021300,64.41075336042513,61.05423569865584,63.59799937480462
ENSG00000021355,56.02532041262894,55.63848077524226,58.06502031884963
ENSG00000021461,44.744451391059705,44.4084088777743,47.686777117849324
ENSG00000021488,48.49171616130041,44.892935292278835,56.08002500781494
ENSG00000021574,90.53610503282276,86.39027821194122,93.1502031884964
ENSG00000021645,64.27008440137543,75.96514535792434,69.5178180681463
ENSG00000021762,47.6789621756799,39.19974992185058,58.455767427321035
ENSG00000021776,96.99124726477024,95.69005939356049,95.17427321037825
ENSG00000021826,54.14191934979681,68.55658018130666,44.81869334166927
ENSG00000021852,44.7718036886527,2.2585182869646765,30.411847452328857
ENSG00000022267,90.36026883401063,92.0014066895905,89.36386370740857
ENSG00000022277,87.445295404814,90.72366364488903,90.69240387621132
ENSG00000022355,56.81462957174117,53.90356361362926,55.11097217880587
ENSG00000022556,79.51312910284464,59.624101281650525,72.18271334792122
ENSG00000022567,39.63738668333854,44.87339793685527,40.65723663644889
ENSG00000022840,90.73147858705846,92.34917161613005,91.29415442325727
ENSG00000022976,56.41216005001562,68.43544857768052,69.39277899343544
ENSG00000023041,80.40793998124414,83.56517661769303,82.69771803688653
ENSG00000023171,71.57314785870584,65.7158487027196,67.61878712097531
ENSG00000023191,81.03704282588309,76.78180681462958,83.04157549234135
ENSG00000023228,93.1775554860894,93.33385432947796,94.60378243201001
ENSG00000023287,97.32338230697093,97.32338230697093,98.28462019381057
ENSG00000023318,88.39871834948421,90.52438261956861,88.05876836511409
ENSG00000023330,81.66614567052204,78.85276648952798,79.80228196311347
ENSG00000023445,43.892622694592056,55.884651453579245,46.46373866833385
ENSG00000023516,79.9468583932479,89.91481713035323,91.2199124726477
ENSG00000023572,85.15551734917162,85.3743357299156,92.2827446076899
ENSG00000023608,86.94123163488591,86.48796498905908,79.79055954985932
ENSG00000023697,63.383088465145356,83.03376055017193,73.17130353235386
ENSG00000023734,95.92450765864332,98.76133166614567,97.05767427321038
ENSG00000023839,41.126133166614565,45.19381056580181,45.25633010315724
ENSG00000023892,30.28680837761801,26.97327289778056,0.0
ENSG00000023902,75.71897467958738,68.7363238512035,74.7225695529853
ENSG00000023909,64.90700218818381,67.06392622694592,62.941544232572674
ENSG00000024048,95.59628008752735,96.38168177555487,95.23679274773367
ENSG00000024422,61.52703969990622,55.19302907158487,45.5532979055955
ENSG00000024526,88.75039074710848,87.8946545795561,71.8115035948734
ENSG00000024862,68.47061581744295,64.33651140981557,68.4549859331041
ENSG00000025039,96.6161300406377,91.65364176305096,85.80415754923413
