gen_name,neural crest-derived cell
ENSMUSG00000000581,89.41518380665885
ENSMUSG00000000594,81.03298832407077
ENSMUSG00000000600,97.65971549482487
ENSMUSG00000000605,82.04252281649926
ENSMUSG00000000606,40.615918013562435
ENSMUSG00000000617,10.931525008922653
ENSMUSG00000000627,27.369601794727988
ENSMUSG00000000628,93.59608422984755
ENSMUSG00000000631,86.55993473716413
ENSMUSG00000000632,33.48799265793097
ENSMUSG00000000673,27.18095140977923
ENSMUSG00000000686,10.457349717024423
ENSMUSG00000000690,36.12909804721358
ENSMUSG00000000693,61.15331667771377
ENSMUSG00000000706,27.09427420588385
ENSMUSG00000000708,67.3940753581808
ENSMUSG00000000711,53.02095548870647
ENSMUSG00000000724,26.8546372304084
ENSMUSG00000000731,34.08963442614593
ENSMUSG00000000732,40.58022740019375
ENSMUSG00000000738,68.11808494365982
ENSMUSG00000000739,58.73655228674859
ENSMUSG00000000740,99.56661398052312
ENSMUSG00000000743,84.32162341304237
ENSMUSG00000000751,89.01748840055066
ENSMUSG00000000753,86.68230255442818
ENSMUSG00000000759,79.95717126395758
ENSMUSG00000000766,16.2290317646459
ENSMUSG00000000776,63.38652934278285
ENSMUSG00000000782,54.479171977769845
ENSMUSG00000000787,97.85856319787895
ENSMUSG00000000791,33.962167949829194
ENSMUSG00000000794,19.308621832458066
ENSMUSG00000000804,72.90062713506347
ENSMUSG00000000811,20.04282873604242
ENSMUSG00000000823,98.7253352368327
ENSMUSG00000000826,90.90399225003823
ENSMUSG00000000827,96.76235150155509
ENSMUSG00000000838,91.28639167898842
ENSMUSG00000000861,81.7569979095498
ENSMUSG00000000869,38.05639116912252
ENSMUSG00000000876,63.70264620404833
ENSMUSG00000000881,89.35909855707949
ENSMUSG00000000884,60.71483199918421
ENSMUSG00000000889,73.4257890174884
ENSMUSG00000000901,63.0806097996227
ENSMUSG00000000902,97.256921429664
ENSMUSG00000000903,17.972773160658747
ENSMUSG00000000915,27.415489726202008
ENSMUSG00000000916,61.953806148982814
ENSMUSG00000000934,55.89150053535919
ENSMUSG00000000938,20.002039463621067
ENSMUSG00000000942,53.03115280681181
ENSMUSG00000000948,49.34482231173201
ENSMUSG00000000957,80.23249885280171
ENSMUSG00000000958,40.850456329985214
ENSMUSG00000000959,86.96272880232499
ENSMUSG00000000976,78.54994136542089
ENSMUSG00000000983,13.659307602100649
ENSMUSG00000001016,98.66415132820067
ENSMUSG00000001017,89.57834089634427
ENSMUSG00000001018,74.19058787538877
ENSMUSG00000001025,25.457604649977057
ENSMUSG00000001027,13.39417733136185
ENSMUSG00000001034,72.02875643705705
ENSMUSG00000001036,72.43664916127058
ENSMUSG00000001039,61.8569316269821
ENSMUSG00000001052,85.9175036965278
ENSMUSG00000001054,66.97598531586193
ENSMUSG00000001056,85.15270483862743
ENSMUSG00000001062,72.04405241421506
ENSMUSG00000001065,64.90592974047826
ENSMUSG00000001082,57.13557334421048
ENSMUSG00000001089,86.63641462295416
ENSMUSG00000001098,81.1451588232295
ENSMUSG00000001100,73.59914342527915
ENSMUSG00000001105,74.78713098455107
ENSMUSG00000001119,56.73277927904961
ENSMUSG00000001120,76.47478713098455
ENSMUSG00000001127,90.58787538877276
ENSMUSG00000001128,47.82032325498394
ENSMUSG00000001131,33.763320246775095
ENSMUSG00000001134,54.85647274766736
ENSMUSG00000001138,63.61087034110029
ENSMUSG00000001143,74.93499209707846
ENSMUSG00000001150,77.91770764288992
ENSMUSG00000001151,60.536378932340796
ENSMUSG00000001155,19.996940804568396
ENSMUSG00000001156,73.68582062917453
ENSMUSG00000001157,74.50670473665426
ENSMUSG00000001158,71.87579666547698
ENSMUSG00000001173,65.09967878447969
ENSMUSG00000001175,99.18931321062561
ENSMUSG00000001211,54.01519400397695
ENSMUSG00000001225,44.623464028960385
ENSMUSG00000001227,21.455157293631775
ENSMUSG00000001228,97.49655840513944
ENSMUSG00000001229,78.6315199102636
ENSMUSG00000001240,19.68082394330291
ENSMUSG00000001247,69.44883495640647
ENSMUSG00000001248,90.96517615867027
ENSMUSG00000001260,16.366695559067963
ENSMUSG00000001270,99.14852393820425
ENSMUSG00000001280,89.63952480497629
ENSMUSG00000001285,85.3413552235762
ENSMUSG00000001288,46.4385866517106
ENSMUSG00000001289,90.45531025340335
ENSMUSG00000001300,69.78534645388262
ENSMUSG00000001305,68.7962065976648
ENSMUSG00000001313,49.29893438025799
ENSMUSG00000001323,78.20833120889206
ENSMUSG00000001333,7.84173762300515
ENSMUSG00000001334,44.27165655432621
ENSMUSG00000001348,3.7985009942385157
ENSMUSG00000001349,39.718554020292665
ENSMUSG00000001366,66.37434354764696
ENSMUSG00000001376,85.36684851883955
ENSMUSG00000001380,93.51960434405751
ENSMUSG00000001383,68.87268648345484
ENSMUSG00000001403,92.42339264773365
ENSMUSG00000001415,71.03451792178657
ENSMUSG00000001416,99.05164941620353
ENSMUSG00000001418,78.07066741447
ENSMUSG00000001419,55.75383674093713
ENSMUSG00000001420,22.00071381226737
ENSMUSG00000001424,75.33268750318666
ENSMUSG00000001435,96.42074134502626
ENSMUSG00000001436,72.32957732116454
ENSMUSG00000001440,96.67567429765973
ENSMUSG00000001441,88.28838015601896
ENSMUSG00000001445,79.95207260490491
ENSMUSG00000001467,81.73660327333911
ENSMUSG00000001472,95.42140417070311
ENSMUSG00000001473,89.16534951307807
ENSMUSG00000001482,63.9728751338398
ENSMUSG00000001493,15.805843063274358
ENSMUSG00000001496,25.68704430734717
ENSMUSG00000001497,23.32126650690868
ENSMUSG00000001506,71.05491255799726
ENSMUSG00000001507,51.61882424922245
ENSMUSG00000001510,20.65466782236272
ENSMUSG00000001517,65.53306480395656
ENSMUSG00000001518,80.90552184775403
ENSMUSG00000001520,48.0242696170907
ENSMUSG00000001521,82.72064447050425
ENSMUSG00000001524,65.92566155101208
ENSMUSG00000001525,99.86233620557793
ENSMUSG00000001542,52.1898740631214
ENSMUSG00000001552,70.09636465609545
ENSMUSG00000001555,62.4534747361444
ENSMUSG00000001558,31.601488808443378
ENSMUSG00000001569,75.60291643297813
ENSMUSG00000001576,78.83546627237037
ENSMUSG00000001583,25.651353693978486
ENSMUSG00000001622,32.73339111813593
ENSMUSG00000001627,75.8221587722429
ENSMUSG00000001630,92.10727578646815
ENSMUSG00000001632,83.56192321419466
ENSMUSG00000001642,94.22321929332585
ENSMUSG00000001657,24.5908326110233
ENSMUSG00000001661,16.52475398970071
ENSMUSG00000001663,38.41839596186203
ENSMUSG00000001665,47.36654259929639
ENSMUSG00000001666,54.474073318717174
ENSMUSG00000001672,11.028399530923368
ENSMUSG00000001674,81.70091265997043
ENSMUSG00000001687,98.91398562178148
ENSMUSG00000001700,35.98123693468618
ENSMUSG00000001707,81.08907357365013
ENSMUSG00000001729,77.53020955488707
ENSMUSG00000001739,20.71075307194208
ENSMUSG00000001741,30.52567174833019
ENSMUSG00000001750,60.96976495181767
ENSMUSG00000001751,35.945546321317494
ENSMUSG00000001755,66.82302554428186
ENSMUSG00000001761,86.15204201295059
ENSMUSG00000001763,45.66359047570489
ENSMUSG00000001767,80.64549023606791
ENSMUSG00000001768,80.94121246112273
ENSMUSG00000001774,91.58211390404324
ENSMUSG00000001783,95.26844439912303
ENSMUSG00000001785,87.17687248253709
ENSMUSG00000001786,89.28771733034212
ENSMUSG00000001794,92.66812828226176
ENSMUSG00000001802,79.31474022332127
ENSMUSG00000001815,1.6723601692754806
ENSMUSG00000001829,80.39055728343446
ENSMUSG00000001833,98.81711109978075
ENSMUSG00000001844,76.54106969866925
ENSMUSG00000001847,95.24295110385968
ENSMUSG00000001855,89.39988782950084
ENSMUSG00000001864,89.2571253760261
ENSMUSG00000001870,93.88160913679701
ENSMUSG00000001891,57.00810686789375
ENSMUSG00000001909,73.1453627695916
ENSMUSG00000001910,44.276755213378884
ENSMUSG00000001911,45.22510579717534
ENSMUSG00000001918,44.34303778106358
ENSMUSG00000001924,97.4710651098761
ENSMUSG00000001930,47.606179574771836
ENSMUSG00000001942,59.51154846275429
ENSMUSG00000001946,27.558252179676746
ENSMUSG00000001948,34.33946871972671
ENSMUSG00000001962,69.24488859429971
ENSMUSG00000001964,47.12690562382094
ENSMUSG00000001983,54.836078111456686
ENSMUSG00000001985,89.7873859175037
ENSMUSG00000001986,84.84168663641462
ENSMUSG00000001995,64.38586651710601
ENSMUSG00000001998,67.74078417376231
ENSMUSG00000001999,72.66099015958802
ENSMUSG00000002006,22.56156630806098
ENSMUSG00000002007,33.62055779330036
ENSMUSG00000002010,93.02503441594861
ENSMUSG00000002012,48.82985774741243
ENSMUSG00000002014,83.50583796461531
ENSMUSG00000002015,91.5872125630959
ENSMUSG00000002017,57.80349768011013
ENSMUSG00000002020,20.34874827920257
ENSMUSG00000002028,95.20216183143833
ENSMUSG00000002031,92.0002039463621
ENSMUSG00000002032,50.854025391322075
ENSMUSG00000002033,19.742007851934943
ENSMUSG00000002043,46.3723040840259
ENSMUSG00000002052,89.86386580329373
ENSMUSG00000002055,81.19614541375618
ENSMUSG00000002057,19.390200377300772
ENSMUSG00000002058,46.999439147504205
ENSMUSG00000002059,63.202977616886756
ENSMUSG00000002064,83.79136287156477
ENSMUSG00000002068,61.2960791311885
ENSMUSG00000002076,38.336817417019326
ENSMUSG00000002083,15.387753020955488
ENSMUSG00000002102,95.79870494060062
ENSMUSG00000002103,85.26487533778617
ENSMUSG00000002105,45.73497170244226
ENSMUSG00000002107,98.7610258502014
ENSMUSG00000002109,57.97685208790089
ENSMUSG00000002111,0.5302605414775914
ENSMUSG00000002129,93.85101718248102
ENSMUSG00000002147,63.04491918625401
ENSMUSG00000002190,43.522153673583844
ENSMUSG00000002204,27.497068271044718
ENSMUSG00000002205,77.7902411665732
ENSMUSG00000002210,59.89904655075715
ENSMUSG00000002221,91.16912252077704
ENSMUSG00000002222,80.58940498648856
ENSMUSG00000002227,60.016315708968534
ENSMUSG00000002233,70.01478611125273
ENSMUSG00000002249,37.61280783154031
ENSMUSG00000002250,47.88150716361597
ENSMUSG00000002265,96.9408045683985
ENSMUSG00000002266,37.475144037118234
ENSMUSG00000002274,54.55055320450721
ENSMUSG00000002279,70.17794320093816
ENSMUSG00000002280,66.49161270585836
ENSMUSG00000002289,46.28562688013053
ENSMUSG00000002297,81.98133890786723
ENSMUSG00000002307,61.97929944424616
ENSMUSG00000002308,63.92188854331311
ENSMUSG00000002319,87.98246061285882
ENSMUSG00000002320,81.99663488502524
ENSMUSG00000002324,34.98699841941569
ENSMUSG00000002325,33.13618518329679
ENSMUSG00000002326,86.04497017284454
ENSMUSG00000002329,76.53597103961658
ENSMUSG00000002332,81.09927089175547
ENSMUSG00000002341,74.42512619181156
ENSMUSG00000002342,58.16550247284964
ENSMUSG00000002343,53.836740937133534
ENSMUSG00000002345,67.53683781165553
ENSMUSG00000002346,48.41686636414623
ENSMUSG00000002365,61.13292204150308
ENSMUSG00000002372,86.13164737673992
ENSMUSG00000002379,85.3566512007342
ENSMUSG00000002384,25.090501198184878
ENSMUSG00000002393,48.773772497833065
ENSMUSG00000002395,74.65966450823433
ENSMUSG00000002396,35.68551470963136
ENSMUSG00000002409,38.65293427828481
ENSMUSG00000002413,95.50808137459849
ENSMUSG00000002416,69.84653036251466
ENSMUSG00000002428,65.30362514658646
ENSMUSG00000002455,84.76010809157192
ENSMUSG00000002458,66.66496711364911
ENSMUSG00000002459,41.69173507367562
ENSMUSG00000002475,36.27186050068832
ENSMUSG00000002477,91.19971447509305
ENSMUSG00000002486,62.361698873196346
ENSMUSG00000002489,71.228266965788
ENSMUSG00000002496,91.93902003773007
ENSMUSG00000002504,39.06082700249834
ENSMUSG00000002524,97.78718197114159
ENSMUSG00000002546,75.66410034161015
ENSMUSG00000002550,64.98240962626829
ENSMUSG00000002565,43.21113547137103
ENSMUSG00000002578,41.941569367256406
ENSMUSG00000002580,65.22204660174374
ENSMUSG00000002602,56.28409728241473
ENSMUSG00000002603,46.107173813287105
ENSMUSG00000002608,54.876867383878036
ENSMUSG00000002617,66.02763473206547
ENSMUSG00000002625,71.21806964768265
ENSMUSG00000002633,14.638250140213124
ENSMUSG00000002635,53.51552541681538
ENSMUSG00000002658,90.7765257737215
ENSMUSG00000002660,89.76189262224035
ENSMUSG00000002661,56.92142966399837
ENSMUSG00000002668,49.68643246826085
ENSMUSG00000002679,71.47810125936878
ENSMUSG00000002688,50.98149186763881
ENSMUSG00000002699,43.583337582215876
ENSMUSG00000002718,96.24228827818284
ENSMUSG00000002728,88.58410238107378
ENSMUSG00000002731,87.81420486412074
ENSMUSG00000002732,59.67980421149238
ENSMUSG00000002733,70.93764339978586
ENSMUSG00000002741,84.19925559577831
ENSMUSG00000002748,96.4972212308163
ENSMUSG00000002763,44.088104828430126
ENSMUSG00000002767,77.94829959720595
ENSMUSG00000002768,81.96604293070922
ENSMUSG00000002771,13.016876561464336
ENSMUSG00000002778,57.568959363687355
ENSMUSG00000002781,49.47228878804874
ENSMUSG00000002791,50.34925814510783
ENSMUSG00000002797,48.676897975832354
ENSMUSG00000002799,42.22709427420588
ENSMUSG00000002803,39.59618620302861
ENSMUSG00000002804,77.21919135267424
ENSMUSG00000002808,50.130015805843065
ENSMUSG00000002812,79.02921531637179
ENSMUSG00000002814,66.8485188395452
ENSMUSG00000002820,51.006985162902154
ENSMUSG00000002825,72.75276602253608
ENSMUSG00000002833,65.1455667159537
ENSMUSG00000002835,79.3759241319533
ENSMUSG00000002844,85.76964258400041
ENSMUSG00000002845,70.7489930148371
ENSMUSG00000002846,72.19701218579515
ENSMUSG00000002870,92.5814510783664
ENSMUSG00000002871,62.69821037067251
ENSMUSG00000002881,70.86626217304848
ENSMUSG00000002885,81.00239636975476
ENSMUSG00000002897,26.166318258298066
ENSMUSG00000002900,90.36353439045531
ENSMUSG00000002908,37.86774078417376
ENSMUSG00000002910,33.65114974761638
ENSMUSG00000002930,38.316422780808644
ENSMUSG00000002948,67.42976597154949
ENSMUSG00000002949,84.39810329883241
ENSMUSG00000002957,94.1161474532198
ENSMUSG00000002963,58.14000917758629
ENSMUSG00000002968,83.43445673787794
ENSMUSG00000002981,68.9950543007189
ENSMUSG00000002983,25.36582878702901
ENSMUSG00000002984,46.34171212970989
ENSMUSG00000002985,73.92035894559731
ENSMUSG00000002996,98.18997603630245
ENSMUSG00000002997,54.64742772650793
ENSMUSG00000003031,56.763371233365625
ENSMUSG00000003032,84.40320195788507
ENSMUSG00000003033,92.95365318921124
ENSMUSG00000003037,88.4005506551777
ENSMUSG00000003038,99.27089175546831
ENSMUSG00000003039,91.79115892520268
ENSMUSG00000003053,9.891398562178146
ENSMUSG00000003062,79.12099117931984
ENSMUSG00000003068,78.64171722836893
ENSMUSG00000003070,46.38250140213124
ENSMUSG00000003072,92.64263498699842
ENSMUSG00000003099,78.14714730026003
ENSMUSG00000003119,86.978024779483
ENSMUSG00000003123,50.63988171110998
ENSMUSG00000003131,96.69097027481772
ENSMUSG00000003134,60.97996226992301
ENSMUSG00000003135,51.909447815224596
ENSMUSG00000003153,65.84918166522205
ENSMUSG00000003154,47.10651098761026
ENSMUSG00000003161,80.59450364554122
ENSMUSG00000003166,92.13786774078417
ENSMUSG00000003184,55.93738846683323
ENSMUSG00000003190,52.888390353337066
ENSMUSG00000003198,60.25595268444399
ENSMUSG00000003199,65.47188089532453
ENSMUSG00000003200,78.17773925457605
ENSMUSG00000003206,23.81073777596492
ENSMUSG00000003208,48.947126905623826
ENSMUSG00000003226,94.95232753785754
ENSMUSG00000003228,61.28588181308315
ENSMUSG00000003233,99.0414520980982
ENSMUSG00000003234,82.65436190281956
ENSMUSG00000003235,73.01279763422221
ENSMUSG00000003269,72.15622291337378
ENSMUSG00000003271,24.866160199867434
ENSMUSG00000003273,43.08876765410697
ENSMUSG00000003279,47.147300260031614
ENSMUSG00000003282,79.92148065058889
ENSMUSG00000003299,86.73838780400754
ENSMUSG00000003308,62.95314332330597
ENSMUSG00000003309,17.141691735073675
ENSMUSG00000003316,96.3646560954469
ENSMUSG00000003344,68.2047621475552
ENSMUSG00000003345,70.10656197420079
ENSMUSG00000003346,47.3971345536124
ENSMUSG00000003348,77.47922296436037
ENSMUSG00000003352,55.54989037883037
ENSMUSG00000003355,53.87243155050222
ENSMUSG00000003360,52.939376943863756
ENSMUSG00000003363,82.12920002039463
ENSMUSG00000003378,42.89501861010554
ENSMUSG00000003380,60.59246418192016
ENSMUSG00000003382,78.48875745678886
ENSMUSG00000003402,82.9296894916637
ENSMUSG00000003410,81.92015499923521
ENSMUSG00000003411,42.34946209146994
ENSMUSG00000003420,44.475602916432976
ENSMUSG00000003421,72.24290011726916
ENSMUSG00000003423,63.2131749349921
ENSMUSG00000003429,99.11793198388824
ENSMUSG00000003435,86.02457553663386
ENSMUSG00000003436,45.07724468464794
ENSMUSG00000003437,78.45816550247285
ENSMUSG00000003438,86.42227094274206
ENSMUSG00000003444,65.35461173711315
ENSMUSG00000003452,90.7612297965635
ENSMUSG00000003458,91.16402386172436
ENSMUSG00000003464,89.64972212308163
ENSMUSG00000003500,47.22887880487432
ENSMUSG00000003518,93.84591852342834
ENSMUSG00000003526,66.2366797532249
ENSMUSG00000003527,71.39652271452607
ENSMUSG00000003528,61.071738132871054
ENSMUSG00000003531,65.13536939784836
ENSMUSG00000003534,73.20654667822363
ENSMUSG00000003541,47.300260031611685
ENSMUSG00000003545,78.46326416152552
ENSMUSG00000003546,77.68826798551981
ENSMUSG00000003549,70.58073726609902
ENSMUSG00000003559,70.22892979146485
ENSMUSG00000003573,56.39116912252078
ENSMUSG00000003575,63.157089685412735
ENSMUSG00000003581,61.280783154030495
ENSMUSG00000003585,37.67399174017233
ENSMUSG00000003604,45.77576097486361
ENSMUSG00000003617,33.972365267934535
ENSMUSG00000003623,82.60847397134553
ENSMUSG00000003644,39.43812777239586
ENSMUSG00000003660,96.00265130270739
ENSMUSG00000003662,77.11721817162086
ENSMUSG00000003665,13.827563350838728
ENSMUSG00000003680,50.028042624789684
ENSMUSG00000003721,65.57385407637791
ENSMUSG00000003731,54.55565186355989
ENSMUSG00000003746,51.3129047060623
ENSMUSG00000003752,52.89858767144241
ENSMUSG00000003762,56.30959057767807
ENSMUSG00000003778,96.89491663692449
ENSMUSG00000003779,89.96583898434712
ENSMUSG00000003808,92.1837556722582
ENSMUSG00000003809,72.46214245653393
ENSMUSG00000003810,89.20104012644674
ENSMUSG00000003812,45.10273797991128
ENSMUSG00000003813,72.6507928414827
ENSMUSG00000003814,97.29261204303268
ENSMUSG00000003824,55.31025340335491
ENSMUSG00000003847,91.27109570183042
ENSMUSG00000003848,83.23051037577117
ENSMUSG00000003849,10.65109876102585
ENSMUSG00000003863,22.821597919747106
ENSMUSG00000003865,80.79845000764799
ENSMUSG00000003868,88.47703054096773
ENSMUSG00000003872,21.327690817315045
ENSMUSG00000003873,63.687350226890324
ENSMUSG00000003882,28.909396828634073
ENSMUSG00000003923,82.93988680976902
ENSMUSG00000003929,87.76831693264671
ENSMUSG00000003934,51.38938459185234
ENSMUSG00000003948,48.483148931830925
ENSMUSG00000003949,43.3487992657931
ENSMUSG00000003955,61.75495844592872
ENSMUSG00000003970,99.18421455157294
ENSMUSG00000003992,89.99643093866312
ENSMUSG00000004018,66.57828990975374
ENSMUSG00000004031,41.73762300514964
ENSMUSG00000004032,86.68740121348085
ENSMUSG00000004035,63.412022638046196
ENSMUSG00000004040,76.30653138224646
ENSMUSG00000004043,23.928006934176313
ENSMUSG00000004044,54.50976393208586
ENSMUSG00000004054,71.6565543262122
ENSMUSG00000004056,72.64059552337734
ENSMUSG00000004069,67.31759547239076
ENSMUSG00000004070,86.47325753326875
ENSMUSG00000004071,91.01106409014429
ENSMUSG00000004085,86.07046346810789
ENSMUSG00000004096,85.8206291745271
ENSMUSG00000004098,27.058583592515166
ENSMUSG00000004099,93.47371641258349
ENSMUSG00000004100,63.33554275225616
ENSMUSG00000004105,79.78381685616682
ENSMUSG00000004110,64.50823433437006
ENSMUSG00000004113,57.84938561158416
ENSMUSG00000004127,68.3016366695559
ENSMUSG00000004151,92.31122214857493
ENSMUSG00000004187,25.528985876714422
ENSMUSG00000004207,64.21251210931524
ENSMUSG00000004221,84.24004486819966
ENSMUSG00000004233,55.84561260388517
ENSMUSG00000004263,31.90740835160353
ENSMUSG00000004264,87.94676999949014
ENSMUSG00000004266,44.1084994646408
ENSMUSG00000004267,40.865752307143225
ENSMUSG00000004268,92.85168000815786
ENSMUSG00000004270,60.25085402539132
ENSMUSG00000004285,86.91684087085096
ENSMUSG00000004317,92.50497119257636
ENSMUSG00000004319,87.70203436496202
ENSMUSG00000004328,56.08015092030796
ENSMUSG00000004347,63.952480497629125
ENSMUSG00000004356,81.29811859480957
ENSMUSG00000004359,37.31708560648549
ENSMUSG00000004360,81.3898944577576
ENSMUSG00000004364,91.40875949625249
ENSMUSG00000004371,28.13440065262836
ENSMUSG00000004383,68.60755621271606
ENSMUSG00000004393,82.89399887829501
ENSMUSG00000004394,90.37883036761332
ENSMUSG00000004415,53.16371794218121
ENSMUSG00000004446,60.06730229949523
ENSMUSG00000004451,88.45153724570439
ENSMUSG00000004455,89.73639932697701
ENSMUSG00000004460,69.71396522714525
ENSMUSG00000004462,52.847601080915716
ENSMUSG00000004473,27.430785703360016
ENSMUSG00000004500,36.11890072910825
ENSMUSG00000004508,82.80732167439963
ENSMUSG00000004530,97.5067557232448
ENSMUSG00000004535,94.80446642533013
ENSMUSG00000004540,45.276092387702036
ENSMUSG00000004542,12.767042267883546
ENSMUSG00000004552,14.362922551368989
ENSMUSG00000004558,80.55881303217254
ENSMUSG00000004561,71.23846428389334
ENSMUSG00000004562,90.60317136593076
ENSMUSG00000004565,63.92698720236578
ENSMUSG00000004567,54.21914036608372
ENSMUSG00000004568,72.61000356906133
ENSMUSG00000004591,90.19527864171722
ENSMUSG00000004609,24.886554836078112
ENSMUSG00000004610,87.91107938612144
ENSMUSG00000004626,77.24978330699027
ENSMUSG00000004630,21.643807678580533
ENSMUSG00000004631,84.15336766430428
ENSMUSG00000004633,80.55371437311987
ENSMUSG00000004637,61.64278794676999
ENSMUSG00000004642,94.49854688216999
ENSMUSG00000004651,34.415948605516746
ENSMUSG00000004661,62.356600214143675
ENSMUSG00000004665,86.88115025748229
ENSMUSG00000004667,88.98689644623464
ENSMUSG00000004668,17.855504002447358
ENSMUSG00000004677,75.02166930097385
ENSMUSG00000004698,81.10946820986081
ENSMUSG00000004709,8.73400295722225
ENSMUSG00000004748,30.092285728853312
ENSMUSG00000004768,67.99061846734308
ENSMUSG00000004771,93.34624993626676
ENSMUSG00000004788,78.87115688573904
ENSMUSG00000004789,92.44378728394432
ENSMUSG00000004791,42.20160097894254
ENSMUSG00000004798,83.88823739356549
ENSMUSG00000004814,29.052159282108807
ENSMUSG00000004815,53.97950339060827
ENSMUSG00000004837,21.399072044052414
ENSMUSG00000004842,41.554071279253556
ENSMUSG00000004843,57.604649977056035
ENSMUSG00000004846,70.1881405190435
ENSMUSG00000004849,74.89420282465711
ENSMUSG00000004864,36.0271248661602
ENSMUSG00000004865,99.25049711925763
ENSMUSG00000004872,23.265181257329324
ENSMUSG00000004880,95.5386733289145
ENSMUSG00000004885,54.42308672819048
ENSMUSG00000004891,74.0529240809667
ENSMUSG00000004892,23.464028960383416
ENSMUSG00000004894,2.070055575383674
ENSMUSG00000004895,49.96685871615765
ENSMUSG00000004896,71.77892214347627
ENSMUSG00000004897,83.79646153061745
ENSMUSG00000004902,15.637587314536278
ENSMUSG00000004929,63.44771325141488
ENSMUSG00000004931,67.3124968133381
ENSMUSG00000004933,25.309743537449652
ENSMUSG00000004934,53.96930607250293
ENSMUSG00000004936,95.36531892112374
ENSMUSG00000004937,96.28307755060419
ENSMUSG00000004939,33.78371488298578
ENSMUSG00000004945,57.62504461326671
ENSMUSG00000004947,57.57405802274002
ENSMUSG00000004948,21.766175495844593
ENSMUSG00000004951,24.295110385968492
ENSMUSG00000004952,41.64074848314893
ENSMUSG00000004961,40.7535818079845
ENSMUSG00000004980,99.71447509305052
ENSMUSG00000004988,31.662672717075406
ENSMUSG00000004994,53.097435374496506
ENSMUSG00000004996,52.8170091265997
ENSMUSG00000005034,87.68163972875134
ENSMUSG00000005043,40.22841992555958
ENSMUSG00000005045,31.504614286442667
ENSMUSG00000005054,70.08616733799012
ENSMUSG00000005057,57.52307143221332
ENSMUSG00000005069,69.08173150461428
ENSMUSG00000005078,86.0857594452659
ENSMUSG00000005087,14.225258756946923
ENSMUSG00000005089,59.88884923265181
ENSMUSG00000005102,65.99704277774944
ENSMUSG00000005103,95.22255646764901
