gen_name,protoplast
AT1G01010,76.75461286428694
AT1G01020,76.7718572167615
AT1G01030,41.66235557854803
AT1G01040,49.758579065356095
AT1G01050,95.17589239524055
AT1G01060,28.59544749094671
AT1G01070,47.40903604069667
AT1G01080,32.80738058285911
AT1G01090,83.51008794619761
AT1G01100,97.47370236247629
AT1G01110,51.28039317123642
AT1G01120,61.46749439558544
AT1G01130,18.649767201241595
AT1G01140,90.8949818934299
AT1G01150,7.104673219520608
AT1G01160,66.2096913260907
AT1G01170,31.488187618554925
AT1G01180,55.22503879979307
AT1G01190,1.7891015692360752
AT1G01200,48.70236247628901
AT1G01210,49.64649077427142
AT1G01220,47.447835833764444
AT1G01225,41.395068115192274
AT1G01230,90.97689256768409
AT1G01240,84.00586307984135
AT1G01250,6.923607518537679
AT1G01260,54.05673391964132
AT1G01290,53.31953785135368
AT1G01300,77.06932229694775
AT1G01305,9.173995516468358
AT1G01310,14.804276599413694
AT1G01320,28.401448525607865
AT1G01340,42.94705983790308
AT1G01350,85.08363510950164
AT1G01355,5.819968960165546
AT1G01360,90.82600448353165
AT1G01370,44.22314192102086
AT1G01380,59.902569408518715
AT1G01400,6.337299534402484
AT1G01420,9.630970857044318
AT1G01430,73.21952060700121
AT1G01440,54.51370926021728
AT1G01450,10.20434557682359
AT1G01453,63.23072943610968
AT1G01460,17.27884117951371
AT1G01470,99.37489222279703
AT1G01480,39.5326780479393
AT1G01490,90.49405069839628
AT1G01500,45.275047421969305
AT1G01510,68.56785652698741
AT1G01520,18.30056906363166
AT1G01540,77.17709949991378
AT1G01550,94.08087601310571
AT1G01560,27.55216416623556
AT1G01570,39.76547680634592
AT1G01580,31.712364200724263
AT1G01600,17.274530091395068
AT1G01610,32.05294016209692
AT1G01620,99.56026901189861
AT1G01630,89.83876530436282
AT1G01640,50.08191067425418
AT1G01650,86.79082600448353
AT1G01660,40.84755992412485
AT1G01670,21.184687015002588
AT1G01680,22.378858423866184
AT1G01690,39.35592343507501
AT1G01695,15.972581479565443
AT1G01700,5.975168132436627
AT1G01710,62.39868942921193
AT1G01715,36.7347818589412
AT1G01720,98.930850146577
AT1G01725,42.35644076564925
AT1G01730,66.25280220727711
AT1G01740,14.631833074668046
AT1G01750,96.82272805656147
AT1G01760,22.909122262459043
AT1G01770,47.47370236247629
AT1G01780,82.93240213829971
AT1G01790,39.61458872219348
AT1G01800,96.87877220210382
AT1G01810,57.40644938782549
AT1G01820,85.52767718572167
AT1G01830,65.92947059837904
AT1G01840,28.04793929987929
AT1G01860,37.70477668563545
AT1G01880,16.438178996378685
AT1G01900,34.93705811346784
AT1G01910,89.26107949646492
AT1G01920,55.89756854630109
AT1G01930,57.67373685118123
AT1G01940,71.89170546645973
AT1G01950,53.776513191929645
AT1G01960,72.5383686842559
AT1G01970,33.35919986204518
AT1G01980,3.1945162959130884
AT1G01990,74.82324538713571
AT1G02000,85.71305397482325
AT1G02010,39.03690291429557
AT1G02020,31.384721503707535
AT1G02030,23.892050353509227
AT1G02040,22.167615106052768
AT1G02050,18.6713226418348
AT1G02060,8.419555095706157
AT1G02070,21.063976547680635
AT1G02080,74.97413347128816
AT1G02090,86.96326952922918
AT1G02100,82.83324711157096
AT1G02110,37.523710984652524
AT1G02120,69.65856182100362
AT1G02130,87.58406621831351
AT1G02140,93.4514571477841
AT1G02145,57.06156233833419
AT1G02150,37.99361958958441
AT1G02160,70.0853595447491
AT1G02170,88.0022417658217
AT1G02180,30.781169167097776
AT1G02190,11.997758234178306
AT1G02205,38.73081565787205
AT1G02220,53.06518365235385
AT1G02230,88.4117951370926
AT1G02250,10.385411277806519
AT1G02260,51.99603379893085
AT1G02270,78.55664769787894
AT1G02280,65.05431971029488
AT1G02290,25.133643731677875
AT1G02300,16.30022417658217
AT1G02305,93.0850146576996
AT1G02310,59.19123986894292
AT1G02320,5.108639420589757
AT1G02330,78.37127090877738
AT1G02335,80.46214864631833
AT1G02340,65.38627349543025
AT1G02350,22.051215726849456
AT1G02360,79.56544231764097
AT1G02370,19.42145197447836
AT1G02380,47.43059148128988
AT1G02390,50.15519917227108
AT1G02400,87.77375409553372
AT1G02405,26.42265907915158
AT1G02410,81.43214347301259
AT1G02420,14.636144162786687
AT1G02430,51.20710467321952
AT1G02440,24.103293671322643
AT1G02450,33.798930850146576
AT1G02460,40.95964821520952
AT1G02470,5.75961372650457
AT1G02475,34.10070701845146
AT1G02490,11.264873254009313
AT1G02500,99.35764787032248
AT1G02510,4.263666149336092
AT1G02520,54.67753060872565
AT1G02530,10.54492153819624
AT1G02560,77.32367649594758
AT1G02570,60.842386618382484
AT1G02575,27.64269701672702
AT1G02580,32.850491464045525
AT1G02610,85.61821003621314
AT1G02620,9.363683393688566
AT1G02640,54.63873081565788
AT1G02650,32.07449560269012
AT1G02660,60.023279875840664
AT1G02670,21.12433178134161
AT1G02680,69.27487497844456
AT1G02690,46.6157958268667
AT1G02700,25.961372650456976
AT1G02705,25.41386445938955
AT1G02720,72.26677013278152
AT1G02730,23.04276599413692
AT1G02740,41.97275392309019
AT1G02750,79.49646490774272
AT1G02770,23.34023107432316
AT1G02780,98.9524055871702
AT1G02810,59.937058113467835
AT1G02813,11.174340403517848
AT1G02816,89.14036902914295
AT1G02820,20.20607001207105
AT1G02840,85.1741679599931
AT1G02850,61.63993792033109
AT1G02860,70.27935851008795
AT1G02870,60.281945162959126
AT1G02880,87.50215554405932
AT1G02890,68.26608035868253
AT1G02900,92.20555268149681
AT1G02910,53.08242800482842
AT1G02920,57.837558199689596
AT1G02930,71.82703914468011
AT1G02950,25.74150715640628
AT1G02960,55.811346783928265
AT1G02970,29.569753405759613
AT1G02980,45.78375581996896
AT1G02990,59.01448525607863
AT1G03000,39.86032074495603
AT1G03010,35.78634247284015
AT1G03020,5.7208139334368
AT1G03030,70.81393343679945
AT1G03040,80.40179341265736
AT1G03055,0.7328849801689946
AT1G03060,75.19399896533885
AT1G03070,67.11933091912398
AT1G03080,89.37316778754958
AT1G03090,80.22072771167443
AT1G03100,13.769615450939817
AT1G03103,4.974995688911881
AT1G03106,38.92912571132954
AT1G03110,51.55199172271081
AT1G03120,16.045869977582342
AT1G03130,38.36868425590619
AT1G03140,78.96620106914986
AT1G03150,86.01914123124676
AT1G03160,35.60096568373858
AT1G03165,9.014485256078634
AT1G03170,18.248836006207966
AT1G03180,56.216589067080534
AT1G03190,54.50077599586135
AT1G03200,29.009311950336265
AT1G03210,75.0
AT1G03220,98.83169511984825
AT1G03230,91.99862045180204
AT1G03240,22.25814795654423
AT1G03250,75.50008622176237
AT1G03260,70.8613554061045
AT1G03270,24.797378858423865
AT1G03280,62.403000517330575
AT1G03290,73.89205035350923
AT1G03300,9.432660803586826
AT1G03310,27.74616313157441
AT1G03320,0.05604414554233488
AT1G03330,88.18761855492326
AT1G03340,16.020003448870497
AT1G03350,80.26814968097949
AT1G03360,42.6021727884118
AT1G03365,63.26090705294016
AT1G03370,69.85256078634248
AT1G03380,58.82910846697706
AT1G03400,11.661493360924299
AT1G03410,59.56199344714606
AT1G03430,58.47559924124849
AT1G03440,19.84824969822383
AT1G03445,21.374374892222797
AT1G03457,70.97344369718918
AT1G03470,51.37523710984653
AT1G03475,69.24900844973271
AT1G03510,17.067597861700293
AT1G03520,57.966890843248834
AT1G03530,23.353164338679083
AT1G03540,4.431798585963096
AT1G03550,69.03345404380066
AT1G03560,35.230212105535436
AT1G03590,87.77806518365236
AT1G03600,48.43076392481463
AT1G03610,80.69063631660632
AT1G03620,20.201758923952408
AT1G03630,2.5995861355406107
AT1G03650,31.77703052250388
AT1G03660,32.647870322469394
AT1G03680,49.05156061389895
AT1G03687,55.1129505087084
AT1G03700,29.28091050181066
AT1G03710,9.652526297637523
AT1G03730,80.63459217106399
AT1G03740,79.75081910674254
AT1G03750,44.274874978444565
AT1G03760,47.20641489912054
AT1G03770,48.71529574064494
AT1G03780,19.550784618037593
AT1G03790,85.28625625107777
AT1G03800,37.07966890843249
AT1G03820,48.943783410932916
AT1G03830,25.698396275219864
AT1G03840,34.23435075012933
AT1G03850,95.90015519917226
AT1G03860,86.51922745300914
AT1G03870,97.34005863079841
AT1G03880,25.0732884980169
AT1G03890,0.2112433178134161
AT1G03900,95.14571477841007
AT1G03905,71.75375064666322
AT1G03910,75.13795481979652
AT1G03920,50.176754612864286
AT1G03930,55.47508191067425
AT1G03940,11.976202793585102
AT1G03950,62.54095533712709
AT1G03960,32.25987239179169
AT1G03970,77.59527504742198
AT1G03980,12.109846525262977
AT1G03982,14.774098982583203
AT1G03990,12.562510777720295
AT1G04000,84.23866183824798
AT1G04010,47.8832557337472
AT1G04020,37.39006725297465
AT1G04030,33.600620796689086
AT1G04040,99.21969305052595
AT1G04050,26.73736851181238
AT1G04070,70.57682359027419
AT1G04080,70.84411105362993
AT1G04090,24.28435937230557
AT1G04100,71.63304017934126
AT1G04105,17.1624418003104
AT1G04110,11.161407139161925
AT1G04120,77.0951888256596
AT1G04130,47.50819106742542
AT1G04140,78.74202448698051
AT1G04150,1.2976375237109845
AT1G04160,63.63597171926194
AT1G04170,83.14364545611312
AT1G04180,45.65011208829108
AT1G04190,67.69270563890326
AT1G04200,69.48180720813933
AT1G04210,64.98103121227798
AT1G04220,19.39989653388515
AT1G04230,55.85876875323331
AT1G04240,63.02810829453354
AT1G04250,99.31022590101742
AT1G04260,73.86618382479739
AT1G04270,96.55112950508709
AT1G04280,82.75133643731678
AT1G04290,82.97982410760476
AT1G04300,71.10708742886705
AT1G04310,39.58872219348164
AT1G04330,17.455595792377995
AT1G04340,81.73391964131747
AT1G04350,4.1989998275564755
AT1G04360,18.977409898258323
AT1G04370,10.018968787722022
AT1G04380,10.415588894637008
AT1G04390,41.03293671322642
AT1G04400,88.79548197965167
AT1G04410,99.14640455250905
AT1G04420,35.562165890670805
AT1G04430,85.47163304017934
AT1G04440,86.7347818589412
AT1G04445,42.71857216761511
AT1G04450,2.207277116744266
