gen_name,"effector memory CD4-positive, alpha-beta T cell","naive thymus-derived CD4-positive, alpha-beta T cell"
ENSMUSG00000031774,80.69570276784972,88.12235059429806
ENSMUSG00000031775,0.0,47.5355332058848
ENSMUSG00000031776,80.99077383426149,69.00922616573851
ENSMUSG00000031779,18.323497631119608,10.057351841077217
ENSMUSG00000031781,79.2037237137395,86.77167317762448
ENSMUSG00000031782,74.27894605602194,69.07572105394397
ENSMUSG00000031783,93.2923281522733,89.62264150943396
ENSMUSG00000031785,0.0,40.25018701687308
ENSMUSG00000031787,73.43529216191506,63.02053029673343
ENSMUSG00000031788,19.956778322666445,29.698279444767685
ENSMUSG00000031789,59.71656553902419,47.75164159255257
ENSMUSG00000031790,53.17928684232399,60.381514421078876
ENSMUSG00000031791,18.88454825035325,27.262904164242375
ENSMUSG00000031792,72.97813980550245,68.93026348599452
ENSMUSG00000031796,79.4613914055357,85.41268389992518
ENSMUSG00000031799,97.14903166819052,96.18485578921121
ENSMUSG00000031803,50.24104396974482,55.61050619233646
ENSMUSG00000031805,73.22749563627296,75.33039647577093
ENSMUSG00000031807,81.33156013631452,70.38899509600199
ENSMUSG00000031808,62.00648325160003,65.32707173136065
ENSMUSG00000031812,98.6576344443521,98.10905161665697
ENSMUSG00000031813,87.94364558224586,71.5526556395977
ENSMUSG00000031816,71.86850635857368,67.55049455573104
ENSMUSG00000031818,98.76984456819882,98.25450918460643
ENSMUSG00000031819,84.30720638350927,76.72263319757293
ENSMUSG00000031820,86.97531377275371,79.2826863934835
ENSMUSG00000031821,67.47984373701271,74.4825866511512
ENSMUSG00000031822,69.92353087856371,76.27794863269887
ENSMUSG00000031823,79.42398803092013,72.1095503283185
ENSMUSG00000031824,36.26049372454492,18.269470534452665
ENSMUSG00000031825,12.106225583908238,17.720887706757544
ENSMUSG00000031826,82.23755298811403,88.66262156096751
ENSMUSG00000031827,97.73086193998837,94.65547336048542
ENSMUSG00000031828,65.38525475854044,55.390241875155844
ENSMUSG00000031831,59.44227412517663,57.93367134901505
ENSMUSG00000031832,71.70642506857286,70.97082536779985
ENSMUSG00000031833,88.85379436455823,86.36854791787881
ENSMUSG00000031834,55.54816723464384,47.444102734602275
ENSMUSG00000031835,88.60859446430057,87.54883218352589
ENSMUSG00000031839,94.70118859612667,90.80292577508105
ENSMUSG00000031840,61.23763610672429,49.530379852048874
ENSMUSG00000031841,46.09758124844153,47.93450253511761
ENSMUSG00000031842,34.63968082453661,51.47535533205885
ENSMUSG00000031843,78.11902584988779,80.32166902169395
ENSMUSG00000031845,46.33862521818635,40.9774748566204
ENSMUSG00000031848,96.09758124844151,88.65015376942897
ENSMUSG00000031849,23.913224170891862,36.37270384839166
ENSMUSG00000031851,62.35558141467875,62.0729781398055
ENSMUSG00000031858,93.46272130329982,96.164076136647
ENSMUSG00000031860,48.47892943229989,47.257085861524395
ENSMUSG00000031861,38.716648657634444,54.72113706258831
ENSMUSG00000031862,88.13481838583658,90.37070900174548
ENSMUSG00000031864,79.0042390491231,80.66661125425982
ENSMUSG00000031865,78.95021195245616,67.93699609342532
ENSMUSG00000031870,18.26115867342698,8.827196409276036
ENSMUSG00000031871,0.0,23.8176377690965
ENSMUSG00000031872,49.875322084614744,48.345939655888955
ENSMUSG00000031875,60.88438201313274,51.134569030005814
ENSMUSG00000031877,56.46247194746904,41.67982711329067
ENSMUSG00000031878,91.70891862688055,91.18942731277532
ENSMUSG00000031879,86.56387665198237,75.76676917961932
ENSMUSG00000031880,88.27196409276037,83.06458316016956
ENSMUSG00000031881,21.440445515750977,23.106973651400548
ENSMUSG00000031883,57.62613249106475,53.557476518992594
ENSMUSG00000031884,38.64184190840329,2.518493890782146
ENSMUSG00000031885,89.11561798686726,91.50527803175132
ENSMUSG00000031887,81.24844152605768,70.2102900839498
ENSMUSG00000031889,75.78339290167068,68.55622973983874
ENSMUSG00000031893,34.87241293325576,30.080625051949134
ENSMUSG00000031896,40.53279029174632,22.770343279860363
ENSMUSG00000031897,96.41343196741751,89.9052447843072
ENSMUSG00000031901,77.80733106142466,69.64508353420331
ENSMUSG00000031902,97.23630620896019,91.72969827944478
ENSMUSG00000031903,42.93076219765605,45.952123680492065
ENSMUSG00000031904,71.24511678164741,84.6687723381265
ENSMUSG00000031906,53.58656803258249,56.89468872080459
ENSMUSG00000031907,70.69653395395228,68.04920621727206
ENSMUSG00000031910,40.94422741251766,40.20031585071898
ENSMUSG00000031913,86.11088022608261,77.03017205552322
ENSMUSG00000031916,81.19857035990358,72.1386418419084
ENSMUSG00000031917,92.57335217355165,93.49181281688969
ENSMUSG00000031918,75.91638267808162,93.15518244534951
ENSMUSG00000031919,0.0,33.47602028094091
ENSMUSG00000031921,79.52788629374116,74.66129166320339
ENSMUSG00000031922,89.66004488404954,94.80093092843488
ENSMUSG00000031924,91.65904746072646,87.70675754301388
ENSMUSG00000031925,81.37311944144294,94.87573767766602
ENSMUSG00000031928,70.0315850718976,80.92843487656887
ENSMUSG00000031930,86.4059512924944,87.09167982711328
ENSMUSG00000031931,78.69670019117281,80.82038068323497
ENSMUSG00000031932,64.41276701853546,54.20164574848309
ENSMUSG00000031933,96.79577757459896,85.16748399966752
ENSMUSG00000031934,85.233978887873,72.01811985703598
ENSMUSG00000031935,82.46612916632033,83.50926772504363
ENSMUSG00000031936,22.51267558806417,6.267143213365473
ENSMUSG00000031938,64.50004155930513,64.3587399218685
ENSMUSG00000031939,94.44352090433048,96.77499792203474
ENSMUSG00000031948,88.65430969994182,98.24619732358076
ENSMUSG00000031949,59.6583825118444,83.94148449837918
ENSMUSG00000031950,96.63785221511097,90.5909733189261
ENSMUSG00000031951,61.204388662621554,57.92120355747652
ENSMUSG00000031953,69.21286676086775,67.29282686393483
ENSMUSG00000031954,86.76751724711163,91.8419084032915
ENSMUSG00000031955,37.494805086858946,48.96932923281523
ENSMUSG00000031958,62.55922200980799,64.04288920289252
ENSMUSG00000031959,78.64267309450585,74.61557642756213
ENSMUSG00000031960,76.84315518244534,82.44950544426896
ENSMUSG00000031963,12.305710248524644,1.8660128002659795
ENSMUSG00000031965,44.48923613997174,44.22741251766271
ENSMUSG00000031966,0.0,27.113290665780067
ENSMUSG00000031967,74.33297315268888,72.68306873909069
ENSMUSG00000031969,78.25617155681157,67.18892860111379
ENSMUSG00000031971,49.372454492560884,57.72171889286011
ENSMUSG00000031972,0.0,28.941900091430472
ENSMUSG00000031974,61.042307372620726,44.464300556894685
ENSMUSG00000031976,63.11196076801596,75.56312858449007
ENSMUSG00000031979,76.69769761449588,75.71689801346521
ENSMUSG00000031982,66.23722051367301,69.73651400548583
ENSMUSG00000031983,60.53528385005402,48.02593300640014
ENSMUSG00000031984,77.52472778655141,83.11029839581082
ENSMUSG00000031985,81.20688222092926,81.62663120272629
ENSMUSG00000031986,62.27246280442191,62.48857119108968
ENSMUSG00000031987,80.2468622724628,76.74341285013715
ENSMUSG00000031988,81.41052281605852,68.00349098163079
ENSMUSG00000031990,40.94007148200482,54.44684564874075
ENSMUSG00000031991,52.95902252514338,48.91945806666113
ENSMUSG00000031993,73.07372620729782,70.54276452497714
ENSMUSG00000031994,28.21876818219599,1.9699110630870251
ENSMUSG00000031995,72.36306208960185,67.65023688803923
ENSMUSG00000031996,90.10057351841077,85.01371457069237
ENSMUSG00000031997,89.18211287507273,45.44510015792536
ENSMUSG00000031998,48.869586900507024,57.05677001080542
ENSMUSG00000032000,93.03050452996426,96.65863186767517
ENSMUSG00000032002,94.57651068074142,90.27096666943729
ENSMUSG00000032006,51.782894190009145,13.760285928019284
ENSMUSG00000032009,95.62380516997756,93.2632366386834
ENSMUSG00000032010,57.28534618901172,64.25484165904746
ENSMUSG00000032011,96.95785886459979,89.95927188097414
ENSMUSG00000032012,45.39107306125841,44.73443604022941
ENSMUSG00000032014,27.370958357576264,33.8833014711994
ENSMUSG00000032015,24.436871415509934,15.630454658798104
ENSMUSG00000032017,58.30770509517082,58.28276951209376
ENSMUSG00000032018,89.63926523148533,81.5767600365722
ENSMUSG00000032020,88.51716399301803,96.662787798188
ENSMUSG00000032021,69.31260909317596,84.37370127171474
ENSMUSG00000032023,0.0,27.811486991937496
ENSMUSG00000032024,58.05003740337461,39.87615327071731
ENSMUSG00000032026,95.76926273792702,90.95253927354334
ENSMUSG00000032028,40.36239714071981,52.76369379103981
ENSMUSG00000032030,80.43803507605352,92.64400299226998
ENSMUSG00000032033,0.0,6.666112542598287
ENSMUSG00000032034,39.7556312858449,42.619067409192915
ENSMUSG00000032035,98.96101737178954,99.78389161333222
ENSMUSG00000032036,26.336131659878646,20.954201645748483
ENSMUSG00000032038,75.33870833679661,76.510680741418
ENSMUSG00000032040,82.1544343778572,75.05610506192336
ENSMUSG00000032041,63.09118111545175,68.13648075804173
ENSMUSG00000032042,91.64242373867509,89.56861441276702
ENSMUSG00000032044,73.19840412268307,78.79228659296817
ENSMUSG00000032046,67.13490150444684,70.69237802343945
ENSMUSG00000032047,94.07364308868755,84.5690300058183
ENSMUSG00000032050,96.71681489485496,97.13240794613914
ENSMUSG00000032051,76.07015210705677,68.1447926190674
ENSMUSG00000032053,65.1026514836672,82.9191255922201
ENSMUSG00000032056,0.0,10.182029756462473
ENSMUSG00000032058,88.44235724378689,92.49854542432051
ENSMUSG00000032059,66.47826448341783,67.61283351342365
ENSMUSG00000032064,57.75081040645,52.863436123348016
ENSMUSG00000032065,0.0,29.037486493225835
ENSMUSG00000032066,60.32748732441193,12.517662704679577
ENSMUSG00000032067,85.47917878813067,81.77208877067575
ENSMUSG00000032068,59.284348765688634,39.40237719225335
ENSMUSG00000032076,61.54517496467459,58.3658881223506
ENSMUSG00000032077,68.05751807829773,76.87224669603523
ENSMUSG00000032078,89.26107555481673,88.11819466378522
ENSMUSG00000032083,0.0,26.165738508852133
ENSMUSG00000032085,63.4236555564791,51.49197905411022
ENSMUSG00000032086,60.817887124927275,95.35782561715568
ENSMUSG00000032087,23.048790624220764,3.524229074889868
ENSMUSG00000032089,88.02676419250271,70.80874407779902
ENSMUSG00000032092,60.74723630620896,66.42008145623805
ENSMUSG00000032093,99.09400714820048,97.07006898844651
ENSMUSG00000032094,99.70908486410107,98.99842074640513
ENSMUSG00000032096,93.78272795278862,93.9988363394564
ENSMUSG00000032097,95.18743246612917,98.05918045050286
ENSMUSG00000032101,41.53021361482836,38.24702850968332
ENSMUSG00000032103,88.21378106558059,86.40179536198154
ENSMUSG00000032109,54.17255423489319,56.645332890034084
ENSMUSG00000032110,43.41700606765855,46.288754052032246
ENSMUSG00000032112,94.23156844817555,87.34519158839664
ENSMUSG00000032113,63.037154018784804,66.48657634444352
ENSMUSG00000032114,77.82811071398886,60.73892444518327
ENSMUSG00000032115,58.702518493890786,74.5324578173053
ENSMUSG00000032116,92.86011137893775,97.23630620896019
ENSMUSG00000032118,34.88903665530712,21.440445515750977
ENSMUSG00000032119,68.63519241958275,76.51899260244369
ENSMUSG00000032120,47.527221344859115,60.780483750311696
ENSMUSG00000032121,54.205801678995925,56.09675006233896
ENSMUSG00000032122,43.86169063253262,57.97523065414346
ENSMUSG00000032123,63.76444185853213,70.16873077882137
ENSMUSG00000032125,33.00224420247693,18.59778904496717
ENSMUSG00000032126,74.03374615576428,72.2176045216524
ENSMUSG00000032127,76.87224669603523,78.42240877732524
ENSMUSG00000032128,21.980716482420416,0.0
ENSMUSG00000032135,29.706591305793367,40.40811237636107
ENSMUSG00000032171,84.5981215194082,84.32798603607348
ENSMUSG00000032172,25.30130496218103,41.991521901753806
ENSMUSG00000032174,0.0,35.88645997838916
ENSMUSG00000032175,85.59970077300308,79.81048956861441
ENSMUSG00000032177,50.44884049538692,47.04928933588231
ENSMUSG00000032178,86.25218186351924,97.26955365306293
ENSMUSG00000032179,40.68655972072147,37.84390324993766
ENSMUSG00000032180,52.76784972155265,49.42232565871499
ENSMUSG00000032181,30.799601030670765,31.32324827528884
ENSMUSG00000032182,76.6893857534702,68.95104313855872
ENSMUSG00000032184,75.74183359654226,58.80226082619898
ENSMUSG00000032185,72.57085861524395,75.58806416756711
ENSMUSG00000032186,50.681572604106066,46.01446263818469
ENSMUSG00000032187,90.77799019200398,93.34635524894024
ENSMUSG00000032192,65.85487490649157,57.754966336962845
ENSMUSG00000032193,69.5245615493309,78.82137810655806
ENSMUSG00000032194,48.48724129332558,39.20704845814978
ENSMUSG00000032198,55.48998420746405,56.81157011054775
ENSMUSG00000032199,95.00457152356412,90.2210955032832
ENSMUSG00000032202,76.05768431551824,84.02460310863601
ENSMUSG00000032204,61.45790042390491,53.84007979386585
ENSMUSG00000032207,0.0,35.15917213864184
ENSMUSG00000032212,97.01604189177957,98.21710580999085
ENSMUSG00000032215,89.13639763943146,93.77441609176294
ENSMUSG00000032216,61.96076801595878,69.96509018369213
ENSMUSG00000032217,89.9052447843072,87.06674424403624
ENSMUSG00000032218,43.52921619150528,39.24445183276536
ENSMUSG00000032220,67.01437951957443,71.53603191754634
ENSMUSG00000032221,67.08503033829274,64.06782478596958
ENSMUSG00000032224,58.85213199235309,71.25758457318594
ENSMUSG00000032226,27.362646496550582,22.795278862937412
ENSMUSG00000032228,89.04912309866178,95.61964923946472
ENSMUSG00000032231,95.81913390408113,80.48790624220763
ENSMUSG00000032232,12.708835508270303,5.8473942315684475
ENSMUSG00000032235,69.47053445266395,78.78397473194248
ENSMUSG00000032238,95.21652397971906,84.78098246197322
ENSMUSG00000032239,92.36555564790957,83.74199983376278
ENSMUSG00000032243,59.346687723381265,45.79419832100407
ENSMUSG00000032244,69.59936829856204,78.4473443604023
ENSMUSG00000032245,65.59305128418252,66.39098994264816
ENSMUSG00000032246,37.88130662455323,48.121519408195496
ENSMUSG00000032249,87.97273709583577,80.75388579502952
ENSMUSG00000032251,58.80641675671183,56.60377358490566
ENSMUSG00000032252,60.08644335466711,66.05020364059513
ENSMUSG00000032253,96.85396060177874,97.79735682819384
ENSMUSG00000032254,58.527969412351425,63.494306375197404
ENSMUSG00000032258,60.855290499542846,60.464633031335715
ENSMUSG00000032261,41.48034244867426,57.70509517080874
ENSMUSG00000032262,21.797855539855373,36.01113789377442
ENSMUSG00000032263,61.25010389826282,60.880226082619906
ENSMUSG00000032264,82.20014961349847,89.8553736181531
ENSMUSG00000032265,83.1186102568365,78.77981880142964
ENSMUSG00000032267,60.48956861441277,94.14429390740587
ENSMUSG00000032268,0.0,31.385587232981464
ENSMUSG00000032274,43.94480924278946,45.03781896766686
ENSMUSG00000032278,49.03998005153354,44.946388496384344
ENSMUSG00000032279,88.41326573019698,90.68655972072148
ENSMUSG00000032280,80.66245532374698,88.96184855789211
ENSMUSG00000032281,76.64367051782894,56.83234976311196
ENSMUSG00000032285,76.72263319757293,67.65439281855208
ENSMUSG00000032288,86.00282603274874,84.84332141966587
ENSMUSG00000032289,51.50860277616158,59.69578588645997
ENSMUSG00000032290,64.19250270135484,63.95977059263569
ENSMUSG00000032292,20.297564624719474,25.858199650901838
ENSMUSG00000032293,86.03607347685147,89.05743495968747
ENSMUSG00000032294,98.50802094588978,98.8862106225584
ENSMUSG00000032295,71.26589643421161,71.38641841908402
ENSMUSG00000032297,32.85263070401463,36.20231069736514
ENSMUSG00000032298,63.652231734685394,59.43396226415094
ENSMUSG00000032299,92.46945391073062,86.07347685146705
ENSMUSG00000032300,70.03574100241043,76.08677582910813
ENSMUSG00000032301,96.88720804588147,95.42016457484831
ENSMUSG00000032303,28.887872994763526,32.345607181447924
ENSMUSG00000032305,75.66287091679827,83.04380350760535
ENSMUSG00000032306,59.309284348765686,59.38824702850969
ENSMUSG00000032307,84.8973485163328,75.77508104064499
ENSMUSG00000032308,74.04205801678995,70.18951043138559
ENSMUSG00000032309,81.27753303964758,78.34344609758125
ENSMUSG00000032310,17.658548749064913,7.193915717729199
ENSMUSG00000032311,61.12127005236473,61.125425982877566
ENSMUSG00000032312,92.41542681406368,87.98104895686144
ENSMUSG00000032313,47.02019782229241,52.817720887706756
ENSMUSG00000032314,91.51774582328983,85.74931427146538
ENSMUSG00000032316,93.07206383509268,91.91671515252266
ENSMUSG00000032320,88.62937411686477,84.62305710248525
ENSMUSG00000032322,83.95395228991771,77.23796858116533
ENSMUSG00000032323,44.871581747153186,53.964757709251096
ENSMUSG00000032324,88.97431634943064,78.50137145706924
ENSMUSG00000032327,0.0,28.742415426814066
ENSMUSG00000032328,96.94539107306126,93.26739256919623
ENSMUSG00000032329,78.1688970160419,87.64026265480841
ENSMUSG00000032330,96.15576427562131,90.47045133405369
ENSMUSG00000032332,38.89535366968664,50.75637935333721
ENSMUSG00000032333,64.53744493392071,68.96351093009724
ENSMUSG00000032334,0.0,12.002327321087192
ENSMUSG00000032336,96.95370293408693,94.90067326074309
ENSMUSG00000032338,34.078630205302964,2.1735516582162746
ENSMUSG00000032340,44.07364308868756,41.40137976893026
ENSMUSG00000032342,67.60867758291081,85.16332806915469
ENSMUSG00000032343,29.19125592220098,34.726955365306296
ENSMUSG00000032344,52.30238550411437,66.51982378854625
ENSMUSG00000032346,35.3337212201812,43.02219266893857
ENSMUSG00000032349,94.6637852215111,91.01072230072313
ENSMUSG00000032350,89.70160418917796,86.87557144044553
ENSMUSG00000032352,56.283766935416836,60.79710747236307
ENSMUSG00000032353,84.81007397556313,78.06915468373369
ENSMUSG00000032355,53.89826282104563,64.63303133571607
ENSMUSG00000032356,58.26198985952955,58.67342698030089
ENSMUSG00000032358,15.115119275205718,1.475355332058848
ENSMUSG00000032359,61.79037486493226,71.93084531626631
ENSMUSG00000032363,24.86908818884548,45.56562214279777
ENSMUSG00000032366,80.86609591887624,76.34859945141717
ENSMUSG00000032368,60.53943978056687,63.344692876735095
ENSMUSG00000032369,83.70044052863436,69.40819549497132
ENSMUSG00000032370,64.47095004571524,64.06366885545674
ENSMUSG00000032372,47.635275538193,54.700357410024104
ENSMUSG00000032373,29.835425151691464,63.43196741750477
ENSMUSG00000032374,57.36846479926856,21.689801346521488
ENSMUSG00000032375,56.40013298977641,50.83949796359405
ENSMUSG00000032376,93.7702601612501,96.92461142049706
ENSMUSG00000032377,59.19707422491896,23.215027844734436
ENSMUSG00000032380,64.97381763776909,23.102817720887707
ENSMUSG00000032381,91.21851882636523,89.9842074640512
ENSMUSG00000032382,90.65746820713157,85.47917878813067
ENSMUSG00000032383,97.6643670517829,94.64716149945973
ENSMUSG00000032384,90.14628875405202,92.07464051201065
ENSMUSG00000032386,75.01038982628211,80.36738425733522
ENSMUSG00000032387,49.509600199484666,50.012467791538526
ENSMUSG00000032388,88.84963843404539,83.44277283683816
ENSMUSG00000032392,62.03557476518993,52.3356329482171
ENSMUSG00000032393,81.91754633862521,82.79860360734769
ENSMUSG00000032396,73.75945474191671,62.61740503698778
ENSMUSG00000032397,84.36538941068905,86.73426980300889
ENSMUSG00000032398,86.74258166403457,77.58706674424404
ENSMUSG00000032399,99.69246114204971,99.86701022358906
ENSMUSG00000032400,55.06607929515418,65.95877316931261
ENSMUSG00000032401,58.536281273377114,34.124345440944225
ENSMUSG00000032402,69.8030088936913,85.1342365555648
ENSMUSG00000032403,76.97198902834344,68.02427063419499
ENSMUSG00000032405,90.7198071648242,92.8559554484249
ENSMUSG00000032407,95.11262571689801,96.93707921203557
ENSMUSG00000032409,82.75704430221926,87.9976726789128
ENSMUSG00000032410,90.33746155764275,91.06474939739007
ENSMUSG00000032411,68.92610755548168,73.34801762114537
ENSMUSG00000032412,99.63012218435708,98.62438700024936
ENSMUSG00000032413,91.38060011636605,95.49497132407946
ENSMUSG00000032415,32.71548499709085,58.54874906491564
ENSMUSG00000032417,0.0,48.458149779735685
ENSMUSG00000032418,31.360651649904415,25.322084614745243
ENSMUSG00000032419,50.82287424154268,46.213947302801095
ENSMUSG00000032420,94.03623971407198,73.39788878729948
ENSMUSG00000032422,82.38716648657635,77.25459230321668
ENSMUSG00000032423,92.58997589560303,98.17970243537528
ENSMUSG00000032425,69.8528800598454,63.82678081622475
ENSMUSG00000032431,67.130745573934,51.94497548000997
ENSMUSG00000032434,91.9125592220098,89.53121103815144
ENSMUSG00000032435,86.9545341201895,94.72196824869089
ENSMUSG00000032436,82.3331393899094,73.7178954367883
ENSMUSG00000032437,86.50153769428975,92.82270800432217
ENSMUSG00000032440,96.94123514254842,94.95885628792287
ENSMUSG00000032443,51.40470451334054,33.683816806582996
ENSMUSG00000032446,68.88454825035325,84.61474524145956
ENSMUSG00000032449,88.87872994763526,97.73501787050121
ENSMUSG00000032452,36.22309034992935,30.246862272462806
ENSMUSG00000032456,57.110797107472365,70.45548998420746
ENSMUSG00000032458,93.1136231402211,91.21020696533954
ENSMUSG00000032459,66.15410190341618,70.1604189177957
ENSMUSG00000032462,63.0662455323747,55.149197905411015
ENSMUSG00000032463,89.23198404122684,82.25002077965257
ENSMUSG00000032468,77.59953453578257,85.2256670268473
ENSMUSG00000032469,69.32507688471449,76.8389992519325
ENSMUSG00000032473,23.227495636272963,9.940985786717645
ENSMUSG00000032475,88.31767932840164,83.42199318427396
ENSMUSG00000032477,52.34394480924279,64.61225168315185
ENSMUSG00000032478,64.2091264234062,64.69121436289585
ENSMUSG00000032479,91.11462056354418,86.06100905992852
ENSMUSG00000032480,87.68597789044968,90.83201728867093
ENSMUSG00000032481,80.39231984041226,91.77125758457319
ENSMUSG00000032482,48.89867841409692,55.26556395977059
ENSMUSG00000032484,28.858781481173633,56.886376859778906
ENSMUSG00000032485,78.53461890117197,78.60111378937744
ENSMUSG00000032487,17.25542348931926,11.624137644418585
ENSMUSG00000032489,40.96500706508187,64.95719391571772
ENSMUSG00000032491,24.515834095253926,27.765771756296235
ENSMUSG00000032492,16.82320671598371,28.954367882968995
ENSMUSG00000032493,22.005652065497465,17.961931676502367
ENSMUSG00000032494,50.236888039231985,22.387997672678914
ENSMUSG00000032495,38.1555980384008,48.562048042556725
ENSMUSG00000032496,0.0,20.30587648574516
ENSMUSG00000032497,71.27005236472445,67.35100989111461
ENSMUSG00000032498,56.0718144792619,69.69495470035741
ENSMUSG00000032501,81.58922782811071,74.73194248192169
ENSMUSG00000032502,0.0,18.930263485994516
ENSMUSG00000032503,54.08112376361067,54.65879810489569
ENSMUSG00000032504,92.4777657717563,90.51616656969496
ENSMUSG00000032507,71.98071648242042,70.98744908985122
ENSMUSG00000032508,85.18410772171889,83.21004072811903
ENSMUSG00000032511,26.494057019366636,14.130163743662205
ENSMUSG00000032512,78.56786634527471,81.38143130246863
ENSMUSG00000032513,59.1014878231236,60.93425317928685
ENSMUSG00000032514,0.0,42.39049123098661
ENSMUSG00000032515,70.47626963677168,77.483168481423
ENSMUSG00000032517,35.969578588645994,49.47219682486909
ENSMUSG00000032518,99.89194580666612,99.88363394564043
ENSMUSG00000032519,73.60152938242872,70.46380184523315
ENSMUSG00000032525,97.48150610921785,97.44825866511512
ENSMUSG00000032526,72.90333305627131,73.38126506524812
ENSMUSG00000032527,68.36921286676086,61.03815144210789
ENSMUSG00000032528,64.4875737677666,71.95578089934335
ENSMUSG00000032531,35.69944310531128,47.61033995511595
ENSMUSG00000032534,70.35159172138641,85.09267725043638
ENSMUSG00000032536,72.61241792037238,78.58864599783891
ENSMUSG00000032537,19.611836090100574,15.302136148283601
ENSMUSG00000032540,68.27778239547835,66.32033912392986
ENSMUSG00000032547,52.352256670268474,29.706591305793367
ENSMUSG00000032548,72.16357742498546,62.14778488903665
ENSMUSG00000032549,72.74125176627047,61.611669852880055
ENSMUSG00000032551,80.54193333887457,74.69869503781896
ENSMUSG00000032553,84.50669104812567,86.74673759454741
ENSMUSG00000032554,54.05203225002077,54.73360485412684
ENSMUSG00000032555,87.76078463968082,93.221677333555
ENSMUSG00000032556,0.0,38.37586235558141
ENSMUSG00000032557,89.50211952456155,79.31593383758624
ENSMUSG00000032558,51.824453495137554,58.644335466711
ENSMUSG00000032560,79.768930263486,85.96126672762031
ENSMUSG00000032561,62.550910148782314,73.54750228576178
ENSMUSG00000032562,98.07164824204139,94.78430720638352
ENSMUSG00000032563,82.63652231734685,80.62920787964426
ENSMUSG00000032564,0.0,28.526307040146285
ENSMUSG00000032565,81.42299060759704,73.89244451832765
ENSMUSG00000032567,74.10024104396975,82.91496966170726
ENSMUSG00000032570,83.86667774914804,89.10730612584157
ENSMUSG00000032571,67.22633197572937,75.68365056936248
ENSMUSG00000032572,30.288421577591222,11.370625883135235
ENSMUSG00000032575,89.93849222840994,84.15759288504697
ENSMUSG00000032577,87.47402543429473,92.05801678995927
ENSMUSG00000032578,93.07621976560552,93.53752805253096
ENSMUSG00000032579,63.51508602776161,56.88222092926606
ENSMUSG00000032580,97.68930263485994,97.51059762280775
ENSMUSG00000032582,88.67508935250603,95.89394065331228
ENSMUSG00000032583,76.78081622475273,62.98312692211786
ENSMUSG00000032584,13.606516499044135,35.29216191505278
ENSMUSG00000032586,41.6341118776494,39.08652647327737
ENSMUSG00000032589,42.37802343944809,60.082287424154266
ENSMUSG00000032590,88.92860111378937,78.70916798271132
ENSMUSG00000032591,29.81048956861441,26.207297813980553
ENSMUSG00000032593,20.995760950876903,57.185603856703516
ENSMUSG00000032594,91.67982711329067,92.6065996176544
ENSMUSG00000032595,37.794032083783556,23.318926107555484
ENSMUSG00000032596,86.78829689967583,82.2333970576012
ENSMUSG00000032598,64.54160086443355,62.91247610339955
ENSMUSG00000032599,59.41733854209957,63.797689302634865
ENSMUSG00000032601,68.39414844983793,77.82811071398886
ENSMUSG00000032602,75.17247111628294,78.16474108552906
ENSMUSG00000032604,87.36597124096085,91.05228160585155
ENSMUSG00000032606,56.93624802593301,45.41600864433546
ENSMUSG00000032607,57.78405785055274,68.92610755548168
ENSMUSG00000032609,52.65563959770593,54.0146288754052
ENSMUSG00000032611,44.38118194663785,53.26656138309368
ENSMUSG00000032612,94.91729698279445,94.44767683484332
ENSMUSG00000032615,67.07671847726706,59.50461308286925
ENSMUSG00000032621,87.93117779070734,96.9994181697282
ENSMUSG00000032623,23.60984124345441,9.379935167484
ENSMUSG00000032624,90.04654642174384,91.13540021610838
ENSMUSG00000032625,50.0,48.28775662870917
ENSMUSG00000032633,82.34145125093508,81.91754633862521
ENSMUSG00000032637,69.07156512343113,72.1885130080625
ENSMUSG00000032640,68.23206715983709,90.41642423738675
ENSMUSG00000032641,55.14504197489818,52.8717479843737
ENSMUSG00000032643,59.80384007979387,60.98828027595379
ENSMUSG00000032648,50.77300307538858,65.48915302136147
ENSMUSG00000032649,40.16706840661624,6.44584822541767
ENSMUSG00000032652,68.3525891447095,70.61341534369545
ENSMUSG00000032656,65.3312276618735,38.92444518327653
ENSMUSG00000032657,94.93807663535866,92.92245033663036
ENSMUSG00000032661,76.24054525808329,65.42681406366886
ENSMUSG00000032666,64.83667193084531,74.11686476602111
ENSMUSG00000032667,90.41226830687391,79.51957443271549
ENSMUSG00000032673,83.01471199401546,79.30346604604772
ENSMUSG00000032679,68.45233147701771,47.1781231817804
ENSMUSG00000032680,28.91696450835342,10.223589061590891
ENSMUSG00000032688,95.37860526971988,97.42332308203807
ENSMUSG00000032690,49.3142714653811,59.67916216440861
ENSMUSG00000032691,18.61025683650569,9.820463801845234
ENSMUSG00000032698,0.0,53.90241875155848
ENSMUSG00000032702,0.0,35.22151109633447
ENSMUSG00000032705,65.78422408777325,71.36148283600699
ENSMUSG00000032712,98.76568863768598,98.94023771922534
ENSMUSG00000032714,12.45532374698695,49.32673925691962
ENSMUSG00000032715,48.58698362563378,63.28235391904248
ENSMUSG00000032717,53.424486742581664,51.774582328983456
ENSMUSG00000032718,50.303382927437454,35.90308370044053
ENSMUSG00000032719,21.706425068572855,44.74690383176793
ENSMUSG00000032724,92.1993184273959,85.73269054941402
ENSMUSG00000032725,0.0,30.15543180118028
ENSMUSG00000032726,25.309616823206717,21.523564126007813
ENSMUSG00000032727,74.73194248192169,91.65489153021362
