gen_name,mix of stromal fibroblasts and epithelial tumour cells
ENSG00000046774,2.5960874568469507
ENSG00000046889,24.78711162255466
ENSG00000047056,56.92059838895281
ENSG00000047188,73.5650172612198
ENSG00000047230,57.64326812428078
ENSG00000047249,73.0909090909091
ENSG00000047315,86.64211737629459
ENSG00000047346,59.59953970080553
ENSG00000047365,53.44073647871116
ENSG00000047410,97.90103567318758
ENSG00000047457,73.62485615650172
ENSG00000047578,51.05638665132336
ENSG00000047579,61.850402761795166
ENSG00000047597,24.612197928653625
ENSG00000047617,28.62140391254315
ENSG00000047621,61.127733026467205
ENSG00000047634,84.96662830840046
ENSG00000047644,77.34407364787111
ENSG00000047648,33.30264672036824
ENSG00000047662,39.71001150747986
ENSG00000047849,94.60989643268124
ENSG00000047932,91.78826237054085
ENSG00000047936,24.91139240506329
ENSG00000048028,64.1795166858458
ENSG00000048052,47.74683544303798
ENSG00000048140,65.91944764096664
ENSG00000048162,80.40046029919448
ENSG00000048342,60.41887226697354
ENSG00000048392,66.28308400460298
ENSG00000048405,79.5258918296893
ENSG00000048471,59.63636363636363
ENSG00000048540,36.88377445339471
ENSG00000048544,94.02531645569621
ENSG00000048545,12.85615650172612
ENSG00000048649,95.2681242807825
ENSG00000048707,88.23935558112773
ENSG00000048740,52.6398158803222
ENSG00000048828,95.78365937859608
ENSG00000048991,83.82968929804373
ENSG00000049089,36.87917146144994
ENSG00000049130,50.03452243958573
ENSG00000049167,60.34062140391254
ENSG00000049192,85.10011507479862
ENSG00000049239,68.02761795166859
ENSG00000049245,84.14269275028768
ENSG00000049246,57.73532796317606
ENSG00000049247,16.12428078250863
ENSG00000049249,37.86421173762946
ENSG00000049283,28.552359033371694
ENSG00000049323,63.89413118527043
ENSG00000049449,96.1288837744534
ENSG00000049540,10.149597238204834
ENSG00000049541,71.8711162255466
ENSG00000049618,87.6915995397008
ENSG00000049656,91.2681242807825
ENSG00000049759,75.63176064441888
ENSG00000049768,2.154200230149597
ENSG00000049769,50.69275028768699
ENSG00000049860,84.55696202531645
ENSG00000049883,61.15535097813579
ENSG00000050030,31.327963176064443
ENSG00000050130,75.11622554660529
ENSG00000050165,79.58573072497123
ENSG00000050327,65.44073647871116
ENSG00000050344,76.02301495972382
ENSG00000050393,92.05983889528193
ENSG00000050405,97.66168009205984
ENSG00000050426,74.54085155350978
ENSG00000050438,66.30149597238206
ENSG00000050555,27.489067894131185
ENSG00000050628,28.460299194476406
ENSG00000050730,30.49482163406214
ENSG00000050748,79.80207134637514
ENSG00000050767,36.423475258918295
ENSG00000050820,75.99079401611047
ENSG00000051009,56.29459148446491
ENSG00000051108,92.02761795166859
ENSG00000051128,85.73993095512083
ENSG00000051180,52.87917146144995
ENSG00000051341,63.7054085155351
ENSG00000051382,68.46029919447642
ENSG00000051523,98.5132336018412
ENSG00000051596,65.36248561565017
ENSG00000051620,95.94476409666282
ENSG00000051825,78.96892980437285
ENSG00000052126,81.16915995397008
ENSG00000052344,39.82508630609897
ENSG00000052723,88.69044879171462
ENSG00000052749,85.03567318757193
ENSG00000052795,68.84234752589184
ENSG00000052802,80.11047180667434
ENSG00000052841,88.09666283084005
ENSG00000052850,10.6283084004603
ENSG00000053108,41.090909090909086
ENSG00000053254,70.68354430379746
ENSG00000053371,89.98849252013808
ENSG00000053372,89.17376294591485
ENSG00000053438,28.06904487917146
ENSG00000053501,82.6283084004603
ENSG00000053524,51.212888377445346
ENSG00000053702,18.904487917146145
ENSG00000053747,81.66168009205984
ENSG00000053770,63.78826237054085
ENSG00000053900,51.79286536248562
ENSG00000053918,9.924050632911392
ENSG00000054116,90.54085155350978
ENSG00000054118,95.60414269275029
ENSG00000054148,97.78596087456847
ENSG00000054179,17.5512082853855
ENSG00000054219,44.78711162255466
ENSG00000054267,96.84234752589182
ENSG00000054277,68.07825086306099
ENSG00000054282,82.73417721518987
ENSG00000054356,59.95397008055235
ENSG00000054392,42.93210586881473
ENSG00000054523,88.85155350978135
ENSG00000054598,69.77675489067894
ENSG00000054611,63.86191024165707
ENSG00000054654,87.65017261219793
ENSG00000054690,39.90794016110472
ENSG00000054793,73.54660529344073
ENSG00000054938,15.005753739930954
ENSG00000054965,60.83774453394707
ENSG00000054967,53.5005753739931
ENSG00000054983,55.0379746835443
ENSG00000055044,88.6536248561565
ENSG00000055070,87.68699654775605
ENSG00000055118,31.751438434982738
ENSG00000055130,81.34867663981588
ENSG00000055147,73.40851553509782
ENSG00000055163,38.9873417721519
ENSG00000055208,75.22669735327963
ENSG00000055211,87.31415420023015
ENSG00000055332,96.38204833141542
ENSG00000055483,80.87917146144994
ENSG00000055609,89.69850402761796
ENSG00000055732,40.39125431530495
ENSG00000055813,42.30149597238205
ENSG00000055917,82.24165707710011
ENSG00000055950,91.96317606444188
ENSG00000055955,22.12197928653625
ENSG00000056050,80.897583429229
ENSG00000056097,92.26697353279631
ENSG00000056277,47.1668584579977
ENSG00000056291,18.39355581127733
ENSG00000056487,6.269275028768699
ENSG00000056558,29.02186421173763
ENSG00000056586,82.4349827387802
ENSG00000056736,27.981588032220944
ENSG00000056972,65.29804372842347
ENSG00000056998,40.85615650172612
ENSG00000057019,98.0253164556962
ENSG00000057149,22.95512082853855
ENSG00000057252,68.78711162255466
ENSG00000057294,72.64441887226697
ENSG00000057468,12.579976985040275
ENSG00000057593,16.67663981588032
ENSG00000057608,95.12082853855006
ENSG00000057657,40.0
ENSG00000057663,79.3601841196778
ENSG00000057704,48.45109321058688
ENSG00000057757,80.1288837744534
ENSG00000057935,74.5638665132336
ENSG00000058056,74.19562715765248
ENSG00000058063,76.27157652474108
ENSG00000058085,78.42577675489068
ENSG00000058091,76.69965477560415
ENSG00000058262,95.01956271576525
ENSG00000058272,94.0115074798619
ENSG00000058335,26.490218642117373
ENSG00000058404,27.631760644418872
ENSG00000058453,44.66743383199079
ENSG00000058600,70.72036823935558
ENSG00000058668,87.4890678941312
ENSG00000058673,86.8860759493671
ENSG00000058729,65.46835443037975
ENSG00000058799,60.234752589182975
ENSG00000058804,66.63291139240506
ENSG00000058866,38.37514384349827
ENSG00000059122,62.09436133486766
ENSG00000059145,58.85385500575374
ENSG00000059377,58.63291139240506
ENSG00000059378,62.84925201380898
ENSG00000059573,75.81127733026467
ENSG00000059588,85.22439585730724
ENSG00000059691,74.38895281933256
ENSG00000059728,54.28308400460299
ENSG00000059758,58.24626006904487
ENSG00000059769,82.63751438434983
ENSG00000059804,65.45454545454545
ENSG00000059915,39.10701956271577
ENSG00000060069,52.59838895281933
ENSG00000060138,98.4856156501726
ENSG00000060140,33.330264672036826
ENSG00000060237,95.40621403912543
ENSG00000060339,90.49482163406213
ENSG00000060491,76.6029919447641
ENSG00000060558,44.322209436133484
ENSG00000060566,20.38204833141542
ENSG00000060642,56.6674338319908
ENSG00000060656,46.96892980437284
ENSG00000060688,71.95857307249712
ENSG00000060709,5.109321058688147
ENSG00000060718,35.99079401611047
ENSG00000060749,87.20828538550057
ENSG00000060762,73.44994246260069
ENSG00000060971,73.70771001150747
ENSG00000060982,93.71231300345224
ENSG00000061273,81.49136939010356
ENSG00000061337,38.19102416570771
ENSG00000061455,28.662830840046027
ENSG00000061656,73.25201380897583
ENSG00000061676,93.18757192174914
ENSG00000061794,89.58342922899885
ENSG00000061918,28.45109321058688
ENSG00000061936,88.83314154200231
ENSG00000061938,59.976985040276176
ENSG00000061987,77.05408515535098
ENSG00000062038,53.56962025316455
ENSG00000062194,92.24395857307249
ENSG00000062282,45.69390103567319
ENSG00000062370,48.745684695051786
ENSG00000062485,86.72036823935558
ENSG00000062524,23.208285385500577
ENSG00000062582,94.614499424626
ENSG00000062598,57.43153049482164
ENSG00000062650,87.31875719217491
ENSG00000062716,98.39815880322209
ENSG00000062725,74.55926352128884
ENSG00000062822,69.36708860759494
ENSG00000063015,19.33716915995397
ENSG00000063046,97.94246260069045
ENSG00000063127,39.37859608745685
ENSG00000063169,51.272727272727266
ENSG00000063176,58.43498273878021
ENSG00000063177,99.78365937859608
ENSG00000063180,31.967779056386654
ENSG00000063241,93.46375143843498
ENSG00000063244,76.69505178365938
ENSG00000063245,89.76294591484465
ENSG00000063322,86.4856156501726
ENSG00000063438,32.207134637514386
ENSG00000063587,57.044879171461446
ENSG00000063601,56.004602991944765
