gen_name,plant protoplast
AT1G02900,87.03883719853724
AT1G02910,45.93806415775587
AT1G02920,41.3461093366662
AT1G02930,72.65657547562839
AT1G02950,13.970281905290932
AT1G02960,62.76443086608341
AT1G02970,36.3930935518215
AT1G02980,18.72888024811369
AT1G02990,73.69809748646021
AT1G03000,48.05814007313799
AT1G03010,15.062722769985651
AT1G03030,69.38388186825904
AT1G03040,60.96375503402305
AT1G03055,7.429523677267046
AT1G03060,83.21529417210573
AT1G03070,41.25815858908485
AT1G03080,93.08429384807665
AT1G03090,76.03573577743832
AT1G03100,26.32041846039902
AT1G03106,3.6337545711243804
AT1G03110,81.75716335694116
AT1G03120,5.809378327084201
AT1G03130,21.589594037865112
AT1G03140,72.97134657223535
AT1G03150,73.52682497801231
AT1G03160,41.94787760959126
AT1G03165,2.9347775771883535
AT1G03170,10.072675091422488
AT1G03180,55.85798268758969
AT1G03190,43.43378234504467
AT1G03200,9.160764708605287
AT1G03210,81.28963569874554
AT1G03220,97.63458778873306
AT1G03230,91.56135721890479
AT1G03240,7.76743970744804
AT1G03250,66.08341434060084
AT1G03260,57.635513586076
AT1G03270,43.35508957089293
AT1G03280,81.08596028329399
AT1G03290,79.07235106235245
AT1G03300,17.349442207100864
AT1G03310,28.96819886126927
AT1G03330,84.29384807665602
AT1G03350,71.94371152154794
AT1G03360,78.50298569643105
AT1G03365,71.03643012544553
AT1G03370,82.04416053325927
AT1G03380,53.94158218765912
AT1G03400,7.350830903115307
AT1G03410,37.166134333194464
AT1G03430,49.30796648613619
AT1G03440,12.289959727815582
AT1G03457,54.497060593436096
AT1G03470,32.856547701708095
AT1G03475,65.4862750543906
AT1G03510,17.516085728833957
AT1G03520,43.206961996019075
AT1G03530,75.2302920890617
AT1G03540,13.863815210850344
AT1G03550,46.340786001944174
AT1G03560,36.64768782113595
AT1G03590,87.67300837846595
AT1G03600,22.92737119844466
AT1G03610,71.3002823681896
AT1G03620,19.00199046428737
AT1G03630,2.8977456834698887
AT1G03650,32.018701106327825
AT1G03660,15.058093783270843
AT1G03680,38.63815210850345
AT1G03687,49.87733185205758
AT1G03700,4.235522844049438
AT1G03710,0.3425450168958015
AT1G03730,50.25690876267185
AT1G03740,76.48937647548951
AT1G03750,46.15099754663704
AT1G03760,48.52103874461881
AT1G03770,57.450354117483684
AT1G03780,68.31921492385317
AT1G03790,15.645975096051473
AT1G03800,11.1049391288247
AT1G03820,21.237791047539694
AT1G03830,59.14919224181827
AT1G03840,37.8095634865528
AT1G03850,89.8116002407073
AT1G03860,93.26019534323936
AT1G03870,94.66277831782622
AT1G03880,2.2080266629634773
AT1G03900,91.20492524186456
AT1G03905,63.45877887330463
AT1G03910,88.51548396056104
AT1G03920,60.29718094709068
AT1G03930,65.0372633430542
AT1G03940,9.457019858353007
AT1G03950,39.170485580706384
AT1G03960,36.48104429940286
AT1G03970,65.85659399157524
AT1G03980,15.289543119011247
AT1G03982,14.535018284497522
AT1G03990,7.281396102393186
AT1G04000,68.34698884414202
AT1G04010,47.66004721566449
AT1G04020,57.37166134333195
AT1G04030,49.25704763227329
AT1G04040,98.24561403508771
AT1G04050,44.3086608341434
AT1G04070,59.22788501597
AT1G04080,92.01962690367078
AT1G04090,13.743461556265332
AT1G04100,46.081562745914916
AT1G04105,3.712447345276119
AT1G04110,4.47623015321946
AT1G04120,90.64944683608758
AT1G04130,67.17585520529556
AT1G04140,85.1965004860436
AT1G04150,9.230199509327408
AT1G04160,62.074711845577
AT1G04170,92.04277183724483
AT1G04180,74.00361060963755
AT1G04190,89.72364949312596
AT1G04200,85.0761468314586
AT1G04210,80.16942091376198
AT1G04220,9.794935888533999
AT1G04230,42.94310975327501
AT1G04240,21.51090126371337
AT1G04250,95.43119011248437
AT1G04260,64.5280748044253
AT1G04270,99.31953895292321
AT1G04280,68.24515113641624
AT1G04290,65.8241910845716
AT1G04300,84.30773503680045
AT1G04310,35.018284497523496
AT1G04330,15.664491042910708
AT1G04340,77.28556219043652
AT1G04360,41.31833541637736
AT1G04380,3.860574920149979
AT1G04390,38.40670277276304
AT1G04400,70.92996343100495
AT1G04410,99.69448687682267
AT1G04420,32.27329537564227
AT1G04430,90.89941211868722
AT1G04440,79.53524973383327
AT1G04445,36.217192056658796
AT1G04480,99.2084432717678
AT1G04490,53.761051705781604
AT1G04500,2.3237513308336806
AT1G04510,86.2796833773087
AT1G04520,54.385964912280706
AT1G04530,72.57788270147665
AT1G04540,10.29486645373328
AT1G04550,25.76031106790724
AT1G04555,40.33699023283803
AT1G04560,9.99398231727075
AT1G04570,22.723695782993104
AT1G04580,2.4579919455631165
AT1G04590,76.09591260473081
AT1G04600,27.412859325093734
AT1G04610,82.71536360690645
AT1G04620,15.701522936629173
AT1G04625,31.24103133824006
AT1G04630,90.76517150395779
AT1G04635,34.490580012035366
AT1G04640,46.063046799055684
AT1G04650,19.825950099523215
AT1G04660,17.529972688978383
AT1G04670,1.3377771605795492
AT1G04680,87.71929824561403
AT1G04690,94.23228255334907
AT1G04700,43.97537379067722
AT1G04710,49.75697819747257
AT1G04730,56.47363792065917
AT1G04750,92.81581261861778
AT1G04760,32.26403740221265
AT1G04770,83.81243345831597
AT1G04778,18.140998935333055
AT1G04780,82.2941258158589
AT1G04790,54.12674165625144
AT1G04800,4.9993056519927785
AT1G04810,79.88705272415868
AT1G04820,98.16229227422117
AT1G04830,61.917326297273526
AT1G04840,21.91362310790168
AT1G04850,98.00027773920289
AT1G04860,73.8647410081933
AT1G04870,87.32583437485535
AT1G04880,7.448039624126279
AT1G04890,5.999166782391335
AT1G04900,67.8840901726612
AT1G04910,70.36985603851316
AT1G04920,7.114752580660094
AT1G04930,41.60996157941027
AT1G04940,50.54853492570476
AT1G04945,52.08998750173587
AT1G04950,65.00948942276536
AT1G04960,73.84159607461926
AT1G04970,65.96306068601582
AT1G04980,85.52052955608018
AT1G04985,69.49034856269962
AT1G04990,83.51617830856826
AT1G05000,28.107207332314953
AT1G05010,67.92112206637967
AT1G05020,12.424200342545017
AT1G05030,36.467157339258435
AT1G05055,50.062491320649904
AT1G05060,21.51553025042818
AT1G05065,12.322362634819237
AT1G05070,61.167430449474615
AT1G05087,17.779937971578022
AT1G05090,49.400546220432346
AT1G05100,91.53358329861592
AT1G05120,66.42133037078185
AT1G05140,23.15419154747026
AT1G05150,67.12956533814747
AT1G05160,61.29704207748924
AT1G05170,78.88256260704532
AT1G05180,79.71115122899597
AT1G05190,43.049576447715594
AT1G05200,54.19617645697357
AT1G05205,89.408878396519
AT1G05210,77.25315928343286
AT1G05220,45.42887561912698
AT1G05230,29.690320788779335
AT1G05240,69.21723834652595
AT1G05250,69.022820904504
AT1G05260,88.2192288108133
AT1G05270,73.58237281859002
AT1G05280,58.121557191130854
AT1G05300,39.4065639031616
AT1G05310,18.20580474934037
AT1G05320,75.35527473036151
AT1G05330,18.816830995695042
AT1G05340,97.62995880201824
AT1G05350,84.15497847521178
AT1G05360,80.53048187751702
AT1G05370,4.485488126649076
AT1G05380,74.93866592602879
AT1G05385,22.501504420682313
AT1G05400,12.04462343193075
AT1G05410,66.63426375966301
AT1G05420,25.024302180252743
AT1G05430,57.001342406147295
AT1G05440,36.2218210433736
AT1G05450,39.41582187659121
AT1G05460,47.34527611905754
AT1G05470,32.588066472249224
AT1G05490,20.293477757718836
AT1G05500,86.56668055362681
AT1G05510,17.455908901541452
AT1G05520,84.01610887376754
AT1G05530,66.27320279590798
AT1G05540,7.600796185714947
AT1G05560,81.46553719390826
AT1G05570,61.408137758644635
AT1G05575,83.50692033513863
AT1G05577,13.636994861824746
AT1G05580,29.787529509790307
AT1G05590,49.90510577234643
AT1G05600,19.93704578067861
AT1G05610,6.434291533583298
AT1G05620,85.46961070221728
AT1G05630,32.37513308336805
AT1G05640,26.237096699532476
AT1G05650,69.68476600472157
AT1G05660,87.2471416007036
AT1G05670,29.852335323797618
AT1G05675,13.326852751932602
AT1G05680,83.89112623246771
AT1G05690,32.59269545896403
AT1G05700,19.54821089663473
AT1G05710,37.00411979817618
AT1G05720,84.06239874091561
AT1G05730,34.84238300236078
AT1G05740,0.19441744202194142
AT1G05750,22.19136231079017
AT1G05760,2.749618108596028
AT1G05780,37.425357589223715
AT1G05785,64.65305744572512
AT1G05790,60.73693468499746
AT1G05805,77.32722307086979
AT1G05810,60.21385918622414
AT1G05820,36.45327037911401
AT1G05830,76.1375734851641
AT1G05835,23.330093042632967
AT1G05840,63.70411516918947
AT1G05850,97.45405730685552
AT1G05860,48.701569226496325
AT1G05870,73.1796509744017
AT1G05890,76.01259084386427
AT1G05894,29.620885988057218
AT1G05900,43.80873026894413
AT1G05910,83.02087673008378
AT1G05920,12.627875757996573
AT1G05940,62.73202795907976
AT1G05950,33.19909271860389
AT1G05960,78.66037124473453
AT1G05970,39.82317270749433
AT1G05990,9.86899967597093
AT1G06000,80.65083553210202
AT1G06010,76.188492339027
AT1G06020,13.155580243484701
AT1G06030,26.16303291209554
AT1G06040,92.82044160533259
AT1G06045,11.72059436189418
AT1G06050,28.99134379484331
AT1G06060,69.2450122668148
AT1G06070,62.532981530343015
AT1G06080,27.50081007267509
AT1G06090,83.90501319261213
AT1G06100,12.646391704855809
AT1G06110,71.5271027172152
AT1G06120,62.39874091561357
AT1G06130,62.426514835902424
AT1G06135,29.03300467527658
AT1G06140,21.464611396565292
AT1G06143,15.909827338795537
AT1G06148,0.12961162801462758
AT1G06150,42.748692311253066
AT1G06160,6.457436467157339
AT1G06180,48.19700967458223
AT1G06190,72.7723001434986
AT1G06200,79.16493079664862
AT1G06210,82.36818960329583
AT1G06220,91.31139193630514
AT1G06230,87.14993287969264
AT1G06240,41.244271628940425
AT1G06250,6.688885802897746
AT1G06270,23.755959820395315
AT1G06290,89.15428412720455
AT1G06310,44.44753043558765
AT1G06320,33.31018839975929
AT1G06330,35.84224413275934
AT1G06340,7.822987548025736
AT1G06350,7.230477248530296
AT1G06380,53.001897884553074
AT1G06390,85.16409757903995
AT1G06400,84.0577697542008
AT1G06410,93.2231634495209
AT1G06420,45.76679164930796
AT1G06430,52.03906864787298
AT1G06440,23.723556913391658
AT1G06450,36.77729944915058
AT1G06460,19.60838772392723
AT1G06470,72.73989723649493
AT1G06475,36.795815396009814
AT1G06490,18.19654677591075
AT1G06500,40.19349164467898
AT1G06510,39.02698699254733
AT1G06515,81.64606767578577
AT1G06520,7.637828079433412
AT1G06530,82.01638661297042
AT1G06540,43.0542054344304
AT1G06550,84.0022219136231
AT1G06560,50.9697727167523
AT1G06570,73.12873212053881
AT1G06580,27.528583992963938
AT1G06590,60.27403601351664
AT1G06620,87.77484608619174
AT1G06630,68.48585844558626
AT1G06640,83.19677822524649
AT1G06645,30.301347035134008
AT1G06650,22.645003008841364
AT1G06660,41.753460167569315
AT1G06670,93.86659260287922
AT1G06680,38.4391056797667
AT1G06690,33.685136323658746
AT1G06700,86.40466601860852
AT1G06710,36.80044438272462
AT1G06720,95.44970605934361
AT1G06730,44.58177105031709
AT1G06740,16.803221774753506
AT1G06750,16.15053464796556
AT1G06760,95.51451187335093
AT1G06770,57.87159190853123
AT1G06780,87.68689533861038
AT1G06790,70.48558070638337
AT1G06800,51.91871499328797
AT1G06810,5.591815951488219
AT1G06820,54.05730685552933
AT1G06840,60.94986807387863
AT1G06850,58.04749340369393
AT1G06870,86.01583113456465
AT1G06890,86.48798777947508
AT1G06900,84.97893811044761
AT1G06910,36.11072536221821
AT1G06923,24.33921214646114
AT1G06925,0.8147016618062306
AT1G06930,58.60760079618571
AT1G06950,76.82266351895571
AT1G06960,57.94102670925334
AT1G06970,7.994260056473639
AT1G06980,26.82960699902791
AT1G07000,63.58839050131926
AT1G07010,18.631671527102718
AT1G07020,73.5777438318752
AT1G07030,83.55783918900153
AT1G07040,50.36337545711243
AT1G07060,0.4721566449104291
AT1G07070,91.70485580706384
AT1G07080,80.86839790769801
AT1G07090,11.410452252002038
AT1G07110,65.67143452298292
AT1G07130,36.10146738878859
AT1G07135,93.46849974540574
AT1G07140,97.81048928389575
AT1G07150,66.1713650881822
AT1G07160,35.55061796972643
AT1G07170,78.83164375318242
AT1G07175,74.45262232097394
AT1G07180,15.326575012729712
AT1G07200,39.23066240799889
AT1G07210,85.10392075174744
AT1G07220,42.827385085404806
AT1G07230,43.60968384020738
AT1G07240,34.18043790214322
AT1G07250,52.51585427949822
AT1G07260,25.602925519603758
AT1G07270,26.051937230940148
AT1G07280,43.179188075730224
AT1G07290,52.83062537610517
AT1G07300,46.127852613063006
AT1G07310,57.93639772253854
AT1G07320,52.7889644956719
AT1G07330,4.906725917696616
AT1G07350,88.96449567189742
AT1G07360,82.14136925427023
AT1G07370,74.49891218812202
AT1G07380,57.28371059575059
AT1G07390,19.775031245660323
AT1G07400,91.83446743507847
AT1G07410,54.27486923112531
AT1G07420,80.14627598018794
AT1G07430,12.900985974170254
AT1G07440,2.157107809100588
AT1G07470,80.3545803823543
AT1G07473,12.52140906355599
AT1G07476,10.71147525806601
AT1G07480,84.43734666481507
AT1G07485,10.910521686802758
AT1G07490,31.81039670416146
AT1G07500,22.03397676248669
AT1G07510,78.10952182567236
AT1G07520,62.80609174651669
AT1G07530,70.76794889598666
AT1G07550,0.24996528259963896
AT1G07560,17.460537888256262
AT1G07570,50.113410174512794
AT1G07590,98.76868953386105
AT1G07600,18.66407443410637
AT1G07610,83.72911169744943
AT1G07615,38.98069712539925
AT1G07620,10.790168032217748
AT1G07630,57.27445262232097
AT1G07640,23.7467018469657
AT1G07645,12.127945192797297
AT1G07650,41.85066888858029
AT1G07660,79.17418877007823
AT1G07670,93.43146785168727
AT1G07680,1.1387307318427997
AT1G07690,25.63532842660742
AT1G07700,33.60644354950701
AT1G07705,61.13039855575615
AT1G07710,19.765773272230707
AT1G07725,16.729157987316576
AT1G07730,14.59519511179003
AT1G07740,39.33250011572467
AT1G07745,31.75021987686895
AT1G07750,81.326667592464
AT1G07770,99.52321436837477
AT1G07780,60.112021478498356
AT1G07790,88.56640281442392
AT1G07795,24.950238392815812
AT1G07810,84.00685090033791
AT1G07820,94.63037541082258
AT1G07830,85.50664259593574
AT1G07840,76.29495903346756
AT1G07850,15.72929685691802
AT1G07860,13.470351340091655
AT1G07870,70.11989075591353
AT1G07880,13.076887469332963
AT1G07885,5.661250752210341
AT1G07890,99.63431004953016
AT1G07901,2.212655649678285
AT1G07902,19.589871777067998
AT1G07910,60.6443549507013
AT1G07920,99.39823172707494
AT1G07930,99.4352636207934
AT1G07940,99.47692450122668
AT1G07950,69.11077165208536
AT1G07960,84.96968013701802
AT1G07970,58.08452529741239
AT1G07980,76.06350969772717
AT1G07985,82.78942739434338
AT1G07990,73.39721334999768
AT1G08000,44.68823774475767
AT1G08010,62.24135536731009
AT1G08030,49.26630560570291
AT1G08035,9.739388047956304
AT1G08040,58.01509049669027
AT1G08050,38.28172013146322
AT1G08060,58.24653983243068
AT1G08070,20.06202842197843
AT1G08110,86.1639587094385
AT1G08120,7.207332314956257
AT1G08125,64.0651761329445
AT1G08130,82.97921584965052
AT1G08160,17.793824931722448
AT1G08180,31.153080590658703
AT1G08190,88.49233902698698
AT1G08200,97.81974725732537
AT1G08210,66.61574781280379
AT1G08220,61.051705781604404
AT1G08230,31.39378789982873
AT1G08250,22.492246447252697
AT1G08260,65.93065777901217
AT1G08270,15.895940378651114
AT1G08280,41.38777021709948
AT1G08300,26.72314030458733
AT1G08310,24.83914271166042
AT1G08315,44.25774198028052
AT1G08320,39.28158126186178
AT1G08340,65.4353562005277
AT1G08350,60.38513169467203
AT1G08360,99.10197657732722
AT1G08370,77.64199416747674
AT1G08380,15.863537471647456
AT1G08390,42.95236772670463
AT1G08400,28.435865389066333
AT1G08410,63.27824839142712
AT1G08420,56.67731333611072
AT1G08430,31.3752719529695
AT1G08450,83.136601397954
AT1G08460,57.478128037772535
AT1G08470,59.376012590843864
AT1G08480,97.16706013053744
AT1G08490,69.12928759894459
AT1G08500,67.0277276304217
AT1G08510,92.83895755219183
AT1G08520,47.6646762023793
AT1G08530,40.90635559875943
AT1G08540,38.01323890200435
AT1G08550,32.55566356524557
AT1G08560,81.4933111141971
AT1G08570,87.75633013933249
AT1G08580,93.94065639031616
AT1G08590,45.41961764569736
AT1G08600,86.36300513817525
AT1G08610,36.32365875109939
AT1G08620,74.65166874971068
AT1G08630,16.923575429338516
AT1G08640,68.06462065453871
AT1G08645,12.928759894459102
AT1G08650,89.44128130352266
AT1G08660,77.4568346988844
AT1G08670,6.202842197842892
AT1G08680,78.53538860343471
AT1G08700,49.07651715039577
AT1G08710,46.87311947414711
AT1G08720,69.18020645280748
AT1G08730,33.9999074202657
AT1G08750,62.61167430449475
AT1G08760,54.927556357913254
AT1G08770,46.68333101883997
AT1G08780,89.22371892792668
AT1G08800,85.1363236587511
AT1G08810,22.811646530574457
AT1G08820,79.58616858769615
AT1G08830,97.90306901819191
AT1G08840,53.80734157292969
AT1G08845,48.64602138591862
AT1G08860,22.932000185159467
AT1G08880,90.29764384576217
AT1G08890,57.88084988196084
AT1G08900,16.432902837568854
AT1G08910,49.539415821876595
AT1G08920,83.95593204647503
AT1G08930,92.10294866453734
AT1G08940,63.454149886589825
AT1G08960,52.7287876683794
AT1G08970,75.92464009628293
AT1G08980,20.298106744433646
AT1G08985,1.4210989214460954
AT1G08990,65.10206915706152
AT1G09000,53.399990742026574
AT1G09010,68.56455121973801
AT1G09020,69.23575429338517
AT1G09040,29.977317965097438
AT1G09050,29.569967134194325
AT1G09060,61.35258991806693
AT1G09070,99.43989260750821
AT1G09080,20.464750266166735
AT1G09090,50.77072628801555
AT1G09100,69.90695736703235
AT1G09130,81.12762116372726
AT1G09140,89.56626394482248
AT1G09150,89.12188122020089
AT1G09155,28.0748044253113
AT1G09157,20.761005415914457
AT1G09160,69.29130213396287
AT1G09170,46.33615701522937
AT1G09176,19.154747025876034
AT1G09180,8.202564458640003
AT1G09190,27.218441883071797
AT1G09195,41.22575568208119
AT1G09200,96.77822524649355
AT1G09210,98.39837059667639
AT1G09220,18.941813636994862
AT1G09230,54.5572374207286
AT1G09250,66.60648983937416
AT1G09260,9.512567698930704
AT1G09270,92.67231403045874
AT1G09280,66.31486367634125
AT1G09290,56.68657130954035
AT1G09300,60.7045317779938
AT1G09310,21.733092626024163
AT1G09320,51.01606258390038
AT1G09330,82.22006202842198
AT1G09340,23.00143498588159
AT1G09350,21.372031662269126
AT1G09370,5.897329074665556
AT1G09390,22.807017543859647
AT1G09410,18.627042540387908
AT1G09415,32.03258806647225
AT1G09420,35.768180345322406
AT1G09430,89.2376058880711
AT1G09440,32.86117668842291
AT1G09450,45.891774290607785
AT1G09460,33.11114197102255
AT1G09470,41.7442021941397
AT1G09480,16.07647086052863
AT1G09490,38.142850530018976
AT1G09520,54.719251955746884
AT1G09530,26.917557746609265
AT1G09540,52.83525436281998
AT1G09560,96.09313521270194
AT1G09570,84.2290422626487
AT1G09575,40.04999305651993
AT1G09580,80.61843262509836
AT1G09590,99.0279127898903
AT1G09600,45.05855668194233
AT1G09610,14.210989214460954
AT1G09620,91.24195713558302
AT1G09630,81.7247604499375
AT1G09640,98.03730963292135
AT1G09645,74.93403693931398
AT1G09650,12.331620608248855
AT1G09660,81.0952182567236
AT1G09680,22.432069619960192
AT1G09690,99.40748970050456
AT1G09700,53.64069805119659
AT1G09710,23.168078507614684
AT1G09720,3.397676248669166
AT1G09730,79.3315743183817
AT1G09740,80.56288478452068
AT1G09750,29.565338147479515
AT1G09760,89.47368421052632
AT1G09770,95.53765680692496
AT1G09780,97.48183122714438
AT1G09790,4.559551914086007
AT1G09794,59.18622413553673
AT1G09795,53.85363144007776
AT1G09800,51.91408600657316
AT1G09810,32.71304911354904
AT1G09812,13.312965791788178
AT1G09815,70.72165902883859
AT1G09820,29.33388881173911
AT1G09830,62.08859880572143
AT1G09840,62.83849465352035
AT1G09850,69.04596583807805
AT1G09860,10.480025922325604
AT1G09870,65.9491737258714
AT1G09880,13.05837152247373
AT1G09890,23.663380086099153
AT1G09900,25.5705226126001
AT1G09910,46.31301208165532
AT1G09920,78.55390455029394
AT1G09930,17.247604499375086
AT1G09932,62.287645234458175
AT1G09940,91.64004999305652
AT1G09950,58.505763088459936
AT1G09960,28.176642133037078
AT1G09970,90.30227283247697
AT1G09980,70.17080960977641
AT1G09995,52.52048326621303
AT1G10020,46.220432347359164
AT1G10030,88.22385779752811
AT1G10040,60.23237513308337
AT1G10050,77.86418552978753
AT1G10060,0.9628292366800908
AT1G10070,21.728463639309357
AT1G10090,40.2027496181086
AT1G10095,31.0373559227885
AT1G10110,3.786511132713049
AT1G10120,73.19816692126093
AT1G10130,83.73374068416423
AT1G10140,91.99185298338193
AT1G10150,57.973429616257
AT1G10155,45.82696847660047
AT1G10170,94.10729991204924
AT1G10180,50.91422487617461
AT1G10200,82.96532888950608
AT1G10210,37.323519881497944
AT1G10220,34.462806091746515
AT1G10230,33.99064944683609
AT1G10240,30.611489145026155
AT1G10270,55.705226126001016
AT1G10280,40.55918159514882
AT1G10290,91.44100356431977
AT1G10300,29.019117715132158
AT1G10310,54.996991158635375
AT1G10320,50.51613201870111
AT1G10330,20.052770448548813
AT1G10340,17.395732074248947
AT1G10350,64.57436467157339
AT1G10360,39.059389899550986
AT1G10370,70.28653427764662
AT1G10380,31.463222700550848
AT1G10385,11.044762301532195
AT1G10390,81.40536036661575
AT1G10400,35.1941859926862
AT1G10410,80.47030505022451
AT1G10417,34.72202934777577
AT1G10430,58.25116881914549
AT1G10450,77.97991019765773
AT1G10460,10.077304078137296
AT1G10470,68.95801509049669
AT1G10480,54.788686756469005
AT1G10490,79.11401194278572
AT1G10500,72.0964680831366
AT1G10510,50.877192982456144
AT1G10520,33.953617553117624
AT1G10522,57.30685552932463
AT1G10530,57.89936582882007
AT1G10540,4.888209970837384
AT1G10550,23.654122112669537
AT1G10560,81.41461834004537
AT1G10570,62.31541915474702
AT1G10580,79.77595704300329
AT1G10590,95.07012914872934
AT1G10600,38.63352312178864
AT1G10610,27.797065222422813
AT1G10630,94.65352034439661
AT1G10650,76.22552423274546
AT1G10657,3.967041614590566
AT1G10660,39.999074202657035
AT1G10670,97.74105448317363
AT1G10690,34.81460908207193
AT1G10700,77.27167523029209
AT1G10710,7.633199092718604
AT1G10720,72.3788362727399
AT1G10730,27.51469703281952
AT1G10740,73.67958153960097
AT1G10750,29.29222793130584
AT1G10760,75.04513262046937
AT1G10770,3.6661574781280377
AT1G10780,42.67462852381614
AT1G10790,10.845715872795445
AT1G10800,16.46993473128732
AT1G10810,52.6732398278017
AT1G10820,45.80382354302643
AT1G10830,53.22408924686386
AT1G10840,93.98231727074943
