gen_name,Un-cryopreserved peripheral blood mononuclear cells (PBMCs)
ENSG00000009335,91.43217135657287
ENSG00000009413,93.14213715725685
ENSG00000009694,64.49571008579828
ENSG00000009709,43.53212935741285
ENSG00000009724,59.21281574368512
ENSG00000009765,90.14819703605927
ENSG00000009780,74.23951520969581
ENSG00000009790,98.6140277194456
ENSG00000009830,65.65068698626028
ENSG00000009844,87.9222415551689
ENSG00000009950,85.9032819343613
ENSG00000009954,97.72904541909162
ENSG00000010017,86.07727845443091
ENSG00000010030,62.188756224875505
ENSG00000010072,68.06263874722505
ENSG00000010165,77.29045419091618
ENSG00000010219,68.53662926741465
ENSG00000010244,97.85504289914202
ENSG00000010256,91.36317273654527
ENSG00000010270,78.56542869142618
ENSG00000010278,63.163736725265494
ENSG00000010282,32.91534169316614
ENSG00000010292,90.47219055618888
ENSG00000010295,80.14939701205977
ENSG00000010310,65.42869142617148
ENSG00000010318,64.60070798584027
ENSG00000010319,55.70588588228236
ENSG00000010322,87.4662506749865
ENSG00000010327,83.90532189356212
ENSG00000010361,57.69784604307914
ENSG00000010379,47.60604787904242
ENSG00000010404,96.19007619847602
ENSG00000010438,31.550368992620147
ENSG00000010539,84.43331133377332
ENSG00000010610,93.13313733725326
ENSG00000010626,57.51184976300474
ENSG00000010671,84.66130677386452
ENSG00000010704,85.77128457430851
ENSG00000010803,66.40067198656027
ENSG00000010810,98.30803383932322
ENSG00000010818,95.60208795824083
ENSG00000010932,51.47297054058919
ENSG00000011007,88.4112317753645
ENSG00000011009,80.61438771224574
ENSG00000011021,82.42935141297174
ENSG00000011028,52.62194756104878
ENSG00000011052,92.39515209695806
ENSG00000011083,33.76732465350693
ENSG00000011105,56.08987820243595
ENSG00000011114,92.50014999700007
ENSG00000011132,75.1694966100678
ENSG00000011143,57.80884382312353
ENSG00000011198,76.58846823063539
ENSG00000011201,47.05105897882043
ENSG00000011243,87.9072418551629
ENSG00000011258,82.93034139317214
ENSG00000011260,82.81934361312774
ENSG00000011275,96.01607967840643
ENSG00000011295,87.90124197516049
ENSG00000011304,94.29711405771884
ENSG00000011332,70.50758984820304
ENSG00000011347,48.42203155936881
ENSG00000011376,70.86158276834463
ENSG00000011405,90.20519589608207
ENSG00000011422,83.17333653326934
ENSG00000011426,56.60286794264115
ENSG00000011451,70.52558948821024
ENSG00000011454,89.91420171596567
ENSG00000011465,60.98278034439312
ENSG00000011478,85.4772904541909
ENSG00000011485,77.02645947081058
ENSG00000011523,91.23117537649247
ENSG00000011566,67.47165056698866
ENSG00000011590,59.92080158396832
ENSG00000011600,99.0610187796244
ENSG00000011638,67.86764264714705
ENSG00000011677,25.217495650086995
ENSG00000012048,85.96928061438771
ENSG00000012061,78.96442071158577
ENSG00000012124,91.67216655666887
ENSG00000012171,71.52456950860983
ENSG00000012174,71.14357712845744
ENSG00000012211,57.24185516289674
ENSG00000012223,83.52732945341094
ENSG00000012232,83.62332753344933
ENSG00000012504,31.175376492470154
ENSG00000012660,92.14615707685846
ENSG00000012779,88.88822223555529
ENSG00000012817,90.30119397612047
ENSG00000012822,86.05027899442011
ENSG00000012963,76.47147057058858
ENSG00000012983,85.25529489410212
ENSG00000013016,71.59656806863862
ENSG00000013275,86.14927701445971
ENSG00000013288,88.8522229555409
ENSG00000013293,84.44231115377693
ENSG00000013297,50.44699106017879
ENSG00000013306,85.11429771404572
ENSG00000013364,95.85108297834043
ENSG00000013374,95.55708885822284
ENSG00000013375,74.1735165296694
ENSG00000013392,62.51574968500629
ENSG00000013441,96.12707745845083
ENSG00000013503,67.03065938681226
ENSG00000013523,80.08039839203217
ENSG00000013561,91.78316433671327
ENSG00000013563,77.62644747105057
ENSG00000013573,81.47537049259014
ENSG00000013583,70.61258774824503
ENSG00000013588,59.929801403971915
ENSG00000013619,50.842983140337196
ENSG00000013725,96.28007439851203
ENSG00000013810,91.24617507649847
ENSG00000014123,87.1602567948641
ENSG00000014138,72.24155516889662
ENSG00000014164,66.09767804643907
ENSG00000014216,88.1862362752745
ENSG00000014257,68.08363832723346
ENSG00000014641,86.95626087478252
ENSG00000014824,82.49535009299814
ENSG00000014914,60.79678406431871
ENSG00000014919,79.49241015179696
ENSG00000015133,98.29603407931842
ENSG00000015153,82.21635567288655
ENSG00000015171,91.84016319673607
ENSG00000015285,93.81112377752446
ENSG00000015413,19.508609827803443
ENSG00000015475,93.49913001739965
ENSG00000015479,97.45305093898122
ENSG00000015520,49.6820063598728
ENSG00000015532,70.59158816823663
ENSG00000015568,81.36737265254695
ENSG00000015592,40.16019679606408
ENSG00000015676,81.34037319253615
ENSG00000016082,46.84106317873643
ENSG00000016391,81.46937061258774
ENSG00000016402,51.92296154076919
ENSG00000016490,36.371272574548506
ENSG00000016602,32.63934721305574
ENSG00000016864,78.32243355132897
ENSG00000017260,84.69130617387653
ENSG00000017427,66.35867282654347
ENSG00000017483,68.68062638747226
ENSG00000017797,96.42107157856843
ENSG00000018189,83.79432411351773
ENSG00000018236,46.40607187856243
ENSG00000018280,92.94714105717887
ENSG00000018408,60.07079858402832
ENSG00000018510,84.89830203395931
ENSG00000018607,21.554568908621828
ENSG00000018610,81.76636467270654
ENSG00000018625,77.19745605087898
ENSG00000018699,75.56548869022619
ENSG00000018869,59.57580848383033
ENSG00000019102,29.282414351712966
ENSG00000019144,94.90310193796124
ENSG00000019169,71.07157856842863
ENSG00000019186,41.48317033659327
ENSG00000019485,63.1247375052499
ENSG00000019505,53.521929561408776
ENSG00000019549,34.697306053878926
ENSG00000019582,99.6820063598728
ENSG00000019991,59.836803263934726
ENSG00000019995,86.67726645467091
ENSG00000020129,68.16163676726465
ENSG00000020181,58.48383032339354
ENSG00000020219,50.689986200275996
ENSG00000020256,70.81058378832424
ENSG00000020426,71.32357352852942
ENSG00000020577,67.24965500689987
ENSG00000020633,98.29003419931601
ENSG00000020922,92.71914561708766
ENSG00000021300,68.46763064738705
ENSG00000021355,97.32705345893082
ENSG00000021461,75.56848863022739
ENSG00000021488,47.44405111897762
ENSG00000021574,85.81928361432772
ENSG00000021645,64.81970360592788
ENSG00000021762,77.45845083098338
ENSG00000021776,90.66718665626688
ENSG00000021826,90.65218695626088
ENSG00000021852,39.48221035579289
ENSG00000022267,67.09365812683747
ENSG00000022277,90.58618827623448
ENSG00000022355,54.850902981940365
ENSG00000022556,74.5935081298374
ENSG00000022567,68.29063418731626
ENSG00000022840,96.31307373852523
ENSG00000022976,76.17147657046858
ENSG00000023041,82.88834223315533
ENSG00000023171,68.85762284754306
ENSG00000023191,92.59614807703845
ENSG00000023228,95.45509089818204
ENSG00000023287,94.22211555768885
ENSG00000023318,86.8602627947441
ENSG00000023330,74.41951160976781
ENSG00000023445,96.92806143877122
ENSG00000023516,92.54214915701687
ENSG00000023572,71.55156896862063
ENSG00000023608,78.77242455150896
ENSG00000023697,69.89260214795704
ENSG00000023734,87.88924221515569
ENSG00000023839,75.727485450291
ENSG00000023892,93.65812683746326
ENSG00000023902,94.99310013799725
ENSG00000023909,92.25715485690286
ENSG00000024048,94.37211255774885
ENSG00000024422,52.30095398092038
ENSG00000024526,50.73798524029519
ENSG00000024862,72.37055258894823
ENSG00000025039,67.34865302693946
ENSG00000025156,66.41867162656747
ENSG00000025293,95.48809023819523
ENSG00000025423,43.31313373732525
ENSG00000025434,62.4197516049679
ENSG00000025708,98.42203155936882
ENSG00000025770,78.53242935141297
ENSG00000025772,68.47663046739065
ENSG00000025796,94.20111597768044
ENSG00000025800,94.92410151796963
ENSG00000026025,99.69100617987641
ENSG00000026036,61.744765104697905
ENSG00000026103,79.48341033179337
ENSG00000026297,97.33305333893321
ENSG00000026508,98.9230215395692
ENSG00000026559,83.44333113337733
ENSG00000026652,78.84442311153776
ENSG00000026751,97.20105597888042
ENSG00000026950,97.84004319913602
ENSG00000027001,63.274734505309894
ENSG00000027075,96.69106617867642
ENSG00000027644,36.731265374692505
ENSG00000027697,90.01319973600528
ENSG00000027847,68.03863922721546
ENSG00000027869,79.06941861162777
ENSG00000028116,77.47045059098818
ENSG00000028137,99.0040199196016
ENSG00000028203,88.80722385552289
ENSG00000028277,95.51508969820604
ENSG00000028310,84.83230335393293
ENSG00000028528,92.57814843703126
ENSG00000028839,71.75856482870343
ENSG00000029153,76.36647267054659
ENSG00000029363,98.43403131937362
ENSG00000029364,75.0494990100198
ENSG00000029534,64.70570588588228
ENSG00000029559,25.607487850242993
ENSG00000029639,65.41069178616428
ENSG00000029725,93.00413991720166
ENSG00000029993,62.797744045119096
ENSG00000030066,81.20237595248095
ENSG00000030110,68.19163616727666
ENSG00000030304,53.74392512149757
ENSG00000030419,86.4762704745905
ENSG00000030582,98.42503149937001
ENSG00000031003,90.41519169616608
ENSG00000031081,78.55342893142138
ENSG00000031691,60.13679726405472
ENSG00000031698,93.96712065758685
ENSG00000031823,82.24935501289974
ENSG00000032219,92.83614327713445
ENSG00000032389,75.3584928301434
ENSG00000032444,84.09731805363893
ENSG00000032742,78.16043679126417
ENSG00000033011,70.44159116817663
ENSG00000033030,96.78106437871243
ENSG00000033050,83.15533689326213
ENSG00000033100,81.54136917261656
ENSG00000033122,56.641867162656744
ENSG00000033170,89.24521509569809
ENSG00000033178,87.47225055498889
ENSG00000033327,73.37553248935022
ENSG00000033627,84.71830563388733
ENSG00000033800,93.32813343733125
ENSG00000033867,86.0172796544069
ENSG00000034053,86.5572688546229
ENSG00000034152,83.70132597348054
ENSG00000034239,35.33329333413332
ENSG00000034510,99.8890022199556
ENSG00000034533,70.24959500809985
ENSG00000034677,92.18815623687526
ENSG00000034693,64.4117117657647
ENSG00000034713,89.16421671566569
ENSG00000034971,29.750404991900165
ENSG00000035115,80.43139137217256
ENSG00000035141,82.80434391312174
ENSG00000035403,96.90106197876042
ENSG00000035499,53.57292854142918
ENSG00000035664,83.53632927341454
ENSG00000035681,83.53932921341574
ENSG00000035687,88.35723285534289
ENSG00000035720,68.99562008759825
ENSG00000035862,88.66622667546649
ENSG00000035928,92.86914261714766
ENSG00000036054,80.20639587208255
ENSG00000036257,91.92416151676966
ENSG00000036448,84.51130977380453
ENSG00000036473,17.46565068698626
ENSG00000036530,91.03317933641327
ENSG00000036549,87.22925541489171
ENSG00000036565,48.77602447951041
ENSG00000036672,40.88918221635567
ENSG00000036828,89.35621287574249
ENSG00000037042,60.76078478430431
ENSG00000037241,69.22361552768945
ENSG00000037280,59.281814363712726
ENSG00000037474,89.42221155576888
ENSG00000037637,81.56536869262615
ENSG00000037749,74.2035159296814
ENSG00000037757,91.46517069658607
ENSG00000037897,58.86182276354472
ENSG00000037965,45.287094258114834
ENSG00000038002,75.8894822103558
ENSG00000038210,74.1795164096718
ENSG00000038219,98.54502909941802
ENSG00000038274,94.17411651766965
ENSG00000038295,45.608087838243236
ENSG00000038358,83.47633047339053
ENSG00000038382,84.16331673366533
ENSG00000038427,99.760004799904
ENSG00000038532,78.37943241135177
ENSG00000038945,61.870762584748306
ENSG00000039068,57.42485150296994
ENSG00000039123,87.0582588348233
ENSG00000039139,52.08495830083398
ENSG00000039319,93.20813583728325
ENSG00000039523,70.52858942821145
ENSG00000039537,41.59416811663767
ENSG00000039560,54.69190616187676
ENSG00000039600,41.95416091678166
ENSG00000039650,78.67642647147058
ENSG00000039987,47.26105477890442
ENSG00000040199,78.28643427131458
ENSG00000040275,69.00461990760185
ENSG00000040341,81.11837763244735
ENSG00000040487,75.382492350153
ENSG00000040531,66.73366532669347
ENSG00000040608,43.49313013739725
ENSG00000040633,75.58048839023219
ENSG00000040731,52.30995380092398
ENSG00000040933,95.92008159836803
ENSG00000041353,75.0314993700126
ENSG00000041357,95.11009779804404
ENSG00000041515,54.730905381892356
ENSG00000041802,89.2422151556969
ENSG00000041880,62.908741825163496
ENSG00000041982,57.48185036299274
ENSG00000041988,67.63964720705586
ENSG00000042062,77.64444711105779
ENSG00000042088,73.71452570948581
ENSG00000042286,62.956740865182695
ENSG00000042304,57.54484910301794
ENSG00000042317,59.09581808363833
ENSG00000042429,93.08813823723526
ENSG00000042445,74.2065158696826
ENSG00000042493,86.9082618347633
ENSG00000042753,87.76624467510649
ENSG00000042781,53.74692506149877
ENSG00000042813,30.350392992140158
ENSG00000042832,53.52492950140997
ENSG00000042980,76.99346013079739
ENSG00000043039,65.89968200635987
ENSG00000043093,82.99334013319734
ENSG00000043143,95.37709245815084
ENSG00000043355,28.90142197156057
ENSG00000043462,97.03905921881562
ENSG00000043514,67.78064438711226
ENSG00000043591,53.05993880122397
ENSG00000044012,4.634907301853962
ENSG00000044090,66.53266934661308
ENSG00000044115,90.73318533629327
ENSG00000044446,80.72838543229135
ENSG00000044459,74.43451130977381
ENSG00000044524,47.64504709905802
ENSG00000044574,99.5170096598068
ENSG00000046604,79.36941261174778
ENSG00000046647,64.22571548569029
ENSG00000046651,93.72412551748965
ENSG00000046653,48.896022079558406
ENSG00000046774,25.814483710325792
ENSG00000046889,56.22787544249115
ENSG00000047056,84.37031259374812
ENSG00000047188,88.6752264954701
ENSG00000047230,63.51472970540589
ENSG00000047249,77.73144537109258
ENSG00000047315,94.27911441771164
ENSG00000047346,88.74722505549889
ENSG00000047365,96.34907301853963
ENSG00000047410,98.86302273954522
ENSG00000047457,57.595848083038334
ENSG00000047578,69.55660886782265
ENSG00000047579,83.23033539329214
ENSG00000047597,55.67888642227155
ENSG00000047617,46.54106917861643
ENSG00000047621,73.81352372952541
ENSG00000047634,69.58960820783584
ENSG00000047644,85.89728205435891
ENSG00000047648,62.7257454850903
ENSG00000047662,90.96118077638448
ENSG00000047849,95.38609227815444
ENSG00000047932,86.3652726945461
ENSG00000047936,41.501169976600465
ENSG00000048028,88.33023339533209
ENSG00000048052,77.08645827083458
ENSG00000048140,76.04847903041939
ENSG00000048162,70.81358372832544
ENSG00000048342,80.62338753224935
ENSG00000048392,73.94852102957941
ENSG00000048405,91.08717825643488
ENSG00000048462,64.57970840583188
ENSG00000048471,86.49127017459651
ENSG00000048540,53.82792344153117
ENSG00000048544,85.50128997420052
ENSG00000048545,13.145737085258293
ENSG00000048649,96.21107577848443
ENSG00000048707,95.33509329813403
ENSG00000048740,98.09503809923802
ENSG00000048828,97.06905861882763
ENSG00000048991,86.7732645347093
ENSG00000049089,58.096838063238735
ENSG00000049130,39.80320393592128
ENSG00000049167,74.2605147897042
ENSG00000049192,58.09983800323993
ENSG00000049239,87.9552408951821
ENSG00000049245,86.13127737445251
ENSG00000049246,64.79570408591829
ENSG00000049247,65.24569508609828
ENSG00000049249,73.042539149217
ENSG00000049283,39.31721365572688
ENSG00000049323,64.85270294594108
ENSG00000049449,71.88456230875383
ENSG00000049540,63.66772664546709
ENSG00000049541,85.69928601427972
ENSG00000049618,97.44105117897642
ENSG00000049656,87.8442431151377
ENSG00000049759,67.89164216715665
ENSG00000049768,54.814903701925964
ENSG00000049769,63.97072058558829
ENSG00000049860,85.61228775424492
ENSG00000049883,77.45545089098218
ENSG00000050030,57.40385192296154
ENSG00000050130,77.61744765104697
ENSG00000050165,56.05987880242396
ENSG00000050327,60.54478910421791
ENSG00000050344,63.11873762524749
ENSG00000050393,90.97318053638928
ENSG00000050405,77.86944261114778
ENSG00000050426,81.53536929261415
ENSG00000050438,95.74908501829962
ENSG00000050555,55.94588108237836
ENSG00000050628,45.59608807823843
ENSG00000050730,65.62068758624827
ENSG00000050748,85.16229675406491
ENSG00000050767,41.13817723645527
ENSG00000050820,48.41003179936401
ENSG00000051009,74.23351532969342
ENSG00000051108,91.58216835663286
ENSG00000051128,62.791744165116704
ENSG00000051180,59.293814123717524
ENSG00000051341,74.62350752984939
ENSG00000051382,79.48941021179576
ENSG00000051523,97.73504529909401
ENSG00000051596,70.82558348833024
ENSG00000051620,93.21113577728445
ENSG00000051825,87.7272454550909
ENSG00000052126,88.88522229555409
ENSG00000052344,45.81208375832483
ENSG00000052723,83.68332633347333
ENSG00000052749,97.79804403911922
ENSG00000052795,78.81442371152578
ENSG00000052802,70.31859362812743
ENSG00000052841,93.99412011759765
ENSG00000052850,49.26801463970721
ENSG00000053108,60.838783224335515
ENSG00000053254,97.07205855882883
ENSG00000053328,26.705465890682184
ENSG00000053371,72.80254394912102
ENSG00000053372,84.95530089398213
ENSG00000053438,34.85630287394252
ENSG00000053501,92.37715245695087
ENSG00000053524,78.21143577128457
ENSG00000053702,63.05873882522349
ENSG00000053747,57.21485570288595
ENSG00000053770,82.19235615287694
ENSG00000053900,82.75334493310133
ENSG00000053918,73.53152936941261
ENSG00000054116,82.36335273294534
ENSG00000054118,97.76504469910601
ENSG00000054148,83.65332693346133
ENSG00000054179,28.859422811543766
ENSG00000054219,89.28721425571489
ENSG00000054267,99.115017699646
ENSG00000054277,71.71956560868783
ENSG00000054282,91.69616607667847
ENSG00000054356,47.78904421911562
ENSG00000054392,56.65986680266395
ENSG00000054523,92.81814363712726
ENSG00000054598,44.31511369772604
ENSG00000054611,89.23321533569329
ENSG00000054654,99.7390052198956
ENSG00000054690,65.74368512629746
ENSG00000054793,66.36467270654587
ENSG00000054796,9.443811123777525
ENSG00000054803,29.95440091198176
ENSG00000054938,40.526189476210476
ENSG00000054965,81.32237355252894
ENSG00000054967,79.25841483170336
ENSG00000054983,83.14333713325733
ENSG00000055044,94.05711885762284
ENSG00000055070,92.88114237715246
ENSG00000055118,52.660946781064375
ENSG00000055130,92.78814423711526
ENSG00000055147,73.42953140937182
ENSG00000055163,98.81202375952482
ENSG00000055208,96.02807943841123
ENSG00000055211,87.0522589548209
ENSG00000055332,97.27605447891042
ENSG00000055483,89.66220675586489
ENSG00000055609,98.50002999940001
ENSG00000055732,56.221875562488755
ENSG00000055813,34.65830683386332
ENSG00000055917,96.55906881862363
ENSG00000055950,77.72844543109137
ENSG00000055955,65.04469910601787
ENSG00000055957,44.48911021779565
ENSG00000056050,70.54958900821984
ENSG00000056097,93.95212095758086
ENSG00000056277,66.58366832663347
ENSG00000056291,60.18479630407392
ENSG00000056487,42.035159296814065
ENSG00000056558,76.17447651046979
ENSG00000056586,86.8752624947501
ENSG00000056736,46.29507409851803
ENSG00000056972,94.38111237775244
ENSG00000056998,28.760424791504168
ENSG00000057019,71.70456590868183
ENSG00000057149,14.324713505729886
ENSG00000057252,85.36929261414772
ENSG00000057294,72.23255534889303
ENSG00000057468,31.14237715245695
ENSG00000057593,42.87514249715006
ENSG00000057608,97.60004799904002
ENSG00000057657,91.74416511669766
ENSG00000057663,80.82438351232976
ENSG00000057704,71.80356392872143
ENSG00000057757,83.03533929321414
ENSG00000057935,84.77830443391132
ENSG00000058056,70.10259794804104
ENSG00000058063,94.59710805783884
ENSG00000058085,72.26855462890742
ENSG00000058091,70.03059938801223
ENSG00000058262,92.80614387712247
ENSG00000058272,97.79504409911802
ENSG00000058335,58.78082438351233
ENSG00000058404,54.22991540169196
ENSG00000058453,75.3914921701566
ENSG00000058600,81.35237295254095
ENSG00000058668,97.39905201895962
ENSG00000058673,95.72208555828884
ENSG00000058729,77.27845443091138
ENSG00000058799,71.37157256854863
ENSG00000058804,69.23261534769306
ENSG00000058866,64.12671746565069
ENSG00000059122,78.31043379132417
ENSG00000059145,82.78334433311333
ENSG00000059377,85.82528349433012
ENSG00000059378,86.3052738945221
ENSG00000059573,77.74344513109737
ENSG00000059588,88.87622247555049
ENSG00000059691,71.65956680866383
ENSG00000059728,86.36827263454731
ENSG00000059758,83.00533989320213
ENSG00000059769,67.85264294714106
ENSG00000059804,96.94006119877602
ENSG00000059915,56.38987220255595
ENSG00000060069,79.76540469190616
ENSG00000060138,90.62818743625127
ENSG00000060140,53.998920021599574
ENSG00000060237,98.57202855942882
ENSG00000060303,31.28637427251455
ENSG00000060339,96.03407931841363
ENSG00000060491,84.66430671386573
ENSG00000060558,73.44153116937662
ENSG00000060566,42.455150896982055
ENSG00000060642,61.64876702465951
ENSG00000060656,42.22415551688966
ENSG00000060688,74.9655006899862
ENSG00000060709,49.14801703965921
