gen_name,endothelial cell
ENSMUSG00000000001,86.68686769952593
ENSMUSG00000000028,35.946434680611894
ENSMUSG00000000037,20.94228043595132
ENSMUSG00000000049,20.03323395728459
ENSMUSG00000000056,58.863203167000634
ENSMUSG00000000058,99.0029812814623
ENSMUSG00000000078,97.87400420311812
ENSMUSG00000000085,77.12721763354675
ENSMUSG00000000088,97.46346708372025
ENSMUSG00000000093,64.21484775915157
ENSMUSG00000000094,27.85298861248228
ENSMUSG00000000120,22.305850153951422
ENSMUSG00000000125,10.395386344753433
ENSMUSG00000000126,35.169346561751624
ENSMUSG00000000127,65.72503787693661
ENSMUSG00000000131,67.50403206099409
ENSMUSG00000000134,71.80000977469332
ENSMUSG00000000142,53.8927716142906
ENSMUSG00000000148,49.464835540784904
ENSMUSG00000000149,72.2105468940912
ENSMUSG00000000154,40.54542788720004
ENSMUSG00000000159,40.86310542006745
ENSMUSG00000000167,35.75094081423195
ENSMUSG00000000168,73.09026929280094
ENSMUSG00000000171,89.37490836225014
ENSMUSG00000000184,95.9777136992327
ENSMUSG00000000194,96.22696837886711
ENSMUSG00000000197,20.961829822589316
ENSMUSG00000000204,25.687894042324423
ENSMUSG00000000214,9.241972533111774
ENSMUSG00000000216,16.763599042080056
ENSMUSG00000000223,16.651190068911585
ENSMUSG00000000244,26.215727481550267
ENSMUSG00000000253,77.87986901910952
ENSMUSG00000000263,33.70802991056156
ENSMUSG00000000266,68.29578221983286
ENSMUSG00000000275,78.30018083182641
ENSMUSG00000000276,69.48829480475051
ENSMUSG00000000278,67.89013244709447
ENSMUSG00000000282,55.021748692634766
ENSMUSG00000000290,22.863007673134256
ENSMUSG00000000295,64.67914569180392
ENSMUSG00000000296,65.02614730462831
ENSMUSG00000000301,41.733053125458184
ENSMUSG00000000303,32.2076144860955
ENSMUSG00000000305,52.06979131029764
ENSMUSG00000000308,41.87967352524314
ENSMUSG00000000317,84.98118371536093
ENSMUSG00000000320,80.28444357558283
ENSMUSG00000000325,35.60920776110649
ENSMUSG00000000326,98.37740090904647
ENSMUSG00000000339,76.31103074141049
ENSMUSG00000000340,61.43394750989688
ENSMUSG00000000346,95.99237573921118
ENSMUSG00000000355,85.67029959435023
ENSMUSG00000000359,49.596793900591365
ENSMUSG00000000365,8.934069693563366
ENSMUSG00000000374,58.12521382141635
ENSMUSG00000000378,80.94423537461512
ENSMUSG00000000384,56.2826841307854
ENSMUSG00000000385,22.44269586041738
ENSMUSG00000000386,24.19725331117736
ENSMUSG00000000392,30.43350764869752
ENSMUSG00000000394,2.023361517032403
ENSMUSG00000000399,87.4786178583647
ENSMUSG00000000402,28.68383754459704
ENSMUSG00000000409,41.6841796588632
ENSMUSG00000000411,15.444015444015443
ENSMUSG00000000416,62.7144323346855
ENSMUSG00000000420,80.0303015492889
ENSMUSG00000000439,64.94794975807633
ENSMUSG00000000440,69.95748008406237
ENSMUSG00000000441,83.3781340110454
ENSMUSG00000000486,65.29983871756023
ENSMUSG00000000489,92.02385025169836
ENSMUSG00000000530,98.23078050926152
ENSMUSG00000000531,91.40804457260153
ENSMUSG00000000532,54.650310346512875
ENSMUSG00000000538,68.20292263330238
ENSMUSG00000000544,24.964566736718634
ENSMUSG00000000552,38.50740433018914
ENSMUSG00000000555,80.0205268559699
ENSMUSG00000000560,38.71756023654758
ENSMUSG00000000561,62.299007868628124
ENSMUSG00000000562,14.109769805972338
ENSMUSG00000000563,96.2660671521431
ENSMUSG00000000567,34.86144372220322
ENSMUSG00000000568,82.18562142612775
ENSMUSG00000000579,86.99477053907434
ENSMUSG00000000581,92.19979473144029
ENSMUSG00000000594,82.81120179854356
ENSMUSG00000000600,92.35618982454426
ENSMUSG00000000605,85.57255266116026
ENSMUSG00000000606,47.4610234103905
ENSMUSG00000000627,6.798299203362494
ENSMUSG00000000628,32.86740628512781
ENSMUSG00000000631,87.96735252431455
ENSMUSG00000000632,36.23967548018181
ENSMUSG00000000673,19.788866624309662
ENSMUSG00000000682,29.783490542984214
ENSMUSG00000000686,25.863838522066366
ENSMUSG00000000690,60.74971897756708
ENSMUSG00000000693,42.18757636479155
ENSMUSG00000000708,69.13151849860711
ENSMUSG00000000711,81.55026636039294
ENSMUSG00000000724,15.023703631298568
ENSMUSG00000000732,49.753188993695325
ENSMUSG00000000738,75.54860466252872
ENSMUSG00000000739,53.52622061482821
ENSMUSG00000000740,99.86804164019354
ENSMUSG00000000743,83.87175602365475
ENSMUSG00000000751,75.43130834270075
ENSMUSG00000000753,47.676066663408434
ENSMUSG00000000759,61.96666829578222
ENSMUSG00000000776,63.335125360441815
ENSMUSG00000000782,53.00816186892136
ENSMUSG00000000787,93.06485509017155
ENSMUSG00000000791,17.12526269488295
ENSMUSG00000000792,24.573579003958752
ENSMUSG00000000794,47.250867504032065
ENSMUSG00000000804,58.9756121401691
ENSMUSG00000000805,98.6217682420214
ENSMUSG00000000811,49.36708860759494
ENSMUSG00000000823,47.915546649723865
ENSMUSG00000000826,85.1033673818484
ENSMUSG00000000827,90.79223889350472
ENSMUSG00000000838,76.76555398074385
ENSMUSG00000000861,27.33004251991594
ENSMUSG00000000869,17.540687160940323
ENSMUSG00000000876,93.31410976980598
ENSMUSG00000000881,27.17853477347148
ENSMUSG00000000884,42.11426616489908
ENSMUSG00000000901,58.584624407409216
ENSMUSG00000000902,87.34665949855824
ENSMUSG00000000903,26.860857240604076
ENSMUSG00000000915,70.39245393675773
ENSMUSG00000000916,60.3636185914667
ENSMUSG00000000934,44.435755828160886
ENSMUSG00000000938,49.924246126777774
ENSMUSG00000000942,43.0477493768633
ENSMUSG00000000948,67.54313083427007
ENSMUSG00000000957,83.79355847710278
ENSMUSG00000000958,74.65910757049997
ENSMUSG00000000959,83.23640095791994
ENSMUSG00000000976,65.99384194320903
ENSMUSG00000000983,20.091882117198573
ENSMUSG00000001014,36.40584526660476
ENSMUSG00000001016,99.9951126533405
ENSMUSG00000001017,88.69556717657984
ENSMUSG00000001018,84.23341967645766
ENSMUSG00000001020,63.89228287962465
ENSMUSG00000001025,98.6168808953619
ENSMUSG00000001027,10.121694931821514
