gen_name,embryonic stem cell,retinal cell
ENSG00000004660,52.40251264480339,70.0114211127427
ENSG00000004700,85.24229074889867,65.61429270680372
ENSG00000004766,91.65442976015663,68.30641213901126
ENSG00000004776,16.886930983847286,35.64202969489313
ENSG00000004777,36.2253222385381,45.529450155000816
ENSG00000004779,86.79637787567303,74.44933920704845
ENSG00000004799,43.30641213901126,65.88758361886116
ENSG00000004809,43.01272638277043,38.24441181269375
ENSG00000004838,53.71594061021374,28.781204111600587
ENSG00000004846,52.24751182900963,52.043563387175716
ENSG00000004848,47.51590797846305,27.57790830478055
ENSG00000004864,88.5503344754446,85.65426660140317
ENSG00000004866,70.63142437591777,69.7340512318486
ENSG00000004897,93.62865067710882,86.13558492413118
ENSG00000004939,44.97878936204928,50.681187795725236
ENSG00000004961,76.22369065100342,74.99592103116332
ENSG00000004975,50.92592592592593,66.93995757872409
ENSG00000005007,58.2476749877631,54.286996247348675
ENSG00000005020,56.36319138521782,72.45472344591288
ENSG00000005022,98.20525371186164,98.67025615924294
ENSG00000005059,57.60319791156796,41.60140316527981
ENSG00000005075,82.85609397944201,72.00603687387829
ENSG00000005100,87.25322238538098,75.7627671724588
ENSG00000005102,2.015010605318975,10.144395496818404
ENSG00000005108,91.35666503507913,89.56191874694078
ENSG00000005156,72.17735356501876,66.96443139174417
ENSG00000005175,80.91858378201991,70.80274106705825
ENSG00000005187,52.704356338717574,50.5017131669114
ENSG00000005189,57.92135748082885,67.3111437428618
ENSG00000005194,90.87534671235112,82.14635340186001
ENSG00000005206,52.7002773698809,43.1677271985642
ENSG00000005238,57.170827214880084,72.14472181432534
ENSG00000005243,33.33741230217001,32.90096263664545
ENSG00000005249,90.99363680861478,70.6069505628977
ENSG00000005302,76.97422091695219,51.72948278675151
ENSG00000005339,92.08680045684451,74.42894436286507
ENSG00000005379,60.94387338880731,50.65671398270517
ENSG00000005421,32.97438407570566,19.995105237395986
ENSG00000005436,59.77728830151737,60.63387175721977
ENSG00000005448,86.64545602871594,86.8575624082232
ENSG00000005469,84.65899820525371,98.07880567792462
ENSG00000005471,48.706966878773045,9.977157774514604
ENSG00000005483,98.25828030673846,98.91499428944363
ENSG00000005486,91.73600913689019,84.10833741230218
ENSG00000005513,46.2391907325828,30.86963615597977
ENSG00000005700,88.9990210474792,89.19889052047643
ENSG00000005801,96.62669277206723,87.84875183553598
ENSG00000005810,93.88562571381954,92.11127426986458
ENSG00000005812,80.59634524392234,70.19497471039321
ENSG00000005844,36.29466470876162,47.642356012400064
ENSG00000005882,67.20916952194486,77.47593408386359
ENSG00000005884,53.88725730135422,61.576113558492416
ENSG00000005889,98.29499102626856,93.90602055800294
ENSG00000005893,94.89720998531571,96.15761135584924
ENSG00000005961,42.68640887583619,42.7027247511829
ENSG00000005981,48.719203785283085,48.76815141132322
ENSG00000006007,83.25175395659977,80.99608418991679
ENSG00000006015,63.693098384728344,73.68657203458966
ENSG00000006016,20.69668787730462,35.193343122858536
ENSG00000006025,46.90406265296133,55.535160711372164
ENSG00000006042,92.2010115842715,53.68738782835699
ENSG00000006047,11.355849241311796,0.0
ENSG00000006062,48.22564855604503,51.32974384075706
ENSG00000006071,48.910915320606954,61.80861478218307
ENSG00000006116,60.397291564692445,64.43139174416707
ENSG00000006118,55.23739598629467,54.65410344264969
ENSG00000006125,93.6164137705988,85.97242617066405
ENSG00000006128,45.50905531081742,0.0
ENSG00000006194,69.46891825746452,81.08174253548704
ENSG00000006210,55.8247674987763,55.36384402023169
ENSG00000006282,55.08647413933757,48.54380812530592
ENSG00000006283,46.45537608092674,54.568445097079454
ENSG00000006327,58.255832925436444,34.895578397781044
ENSG00000006377,39.06020558002937,19.75852504486866
ENSG00000006432,74.72263011910589,64.10915320606951
ENSG00000006451,84.71202480013052,55.70647740251265
ENSG00000006453,49.53091858378202,59.00228422254854
ENSG00000006459,65.39810735845978,71.09234785446239
ENSG00000006468,70.86392559960842,67.96785772556697
ENSG00000006530,84.72834067547724,92.49061837167564
ENSG00000006534,48.47854462391907,58.484255180290425
ENSG00000006555,40.44705498449992,40.17376407244249
ENSG00000006576,79.11567955620819,78.50791319954315
ENSG00000006606,37.36335454397128,30.99608418991679
ENSG00000006607,69.25681187795725,53.507913199543154
ENSG00000006611,34.83031489639419,55.282264643498124
ENSG00000006625,85.5359765051395,68.78365149290259
ENSG00000006634,81.95464186653614,82.41556534508076
ENSG00000006638,47.9523576439876,57.146353401860004
ENSG00000006652,94.0610213737967,90.6917931147006
ENSG00000006659,22.124326970141947,29.474628813835864
ENSG00000006695,80.75542502855278,80.86555718714308
ENSG00000006704,74.76341980747267,84.44281285690978
ENSG00000006712,70.34181758851362,62.75493555229238
ENSG00000006715,89.90863109805841,83.52912383749388
ENSG00000006740,62.20019579050417,53.29988578887257
ENSG00000006744,65.92429433839125,65.56126611192691
ENSG00000006747,58.11306901615272,70.98221569587209
ENSG00000006756,75.06118453255017,55.78805677924621
ENSG00000006757,68.79588839941263,81.97503671071954
ENSG00000006788,5.735030184369391,0.0
ENSG00000006831,78.16120084842552,79.20133790177843
ENSG00000006837,63.37493881546745,63.689019415891664
ENSG00000007001,40.149290259422415,35.42584434654919
ENSG00000007047,52.243432860172945,57.468591939957584
ENSG00000007062,98.18485886767824,99.4615761135585
ENSG00000007080,65.05547397617882,57.2034589655735
ENSG00000007129,4.005547397617882,12.098221569587208
ENSG00000007168,96.7776146190243,96.61853483439387
ENSG00000007174,43.808125305922665,84.1205743188122
ENSG00000007202,78.99738945994453,68.95904715287975
ENSG00000007216,0.0,34.08794256811878
ENSG00000007237,73.46630771740904,79.76831457007668
ENSG00000007255,50.477239353891335,47.0590634687551
ENSG00000007264,48.005384238864416,43.587860988742044
ENSG00000007314,1.7009300048947624,16.230217001142112
ENSG00000007341,71.51656061347691,73.59275575134606
ENSG00000007350,52.63093489965737,41.04258443465492
ENSG00000007372,99.51868167727199,96.91629955947137
ENSG00000007376,39.32941752325012,50.86066242453907
ENSG00000007384,39.496655245553924,43.04943710230054
ENSG00000007392,80.95529450155001,82.77859357154512
ENSG00000007402,44.313917441670746,29.829499102626855
ENSG00000007516,42.735356501876325,34.397944199706316
ENSG00000007520,45.63142437591777,37.43677598303149
ENSG00000007541,63.395333659650845,61.18045358133464
ENSG00000007545,61.107032142274434,38.689019415891664
ENSG00000007866,68.94273127753304,55.86963615597978
ENSG00000007923,70.15010605318976,77.98988415728503
ENSG00000007933,42.498776309349,49.216837983357806
ENSG00000007944,76.36645456028715,85.18110621634851
ENSG00000007952,26.252243432860173,0.0
ENSG00000007968,58.59438733888073,53.711861641377055
ENSG00000008018,96.01076847772883,89.06428454886604
ENSG00000008056,48.47038668624572,52.43106542666014
ENSG00000008083,84.45097079458313,92.40903899494208
ENSG00000008086,92.80469897209986,93.77549355522923
ENSG00000008118,31.412139011257956,33.6555718714309
ENSG00000008128,68.5225974873552,72.43840757056617
ENSG00000008130,56.701745798662095,49.624734867025616
ENSG00000008196,65.71218795888399,61.09071626692773
ENSG00000008197,44.46076031979116,0.0
ENSG00000008226,51.71724588024148,49.24131179637787
ENSG00000008256,54.29515418502202,34.61820851688693
ENSG00000008277,67.24588024147495,75.11421112742698
ENSG00000008282,78.76488823625387,87.36743351280796
ENSG00000008283,59.226627508565834,59.140969162995596
ENSG00000008294,96.52063958231359,89.5007342143906
ENSG00000008300,65.3002121063795,56.33463860336108
ENSG00000008311,87.55098711045848,94.52194485234133
ENSG00000008323,29.88252569750367,29.833578071463535
ENSG00000008324,75.03263175069343,81.99543155490292
ENSG00000008382,33.79017784304128,42.429433839125466
ENSG00000008394,65.32468591939957,64.05204764235602
ENSG00000008405,88.14651656061348,82.81122532223854
ENSG00000008441,42.429433839125466,40.27981726219612
ENSG00000008513,64.67612987436776,74.90210474791972
ENSG00000008516,22.87077826725404,24.082232011747433
ENSG00000008517,34.00228422254854,40.93653124490129
ENSG00000008710,56.46108663729809,69.17931147006037
ENSG00000008735,63.97862620329581,52.97764725077501
ENSG00000008838,71.8347201827378,74.98368412465328
ENSG00000008853,46.45945504976342,62.55914504813184
ENSG00000008869,79.36041768640888,88.5503344754446
ENSG00000008952,97.80959373470387,99.3106542666014
ENSG00000008988,97.51590797846305,88.7012563224017
ENSG00000009307,99.29025942241802,98.96802088432044
ENSG00000009335,81.68950889215206,71.87550987110458
ENSG00000009413,96.89998368412466,98.77630934899658
ENSG00000009694,70.61510850057105,68.20035894925762
ENSG00000009709,3.3937020721161693,0.0
ENSG00000009724,33.981889378365146,40.602055800293684
ENSG00000009765,47.84222548539729,57.38701256322402
ENSG00000009780,94.33023331701746,99.34736498613151
ENSG00000009790,31.824114863762443,55.99200522108011
ENSG00000009830,69.32615434818078,67.67417196932615
ENSG00000009844,95.71300375265133,94.33431228585414
ENSG00000009950,43.51443954968184,51.55816609561102
ENSG00000009954,95.85168869309838,94.70957741882852
ENSG00000010017,89.05204764235602,77.26790667319302
ENSG00000010030,29.5602871594061,43.906020558002936
ENSG00000010072,74.06591613640072,79.67857725566977
ENSG00000010165,62.583618861151905,65.47560776635667
ENSG00000010219,75.97079458312939,78.25501713166912
ENSG00000010244,98.84565181922011,97.72801435797031
ENSG00000010256,93.5022026431718,94.53826072768804
ENSG00000010270,90.51231848588677,87.3429596997879
ENSG00000010278,79.38897046826561,84.25518029042259
ENSG00000010282,40.34508076358297,82.15451133953337
ENSG00000010292,75.52618697993148,74.34736498613151
ENSG00000010295,50.363028226464344,53.467123511176375
ENSG00000010310,53.728177516723775,76.01566324033284
ENSG00000010318,41.931799641050745,44.725893294175236
ENSG00000010319,32.468591939957584,0.0
ENSG00000010322,81.0124000652635,70.30510686898353
ENSG00000010327,30.20476423560124,26.21553271333007
ENSG00000010361,36.22940120737478,30.922662750856585
ENSG00000010379,48.963941915483765,11.930983847283407
ENSG00000010404,95.56208190569424,96.31261217164301
ENSG00000010438,18.954968184043075,46.386033610703215
ENSG00000010539,74.75118290096263,70.91287322564855
ENSG00000010610,41.94403654756078,84.72834067547724
ENSG00000010626,50.41197585250449,52.957252406591614
ENSG00000010671,27.700277369880894,0.0
ENSG00000010704,52.44738130200686,57.54201337901779
ENSG00000010803,78.13672703540546,79.0218632729646
ENSG00000010810,89.97389459944526,70.10115842714961
ENSG00000010818,70.23576439876,57.48490781530429
ENSG00000010932,27.30053842388644,42.97601566324033
ENSG00000011007,93.28193832599119,92.82101484744658
ENSG00000011009,69.10589003100016,65.90797846304454
ENSG00000011021,78.37330722793277,76.37053352912385
ENSG00000011028,44.70549844999184,16.303638440202317
ENSG00000011052,65.13297438407571,84.75281448849731
ENSG00000011083,1.1910589003100016,9.887420460107684
ENSG00000011105,51.48474465655083,36.41295480502529
ENSG00000011114,86.93914178495676,83.33741230217001
ENSG00000011132,53.989231522271176,57.82346222874857
ENSG00000011143,61.83308859520314,75.90145211290586
ENSG00000011198,80.95121553271333,82.90912057431882
ENSG00000011201,82.73372491434165,82.46859193995758
ENSG00000011243,58.9533365965084,71.89998368412466
ENSG00000011258,86.40479686735193,84.96084189916789
ENSG00000011260,69.27312775330397,75.34263338228095
ENSG00000011275,81.31832272801435,83.90846793930494
ENSG00000011295,94.8074726709088,94.7299722630119
ENSG00000011304,76.72540381791482,52.87567302985805
ENSG00000011332,44.403654756077664,44.856420296948926
ENSG00000011347,72.49143416544298,36.054005547397615
ENSG00000011376,65.96508402675803,60.71545113395334
ENSG00000011405,92.37232827541197,92.64154021863274
ENSG00000011422,57.32582803067384,38.489149942894436
ENSG00000011426,61.38440202316854,20.407081089900473
ENSG00000011451,67.04193179964105,49.59618208516887
ENSG00000011454,87.10637950726057,86.04992657856094
ENSG00000011465,73.83341491271007,51.395007342143906
ENSG00000011478,52.32909120574318,58.178332517539566
ENSG00000011485,67.94746288138359,58.29254364496656
ENSG00000011523,82.04030021210637,64.85152553434492
ENSG00000011566,91.10376896720508,89.52112905857399
ENSG00000011590,21.76537771251428,18.87746777614619
ENSG00000011638,60.99689998368413,53.89133627019089
ENSG00000011677,51.990536792298904,19.424049600261053
ENSG00000012048,75.67710882688856,69.10589003100016
ENSG00000012061,84.96899983684123,80.37200195790504
ENSG00000012124,47.711698482623596,54.686735193343125
ENSG00000012171,38.897046826562246,39.28862783488334
ENSG00000012174,80.22515907978463,66.87469407733725
ENSG00000012211,40.956926089084675,47.99722630119106
ENSG00000012223,0.0,17.559960841899166
ENSG00000012232,71.70011421112743,70.86392559960842
ENSG00000012504,27.78185674661446,35.23413281122532
ENSG00000012660,91.78495676293034,90.44297601566325
ENSG00000012779,31.24898025779083,26.986457823462228
ENSG00000012817,29.32778593571545,85.39729156469245
ENSG00000012822,76.61119269048784,83.24359601892641
ENSG00000012963,86.84940447054984,84.80176211453745
ENSG00000012983,91.40969162995594,84.3245227606461
ENSG00000013016,64.78626203295806,65.75705661608745
ENSG00000013275,91.78903573176702,88.50954478707783
ENSG00000013288,58.378201990536795,63.60744003915811
ENSG00000013293,61.470060368738785,62.30624898025779
ENSG00000013297,70.92103116332191,67.60075053026596
ENSG00000013306,71.66340349159732,62.43677598303149
ENSG00000013364,60.054658182411494,71.68379833578071
ENSG00000013374,83.5250448686572,85.66242453907653
ENSG00000013375,95.6273454070811,92.09495839451787
ENSG00000013392,64.57007668461414,72.7484092021537
ENSG00000013441,98.11143742861805,99.13117963778757
ENSG00000013503,63.03230543318649,80.75950399738946
ENSG00000013523,57.73780388317833,76.75395659977158
ENSG00000013561,88.35454397128406,95.55800293685756
ENSG00000013563,40.89982052537119,50.60368738782836
ENSG00000013573,62.56322401696851,64.37836514929026
ENSG00000013583,49.57986620982216,66.15271659324523
ENSG00000013588,81.25713819546418,62.632566487192044
ENSG00000013619,81.21226953826073,45.98629466470876
ENSG00000013725,38.58296622613803,45.831293848914996
ENSG00000013810,55.94305759503997,48.38880730951215
ENSG00000014123,90.14929025942241,94.49339207048459
ENSG00000014138,57.7989884157285,58.072279327785935
ENSG00000014164,39.11323217490618,39.41915483765704
ENSG00000014216,55.53923968020884,44.70957741882852
ENSG00000014257,41.75640398107359,43.23299069995105
ENSG00000014641,97.87485723609072,99.02920541687061
ENSG00000014824,93.48996573666177,97.41393375754609
ENSG00000014914,54.85805188448361,41.11192690487845
ENSG00000014919,84.6793930494371,87.62440854951869
ENSG00000015133,66.50758688203622,52.704356338717574
ENSG00000015153,82.5216185348344,94.83602545276554
ENSG00000015171,85.58900310001631,90.30837004405286
ENSG00000015285,25.571055637134933,36.93506281612009
ENSG00000015413,19.464839288627836,27.22711698482624
ENSG00000015475,76.01158427149616,88.75836188611518
ENSG00000015479,99.73078805677925,99.58802414749552
ENSG00000015520,33.49241311796378,33.13754282917279
ENSG00000015532,60.97242617066405,80.81660956110295
ENSG00000015568,87.71006689508893,96.08826888562572
ENSG00000015592,76.431718061674,37.33072279327786
ENSG00000015676,85.46663403491598,72.25893294175233
ENSG00000016082,86.02953173437756,92.16837983357807
ENSG00000016391,57.08924783814652,64.89231522271169
ENSG00000016402,1.5459291891009954,32.12187958883994
ENSG00000016864,83.73307227932779,74.21275901452113
ENSG00000017260,88.39941262848751,91.74416707456355
ENSG00000017427,67.40903899494208,93.40022842225486
ENSG00000017483,51.0605318975363,18.522597487355196
ENSG00000017797,79.07488986784142,85.19742209169522
ENSG00000018189,99.25354870288791,99.73894599445259
ENSG00000018236,96.70419317996411,84.30004894762604
ENSG00000018280,55.00489476260402,70.2724751182901
ENSG00000018408,88.69717735356501,81.39990210474792
ENSG00000018510,86.52716593245228,82.4074074074074
ENSG00000018610,79.41752325012237,76.79474628813836
ENSG00000018625,89.47626040137054,82.62767172458803
ENSG00000018699,66.74824604340023,67.38456518192201
ENSG00000018869,43.72246696035242,55.18436939141785
ENSG00000019102,16.625876978299885,0.0
ENSG00000019144,67.02153695545766,75.69750367107196
ENSG00000019186,10.385054658182412,0.0
ENSG00000019485,53.84238864415076,38.077174090389946
ENSG00000019505,64.99836841246533,44.43220753793441
ENSG00000019549,39.37836514929026,17.286669929841736
ENSG00000019582,41.71153532387012,63.26888562571382
ENSG00000019991,61.89835209658998,68.13917441670746
ENSG00000019995,86.88203622124327,85.46255506607929
ENSG00000020129,68.68167727198565,60.90308370044053
ENSG00000020181,45.54984499918421,27.957252406591614
ENSG00000020256,58.97781040952847,59.21846957089247
ENSG00000020426,80.24147495513134,80.77581987273618
ENSG00000020577,63.48914994289444,73.16446402349486
ENSG00000020633,23.017621145374452,26.484744656550824
ENSG00000020922,82.4645129711209,79.52765540871268
ENSG00000021300,92.58035568608256,98.78038831783326
ENSG00000021355,61.160058737151246,80.02528960678741
ENSG00000021461,48.61315059552945,54.84989394681025
ENSG00000021488,49.74302496328928,68.37167564039811
ENSG00000021574,92.99641050742372,86.5597976831457
ENSG00000021645,82.3339859683472,94.75852504486866
ENSG00000021762,27.98988415728504,33.33741230217001
ENSG00000021776,94.8278675150922,97.1528797519987
ENSG00000021826,82.79083047805514,51.19921683798335
ENSG00000022267,93.7102300538424,86.59242943383913
ENSG00000022277,90.08402675803558,91.13640071789851
ENSG00000022355,57.68069831946484,94.16707456355033
ENSG00000022556,73.76815141132322,61.11519007994779
ENSG00000022567,55.77581987273618,58.62701908957415
ENSG00000022840,89.70060368738783,89.96165769293523
ENSG00000022976,66.65850872899331,73.05841083374122
ENSG00000023041,73.90275738293359,73.80078316201664
ENSG00000023171,71.52471855115027,93.51036058084516
ENSG00000023191,70.7374775656714,79.42160221895904
ENSG00000023228,97.18143253385544,95.34181758851362
ENSG00000023287,98.22564855604503,95.62326643824441
ENSG00000023318,90.06363191385218,84.65491923641704
ENSG00000023330,75.36710719530103,87.49796051558167
ENSG00000023445,43.6327296459455,56.79556208190569
ENSG00000023516,95.61102953173439,97.16103768967204
ENSG00000023572,88.79099363680861,92.44982868330885
ENSG00000023608,86.56795562081906,81.11029531734377
ENSG00000023697,80.4372654592919,84.55702398433675
ENSG00000023734,98.15222711698482,95.83537281775168
ENSG00000023839,47.23038015989558,67.24995921031164
ENSG00000023892,34.37347038668624,34.7732093326807
ENSG00000023902,58.786098874204605,51.01974220916953
ENSG00000023909,71.67156142927068,76.77435144395497
ENSG00000024048,96.32892804698973,96.59813999021047
ENSG00000024422,60.66650350791319,61.19269048784467
ENSG00000024526,61.8575624082232,17.00114211127427
ENSG00000024862,69.10996899983685,76.98237885462555
ENSG00000025039,92.739435470713,94.3057595039974
ENSG00000025156,85.07913199543155,92.81693587860988
ENSG00000025293,94.37102300538423,94.4526023821178
ENSG00000025423,40.32876488823625,37.45717082721488
ENSG00000025434,46.12090063631914,56.53042910752162
ENSG00000025708,32.34622287485723,34.56110295317344
ENSG00000025770,69.33431228585414,65.32876488823625
ENSG00000025772,73.98025779083048,69.55049763419807
ENSG00000025796,97.69538260727688,94.11404796867352
ENSG00000025800,96.94485234132812,95.65589818893784
ENSG00000026025,99.34328601729483,95.67221406428455
ENSG00000026036,30.388317833251755,26.174743024963288
ENSG00000026103,70.6640561266112,71.9652471855115
ENSG00000026297,50.775004078968834,48.7355196606298
ENSG00000026508,85.70729319627998,82.7051721324849
ENSG00000026559,44.0814162179801,50.31815956926089
ENSG00000026652,72.60156632403329,64.13362701908957
ENSG00000026751,42.20509055310818,49.38407570566161
ENSG00000026950,58.41491271006689,47.10801109479524
ENSG00000027001,52.916462718224835,35.02202643171806
ENSG00000027075,56.954641866536136,53.177516723772236
ENSG00000027644,14.774025126448034,0.0
ENSG00000027697,88.26888562571382,95.9618208516887
ENSG00000027847,50.22026431718062,47.63419807472671
ENSG00000027869,3.014357970305107,41.36074400391581
ENSG00000028116,53.93212595855768,63.61559797683146
ENSG00000028137,44.652471855115024,49.33104911078479
ENSG00000028203,93.42062326643824,97.6749877630935
ENSG00000028277,66.56061347691303,38.78283569913526
ENSG00000028310,58.484255180290425,63.71757219774841
ENSG00000028528,83.40267580355686,86.2620329580682
ENSG00000028839,82.26464349812368,80.43318649045521
ENSG00000029153,55.282264643498124,56.40806004242127
ENSG00000029363,99.62881383586229,99.2168379833578
ENSG00000029364,95.20313264806657,92.84548866046663
ENSG00000029534,54.61331375428292,46.56550823951705
ENSG00000029639,76.70500897373144,84.79768314570076
ENSG00000029725,88.18730624898026,89.80257790830478
ENSG00000029993,86.18045358133463,47.12432697014195
ENSG00000030066,94.95023658019252,84.54070810899005
ENSG00000030110,47.805514765867194,0.0
ENSG00000030304,23.66209822156959,29.017784304127915
ENSG00000030419,51.92119432207538,69.2486539402839
ENSG00000030582,83.55767661935063,59.03899494207864
ENSG00000031003,85.2749224995921,84.18175885136237
ENSG00000031081,44.44444444444444,41.23837493881547
ENSG00000031691,66.00179474628814,73.92723119595365
ENSG00000031698,98.07472670908794,95.44379180943058
ENSG00000031823,62.575460923478545,55.07831620166422
ENSG00000032219,95.3826072768804,95.55392396802088
ENSG00000032389,74.74302496328929,72.4669603524229
ENSG00000032444,38.48099200522108,47.03458965573503
ENSG00000032742,86.71479849893947,93.29417523250122
ENSG00000033011,59.06346875509871,59.71202480013053
ENSG00000033030,83.21096426823298,77.0109316364823
ENSG00000033050,74.4615761135585,84.4917604829499
ENSG00000033100,51.378691466797186,56.954641866536136
ENSG00000033122,56.53042910752162,65.52863436123349
ENSG00000033170,91.50758688203622,94.91352586066243
ENSG00000033178,95.5335291238375,97.56485560450318
ENSG00000033327,53.44672866699298,44.38325991189427
ENSG00000033627,90.12889541523903,93.76733561755589
ENSG00000033800,97.5811714798499,98.4907815304291
ENSG00000033867,88.33822809593734,99.20052210801109
ENSG00000034053,55.898188937836515,62.92217327459618
ENSG00000034152,63.62375591450481,55.94305759503997
ENSG00000034239,44.256811877957254,0.0
ENSG00000034510,94.92576276717246,57.75004078968836
ENSG00000034533,78.25909610050579,74.13117963778757
ENSG00000034677,86.07847936041767,87.96296296296296
ENSG00000034693,76.57040300212107,87.24098547887094
ENSG00000034713,97.25077500407897,97.36090716266928
ENSG00000035115,80.93082068852993,53.573176700930006
ENSG00000035141,93.1881220427476,75.66079295154185
ENSG00000035403,93.04127916462718,85.86229401207375
ENSG00000035499,72.03051068689835,33.7493881546745
ENSG00000035664,60.08728993310491,71.7245880241475
ENSG00000035681,76.55000815793768,69.99510523739599
ENSG00000035687,81.1796377875673,50.14684287812041
ENSG00000035720,26.96606297927884,0.0
ENSG00000035862,84.5121553271333,69.98286833088595
ENSG00000035928,85.6297927883831,86.96769456681352
ENSG00000036054,94.05694240496003,94.34654919236417
ENSG00000036257,94.71773535650188,95.10931636482297
ENSG00000036448,57.1300375265133,57.505302659487675
ENSG00000036530,79.77239353891336,85.23413281122532
ENSG00000036549,88.26072768804046,89.93310491107847
ENSG00000036565,49.54723445912873,38.032305433186494
ENSG00000036672,76.62342959699788,98.88644150758688
ENSG00000036828,52.496328928046985,57.4278022515908
ENSG00000037042,59.78544623919073,76.4154021863273
ENSG00000037241,77.93685756240822,67.498776309349
ENSG00000037280,35.748082884646756,37.126774351443956
ENSG00000037474,66.47903410017948,61.6536139663893
ENSG00000037637,87.42046010768478,82.47267090879426
ENSG00000037749,76.83553597650514,65.59389786262034
ENSG00000037757,61.03361070321422,69.77891988905205
ENSG00000037897,66.0466634034916,65.78968836678088
ENSG00000037965,4.654103442649697,21.312612171643007
ENSG00000038002,64.70060368738783,68.08206885299396
ENSG00000038210,46.36563876651982,36.661771904062654
ENSG00000038219,97.97683145700768,97.96867351933432
ENSG00000038274,92.27851199216838,93.30233317017458
ENSG00000038295,48.00946320770109,79.64594550497634
ENSG00000038358,73.47854462391908,52.467776146190246
ENSG00000038382,80.07015826399086,72.3935389133627
ENSG00000038427,94.14667971936694,27.88383096753141
ENSG00000038532,69.97471039321259,76.41948115516396
ENSG00000038945,54.09936368086148,63.41572850383423
ENSG00000039068,53.50383423070648,58.41083374123022
ENSG00000039123,88.05677924620656,85.4258443465492
ENSG00000039139,47.136563876651984,37.3225648556045
ENSG00000039319,96.0515581660956,93.1310164790341
ENSG00000039523,70.90879425681187,72.5974873551966
ENSG00000039537,26.10132158590308,0.0
ENSG00000039560,88.58296622613803,64.4844183390439
ENSG00000039650,54.18502202643172,48.458149779735685
ENSG00000039987,26.10947952357644,34.801762114537446
ENSG00000040199,79.86620982215696,96.34524392233644
ENSG00000040275,80.20884320443791,70.78234622287486
ENSG00000040341,88.42796541034427,79.41752325012237
ENSG00000040487,43.502202643171806,50.881057268722465
ENSG00000040531,57.35030184369392,46.133137542829175
ENSG00000040608,37.62848751835536,24.836841246532877
ENSG00000040633,60.1280796214717,52.81448849730788
ENSG00000040731,67.54364496655245,35.45847609724262
ENSG00000040933,78.0143579703051,79.44199706314244
ENSG00000041353,40.69995105237396,68.20443791809431
ENSG00000041357,97.09985315712188,91.29548050252896
ENSG00000041515,57.162669277206724,41.262848751835534
ENSG00000041802,89.34981236743351,79.88252569750367
ENSG00000041880,49.065916136400716,32.49714472181432
ENSG00000041982,73.16446402349486,62.383749388154676
ENSG00000041988,62.75085658345571,51.439875999347365
ENSG00000042062,44.056942404960026,41.625876978299885
ENSG00000042088,67.93930494371023,59.936368086147816
ENSG00000042286,61.17229564366128,45.56616087453092
ENSG00000042304,43.31457007668462,51.85185185185185
ENSG00000042317,73.9394681024637,77.45146027084353
