gen_name,retinal ganglion cell
ENSG00000000003,88.18423479628926
ENSG00000000005,7.003743286497044
ENSG00000000419,80.2039819888244
ENSG00000000457,42.022459718982255
ENSG00000000460,44.469158574296095
ENSG00000000938,2.799327293441111
ENSG00000000971,7.106819291488092
ENSG00000001036,70.24358487495253
ENSG00000001084,57.896164487603755
ENSG00000001167,48.961102370748115
ENSG00000001460,58.905224325937176
ENSG00000001461,53.64834807139369
ENSG00000001497,56.53447621114306
ENSG00000001561,41.01339988064884
ENSG00000001617,37.606466663049964
ENSG00000001629,69.95605707155644
ENSG00000001630,63.79319698367058
ENSG00000001631,75.7554386155265
ENSG00000002016,34.286334291759346
ENSG00000002079,1.9909944121955188
ENSG00000002330,93.99446644604785
ENSG00000002549,68.24716540986275
ENSG00000002586,95.84440948299246
ENSG00000002587,35.186893072207454
ENSG00000002745,13.757934139857863
ENSG00000002746,19.117886399392393
ENSG00000002822,44.4854337329789
ENSG00000002834,82.99245917647697
ENSG00000002919,46.99180817012966
ENSG00000002933,90.45190690609233
ENSG00000003056,82.0376498670862
ENSG00000003096,47.783865892692454
ENSG00000003137,18.18477730157869
ENSG00000003147,56.48565073509467
ENSG00000003249,54.46210600553355
ENSG00000003393,50.25226495958336
ENSG00000003400,26.76178592741279
ENSG00000003402,81.97254923235502
ENSG00000003436,84.30532197688927
ENSG00000003509,58.183692290999836
ENSG00000003756,82.4662290457332
ENSG00000003987,27.684044919437966
ENSG00000003989,42.09298540660772
ENSG00000004059,96.3923398253133
ENSG00000004139,47.24136060326588
ENSG00000004142,87.25112569847556
ENSG00000004399,54.868984972603485
ENSG00000004455,88.56941355178213
ENSG00000004468,0.8354581457169207
ENSG00000004478,89.1119188412087
ENSG00000004487,82.65068084413824
ENSG00000004534,91.16258883524114
ENSG00000004660,46.888732165138606
ENSG00000004700,68.17121466934303
ENSG00000004766,35.56664677480605
ENSG00000004777,43.47094884175121
ENSG00000004779,95.45923072749959
ENSG00000004799,42.08213530081918
ENSG00000004838,38.555850919546465
ENSG00000004846,24.86301741441979
ENSG00000004848,20.65860142136386
ENSG00000004864,80.76276243693376
ENSG00000004866,40.340693321759886
ENSG00000004897,71.83312537297239
ENSG00000004939,14.067162154831008
ENSG00000004961,67.558183692291
ENSG00000004975,73.20023870232734
ENSG00000005001,13.144903162805837
ENSG00000005007,44.25215645852547
ENSG00000005020,36.84695925785276
ENSG00000005022,98.47556013671134
ENSG00000005059,80.95263928823306
ENSG00000005075,95.24222861172896
ENSG00000005100,55.189063093365164
ENSG00000005102,7.850051538002495
ENSG00000005108,56.626702110345576
ENSG00000005156,71.81685021428959
ENSG00000005175,63.35919275212933
ENSG00000005187,26.44713285954538
ENSG00000005189,32.26278956219823
ENSG00000005194,80.37215862854663
ENSG00000005206,71.355720718277
ENSG00000005238,67.11332935496121
ENSG00000005243,49.37883144360657
ENSG00000005249,38.39852438561276
ENSG00000005302,85.17875549286606
ENSG00000005339,69.74448000868009
ENSG00000005379,44.6753105842782
ENSG00000005421,1.9638691477241903
ENSG00000005436,62.0680301632941
ENSG00000005448,96.18618781533121
ENSG00000005469,61.20544675310584
ENSG00000005471,38.57212607822926
ENSG00000005483,94.98182607280421
ENSG00000005486,88.49346281126242
ENSG00000005513,34.41111050832746
ENSG00000005700,84.29447187110074
ENSG00000005801,69.54917810448651
ENSG00000005810,79.59095101177236
ENSG00000005812,53.23061899853524
ENSG00000005844,10.454076927250041
ENSG00000005882,75.7717137742093
ENSG00000005884,76.42814517441545
ENSG00000005889,72.78250962946888
ENSG00000005893,80.47523463353767
ENSG00000005961,25.7635761948679
ENSG00000006007,85.57478435414745
ENSG00000006015,94.08669234525037
ENSG00000006016,48.733250149188954
ENSG00000006025,27.61351923181251
ENSG00000006042,97.50990072153203
ENSG00000006047,19.622416318559104
ENSG00000006062,22.34036781858623
ENSG00000006118,70.93256659252428
ENSG00000006125,84.48434872240004
ENSG00000006128,16.44876037541366
ENSG00000006194,54.961210871805996
ENSG00000006210,29.609938696902294
ENSG00000006282,70.27071013942387
ENSG00000006283,14.512016492160798
ENSG00000006327,88.62366408072478
ENSG00000006432,45.39684261921554
ENSG00000006451,80.33418325828677
ENSG00000006453,49.850811045407696
ENSG00000006459,43.715076221993165
ENSG00000006468,60.863668420767105
ENSG00000006530,52.8400151901481
ENSG00000006534,23.91363315792329
ENSG00000006576,60.33743829002333
ENSG00000006606,1.3291379590951011
ENSG00000006607,47.12200943959204
ENSG00000006625,92.22047414962296
ENSG00000006634,76.03211631313405
ENSG00000006638,16.947865241686106
ENSG00000006652,91.18428904681821
ENSG00000006695,43.78560190961862
ENSG00000006704,65.65399012640373
ENSG00000006712,66.52742364238051
ENSG00000006715,68.72457006455814
ENSG00000006740,41.810882656105896
ENSG00000006744,63.00656431400207
ENSG00000006747,29.718439754787607
ENSG00000006756,56.64840232192264
ENSG00000006757,77.0845765746216
ENSG00000006831,67.99218792383226
ENSG00000006837,51.386101014484886
ENSG00000007001,2.7722020289697826
ENSG00000007047,56.24694840774698
ENSG00000007062,57.07155644767536
ENSG00000007080,90.93473661368199
ENSG00000007168,90.11555362664787
ENSG00000007171,11.311235284544024
ENSG00000007174,39.57576086366842
ENSG00000007202,68.10611403461183
ENSG00000007237,64.28145174415451
ENSG00000007255,82.05935007866326
ENSG00000007264,13.204578744642761
ENSG00000007312,1.92589377746433
ENSG00000007314,2.2242716866489447
ENSG00000007341,52.51451201649216
ENSG00000007350,22.579070145933922
ENSG00000007372,98.6545868822221
ENSG00000007376,56.621277057451316
ENSG00000007384,40.64992133673304
ENSG00000007392,79.23289752075083
ENSG00000007402,32.01323712906201
ENSG00000007516,19.969619703792112
ENSG00000007520,74.32322465144036
ENSG00000007541,68.65946942982694
ENSG00000007545,36.45635544946563
ENSG00000007866,50.10578853143818
ENSG00000007923,47.838116421635114
ENSG00000007933,5.01817392719579
ENSG00000007944,37.70954266804101
ENSG00000007968,26.95708783160636
ENSG00000008018,97.40139966364673
ENSG00000008056,33.163348342646344
ENSG00000008083,70.90544132805296
ENSG00000008086,62.50203439483535
ENSG00000008118,29.403786686920196
ENSG00000008128,63.07709000162751
ENSG00000008130,65.20913578907394
ENSG00000008196,14.978571041067651
ENSG00000008197,19.443389573048336
ENSG00000008226,3.412358270493137
ENSG00000008256,37.7583681440894
ENSG00000008277,41.50165464113275
ENSG00000008282,84.85325231921011
ENSG00000008283,68.3665165735366
ENSG00000008294,87.18602506374438
ENSG00000008300,32.74019421689361
ENSG00000008311,77.05202625725602
ENSG00000008323,22.009439592036024
ENSG00000008324,85.47713340205067
ENSG00000008382,53.34997016220908
ENSG00000008394,84.31617208267781
ENSG00000008405,50.669994032441814
ENSG00000008441,26.154180003255036
ENSG00000008513,38.935604622145064
ENSG00000008517,85.80263657570661
ENSG00000008710,64.15125047469212
ENSG00000008735,28.10719904519069
ENSG00000008838,65.54006401562415
ENSG00000008853,42.83621765312212
ENSG00000008869,36.38582976184018
ENSG00000008952,94.81364943308196
ENSG00000008988,99.43579449899637
ENSG00000009307,97.14642217761623
ENSG00000009335,57.51641078500516
ENSG00000009413,91.30364021049205
ENSG00000009694,34.77458905224326
ENSG00000009709,15.114197363424292
ENSG00000009765,59.48570498562361
ENSG00000009780,53.69717354744209
ENSG00000009830,45.13644008029078
ENSG00000009844,66.74442575815114
