gen_name,embryonic stem cell,not applicable
ENSG00000004059,97.11066165848021,96.34017143407493
ENSG00000004139,42.36733121448522,37.65289415390542
ENSG00000004142,88.85678512953868,85.45699701435038
ENSG00000004399,53.90060676105172,67.80313974766446
ENSG00000004455,91.2982760281229,89.4153905422325
ENSG00000004468,2.49927766541462,27.424636424925357
ENSG00000004478,91.58720986227488,90.45555234517963
ENSG00000004487,73.63960319753443,73.47587402484831
ENSG00000004534,89.52133294808822,89.54059520369835
ENSG00000004660,37.98998362708273,32.577289800635654
ENSG00000004700,75.23355484927285,73.63478763363189
ENSG00000004766,55.07560435326977,51.14610420880285
ENSG00000004776,7.454492921121063,38.41856881440817
ENSG00000004777,48.10748338630454,41.351247231050756
ENSG00000004779,97.20215737262833,96.17162669748627
ENSG00000004799,60.81575652508909,68.61215448328998
ENSG00000004809,0.0,24.544929211210633
ENSG00000004838,36.13599152460753,28.12289319079264
ENSG00000004846,17.89945102571511,26.12443417124145
ENSG00000004848,12.308581334874313,2.200712703457575
ENSG00000004864,79.50977559472214,72.51757680824424
ENSG00000004866,54.6277569103342,49.46547240681884
ENSG00000004897,79.92872965424252,80.19358566888182
ENSG00000004939,12.963498025618799,36.973899643648274
ENSG00000004948,13.8832707310026,21.068092073581816
ENSG00000004961,72.3056919965328,69.80159876721565
ENSG00000004975,80.37176153327555,78.19031108542809
ENSG00000005001,18.607338919387463,23.047288837522874
ENSG00000005007,50.05778676683039,53.443128190311086
ENSG00000005020,84.77800250409324,81.30116536646442
ENSG00000005022,98.15563902532986,97.84262737166523
ENSG00000005059,72.54165462775691,72.58017913897717
ENSG00000005073,35.668881826061835,61.480304343638636
ENSG00000005075,96.53760955407878,95.69007030723297
ENSG00000005100,59.40961186554946,62.97312915342387
ENSG00000005102,62.554175093903496,71.92526244823269
ENSG00000005108,90.2195897139555,97.3129153423866
ENSG00000005156,69.15149764037368,63.86400847539247
ENSG00000005175,76.54338823076182,74.86757199268034
ENSG00000005187,56.915149764037366,69.26225561013194
ENSG00000005189,35.44736588654531,34.13271694115381
ENSG00000005194,90.49407685639989,84.80689588750843
ENSG00000005206,72.50313011653665,72.25272079360494
ENSG00000005238,53.890975633246654,49.15727631705673
ENSG00000005243,49.494365790234035,46.35461812578253
ENSG00000005249,44.74140421843398,58.06125397284022
ENSG00000005302,77.16941153809111,80.0587498796109
ENSG00000005339,78.6285274005586,80.43917942791101
ENSG00000005379,38.8760473851488,36.47789656168737
ENSG00000005381,0.0,19.681209669652315
ENSG00000005421,31.82606183184051,27.11162477126072
ENSG00000005436,70.02311470673216,70.94770297601849
ENSG00000005448,90.8745064047,81.9705287489165
ENSG00000005469,66.86410478667052,65.46759125493595
ENSG00000005471,33.8100741596841,18.01020899547337
ENSG00000005483,94.83289993258211,96.2342290282192
ENSG00000005486,91.3127227198305,86.27082731387846
ENSG00000005513,39.67543099296928,29.057112587884042
ENSG00000005700,79.93836078204758,77.28980063565444
ENSG00000005801,74.15968409900799,76.33150341905038
ENSG00000005810,80.7859000288934,86.57420783973804
ENSG00000005812,59.83338148897236,67.29268997399596
ENSG00000005844,0.0,21.43889049407686
ENSG00000005882,80.09727439083116,81.90792641818358
ENSG00000005884,72.13714725994413,81.17596070499854
ENSG00000005889,81.76827506501012,80.25137243571223
ENSG00000005893,89.709139940287,88.98198979100452
ENSG00000005961,37.099104305114125,30.000963112780504
ENSG00000005981,21.665221997495905,7.598959838197053
ENSG00000006007,86.76201483193682,86.5838389675431
ENSG00000006015,93.98054512183377,92.75739189059038
ENSG00000006016,32.3798516806318,15.925069825676585
ENSG00000006025,40.16180294712511,40.190696330540305
ENSG00000006042,96.21015120870653,96.89877684676875
ENSG00000006047,29.129346046422032,22.19974959067707
ENSG00000006062,33.564480400654915,33.19849754406241
ENSG00000006071,25.392468458056438,29.004141384956178
ENSG00000006118,66.87373591447559,62.03409419242993
ENSG00000006125,78.3058846190889,72.82095733410382
ENSG00000006128,33.79081190407397,28.060290860059713
ENSG00000006194,61.45141096022344,57.8830781084465
ENSG00000006210,42.376962342290284,48.81537127997689
ENSG00000006282,76.9045555234518,74.47269575267264
ENSG00000006283,51.97438120003852,42.6851584320524
ENSG00000006327,71.4292593662718,84.58056438408937
ENSG00000006377,7.719348935760377,3.977655783492247
ENSG00000006432,34.060483482615815,35.341423480689585
ENSG00000006451,90.02215159395165,91.3705094866609
ENSG00000006453,39.848791293460465,41.85206587691418
ENSG00000006459,44.54878166233266,49.393238948280846
ENSG00000006468,70.25907733795627,73.20620244630646
ENSG00000006530,66.49812193007801,61.658480208032366
ENSG00000006534,23.514398536068573,21.78561109505923
ENSG00000006555,9.616681113358375,23.182124626793797
ENSG00000006576,60.430511412886446,67.72609072522393
ENSG00000006606,19.946065684291632,13.387267649041704
ENSG00000006607,54.497736684965815,62.58306847731869
ENSG00000006611,68.42434749109121,59.356640662621594
ENSG00000006625,88.68824039295001,90.2195897139555
ENSG00000006634,78.03139747664451,71.40518154675912
ENSG00000006638,27.944717326398923,49.29211210632765
ENSG00000006652,79.63016469228546,92.50216700375614
ENSG00000006695,62.164114417798324,57.54598863526918
ENSG00000006704,61.167292689974,60.748338630453624
ENSG00000006712,81.83569295964558,82.38948280843687
ENSG00000006715,78.23846672445343,74.26562650486372
ENSG00000006740,42.75739189059039,49.667726090725225
ENSG00000006744,77.01531349321006,70.03274583453722
ENSG00000006747,46.475007223345855,71.87710680920736
ENSG00000006756,74.65568718096888,73.96224597900414
ENSG00000006757,91.2115958778773,80.9207358181643
ENSG00000006788,31.75382837330251,26.99123567369739
ENSG00000006831,69.69565636135991,74.07300394876239
ENSG00000006837,56.63103149378792,57.252239237214674
ENSG00000007001,22.175671771164403,16.18511027641337
ENSG00000007038,0.0,15.17384185688144
ENSG00000007047,55.03707984204951,49.817008571703745
ENSG00000007062,45.921217374554566,43.75421361841472
ENSG00000007080,93.43157083694501,88.56785129538669
ENSG00000007129,0.0,28.522584994702882
ENSG00000007168,89.26129249735143,90.67706828469613
ENSG00000007171,10.666474044110567,20.225368390638543
ENSG00000007174,40.60965039006067,43.68198015987672
ENSG00000007202,62.491572763170566,62.45786381585283
ENSG00000007216,30.752191081575653,20.88028508138303
ENSG00000007237,46.80728113262063,50.9053260136762
ENSG00000007255,91.25975151690263,87.01723971877107
ENSG00000007264,22.07454492921121,27.60762785322161
ENSG00000007312,26.904555523451794,40.20032745834537
ENSG00000007314,17.668303958393526,22.320138688240394
ENSG00000007341,67.70201290571126,70.39391312722721
ENSG00000007350,23.05691996532794,16.170663584705768
ENSG00000007372,8.022729461619955,7.22334585379948
ENSG00000007376,59.39034960993932,59.67446788018877
ENSG00000007384,46.54242511798132,43.12337474718289
ENSG00000007392,87.22912453048252,92.0302417413079
ENSG00000007402,40.879321968602525,38.51006452855629
ENSG00000007516,30.72811326206299,26.158143118559185
ENSG00000007520,50.97274390831167,55.59568525474333
ENSG00000007541,68.17393816815948,65.64576711932968
ENSG00000007545,46.788018877010494,51.04497736684965
ENSG00000007866,71.31850139651354,74.71828951170181
ENSG00000007908,0.0,40.532601367620146
ENSG00000007923,65.69873832225753,62.02446306462487
ENSG00000007944,79.97206972936532,88.87604738514881
ENSG00000007968,34.2193970913994,32.384667244534334
ENSG00000008018,98.68535105460849,98.40123278435905
ENSG00000008056,28.720023114706734,28.146971010305304
ENSG00000008083,85.3703168641048,84.43128190311086
ENSG00000008086,57.989020514302226,61.499566599248766
ENSG00000008118,37.80217663488394,42.57921602619667
ENSG00000008128,82.56284310892805,86.90166618511027
ENSG00000008130,54.945584127901384,55.927959164018105
ENSG00000008196,51.26167774246364,44.736588654531445
ENSG00000008226,17.258981026678224,3.7898487912934606
ENSG00000008256,44.16835211403256,52.99528074737552
ENSG00000008277,39.13608783588558,44.98699797746316
ENSG00000008282,93.90831166329578,94.83289993258211
ENSG00000008283,53.80429548300106,59.13030915920254
ENSG00000008294,81.24337859963401,87.36877588365599
ENSG00000008300,23.374747182895117,12.549359530000965
ENSG00000008311,80.74737551767312,89.78618896272754
ENSG00000008323,23.225464701916597,23.967061542906674
ENSG00000008324,84.71058460945777,81.74901280939999
ENSG00000008382,39.333525955889435,36.824617162669746
ENSG00000008394,87.79254550707888,83.10700182991428
ENSG00000008405,67.85611095059232,56.26504863719541
ENSG00000008441,38.240392950014446,39.05903881344505
ENSG00000008513,81.58528363671385,84.81171145141097
ENSG00000008516,13.762881633439275,13.473947799287297
ENSG00000008517,60.69536742752576,70.89473177309063
ENSG00000008710,50.948666088799,59.308485023596255
ENSG00000008735,30.713666570355393,16.421072907637484
ENSG00000008838,78.48887604738515,58.14793412308581
ENSG00000008853,45.63228354040258,46.041606472117884
ENSG00000008869,45.979004141384955,47.67408263507657
ENSG00000008952,97.98227872483868,98.57459308485024
ENSG00000008988,99.63401714340749,99.63401714340749
ENSG00000009307,96.91322353847636,96.03197534431281
ENSG00000009335,55.23933352595589,58.72098622748724
ENSG00000009413,85.7940864875277,91.80391023788886
ENSG00000009694,36.87758836559761,31.82606183184051
ENSG00000009709,37.71068092073582,0.0
ENSG00000009765,45.13628045844168,51.69507849369162
ENSG00000009780,61.98112298950207,66.14177020129057
ENSG00000009790,14.02773764807859,25.76808244245401
ENSG00000009830,54.6566502937494,49.321005489742845
ENSG00000009844,81.66233265915439,75.72955793123374
ENSG00000009950,37.0509486660888,37.9851680631802
ENSG00000009954,82.57247423673311,85.93855340460368
ENSG00000010017,62.20263892901858,63.21872291245305
ENSG00000010030,9.058075700664547,3.346816912260426
ENSG00000010072,70.55764229991331,68.97332177597997
ENSG00000010165,67.16266974862756,61.095059231436
ENSG00000010219,83.33333333333334,78.7729943176346
ENSG00000010244,95.3000096311278,95.2855629394202
ENSG00000010256,95.49263218722912,91.68352114032552
ENSG00000010270,91.92429933545219,87.67215640951555
ENSG00000010278,77.29943176345951,95.4155831647886
ENSG00000010282,13.526919002215159,4.6133102186266015
ENSG00000010292,60.91206780313975,53.85245112202639
ENSG00000010295,45.940479630164695,49.00799383607821
ENSG00000010310,19.984590195511895,0.0
ENSG00000010318,53.467206009823755,41.799094673986325
ENSG00000010319,43.46046422036021,56.60213811037272
ENSG00000010322,72.62351921409997,69.34412019647502
ENSG00000010327,2.094770297601849,47.43330443994992
ENSG00000010361,73.34585379947993,71.45333718578446
ENSG00000010379,64.10960223442164,50.95348165270153
ENSG00000010404,74.20783973803331,70.28315515746894
ENSG00000010438,20.504671096985458,23.085813348743137
ENSG00000010539,54.83964172204565,49.730328421458154
ENSG00000010610,35.129538668978135,47.221419628238465
ENSG00000010626,64.50929403833189,56.34691322353847
ENSG00000010671,8.67283058846191,23.938168159491475
ENSG00000010704,43.903496099393244,45.203698353077144
ENSG00000010803,65.2412597515169,59.486660887989984
ENSG00000010810,78.84522777617259,85.83261099874795
ENSG00000010818,38.707502648560144,49.66291052682269
ENSG00000010932,72.58981026678224,56.958489839160166
ENSG00000011007,78.73928537031686,79.52422228642973
ENSG00000011009,85.79890205143023,81.41673890012521
ENSG00000011021,45.405952036983535,50.39006067610517
ENSG00000011028,74.92535875951074,68.12096696523163
ENSG00000011052,97.87152075508043,96.98064143311181
ENSG00000011083,8.388712318212463,12.193007801213522
ENSG00000011105,66.05509005104497,69.32485794086487
ENSG00000011114,79.84686506789946,87.69623422902822
ENSG00000011132,58.3646344986998,51.64210729076375
ENSG00000011143,69.74862756428777,65.20755080419917
ENSG00000011198,67.51902147741501,81.50823461427333
ENSG00000011201,62.997206972936524,34.58056438408938
ENSG00000011243,78.32996243860157,78.67668303958393
ENSG00000011258,67.26379659058075,70.07608590966002
ENSG00000011260,85.05248964653761,79.45680439179428
ENSG00000011275,80.22729461619956,77.36203409419244
ENSG00000011295,84.93691611287682,80.90628912645671
ENSG00000011304,91.3416161032457,91.24530482519503
ENSG00000011332,44.59212173745545,28.565925069825678
ENSG00000011347,22.34421650775306,20.182028315515748
ENSG00000011376,50.57786766830395,44.64027737648079
ENSG00000011405,77.63170567273427,79.89502070692478
ENSG00000011422,54.17990946739864,66.34402388519696
ENSG00000011426,48.85389579119715,46.89396128286623
ENSG00000011451,64.02773764807858,56.17836848694983
ENSG00000011454,73.43253394972551,80.5547529615718
ENSG00000011465,97.21660406433593,98.12674564191467
ENSG00000011478,33.68005393431571,32.63026100356352
ENSG00000011485,80.24174130790715,73.44216507753057
ENSG00000011523,78.36367138591929,80.93518250987191
ENSG00000011566,58.94250216700375,67.59607049985553
ENSG00000011600,18.67475681402292,69.9556968120967
ENSG00000011638,69.18039102378889,66.21400365982856
ENSG00000011677,25.190214774150054,4.4784744293556775
ENSG00000012048,63.969950881248195,66.43070403544255
ENSG00000012061,92.86814986034865,87.72512761244342
ENSG00000012124,42.15063083887124,42.62255610131946
ENSG00000012171,87.70586535683329,90.4362900895695
ENSG00000012174,61.74997592218049,56.47693344890686
ENSG00000012211,41.65462775691034,35.82779543484542
ENSG00000012223,3.7031686410478666,17.668303958393526
ENSG00000012232,55.133391120100164,47.288837522873926
ENSG00000012504,40.64817490128094,44.134643166714824
ENSG00000012660,88.29336415294232,85.01396513531735
ENSG00000012779,24.241548685351056,32.9336415294231
ENSG00000012822,83.26109987479533,74.99759221804874
ENSG00000012963,57.7819512664933,55.913512472310515
ENSG00000012983,71.66040643359337,75.35394394683618
ENSG00000013016,35.10546084946547,72.6427814697101
ENSG00000013275,94.19724549744774,92.76220745449292
ENSG00000013288,51.73360300491188,47.74631609361456
ENSG00000013293,50.63083887123182,54.80111721082539
ENSG00000013297,94.20206106135028,93.35452181450448
ENSG00000013306,92.71886737937012,85.58701723971876
ENSG00000013364,55.23451796205335,54.5410767600886
ENSG00000013374,82.51950303380526,83.50187806992199
ENSG00000013375,80.34286814986035,80.52104401425407
ENSG00000013392,57.11740344794375,47.08176827506501
ENSG00000013441,81.26745641914668,96.85062120774343
ENSG00000013503,53.655013002022535,50.32745834537224
ENSG00000013523,54.647019165944336,51.14128864490032
ENSG00000013561,79.82760281228933,85.52923047288837
ENSG00000013563,54.52181450447847,46.556871809688914
ENSG00000013573,67.29268997399596,59.53000096311278
ENSG00000013583,85.09101415775787,87.13281325243186
ENSG00000013588,77.1983049215063,57.372628334778
ENSG00000013619,35.71222190118463,27.911008379081192
ENSG00000013725,17.008571703746508,23.6347876336319
ENSG00000013810,73.5481074833863,67.6057016276606
ENSG00000014123,88.73639603197535,87.9996147548878
ENSG00000014138,76.83232206491381,82.36058942502167
ENSG00000014164,55.36453818742175,40.93710873543292
ENSG00000014216,84.67687566214003,81.78272175671772
ENSG00000014257,49.97592218048734,50.47192526244824
ENSG00000014641,97.46219782336512,96.7302321101801
ENSG00000014824,83.98343446017529,78.84522777617259
ENSG00000014914,55.70162766059905,50.49118751805837
ENSG00000014919,69.63786959452952,67.11932967350477
ENSG00000015133,43.84089376866031,60.50274487142444
ENSG00000015153,83.4440913030916,89.12164114417799
ENSG00000015171,76.62043725320234,77.70393913127226
ENSG00000015285,26.644515072715013,23.461427333140712
ENSG00000015413,66.39699508812483,67.65385726668592
ENSG00000015475,66.78224020032746,71.2703457574882
ENSG00000015479,94.11056534720215,93.52306655109314
ENSG00000015520,21.597804102860447,14.38408937686603
ENSG00000015532,53.13493210054897,49.345083309255514
ENSG00000015568,64.7163632861408,76.06183184050852
ENSG00000015592,46.22459790041414,31.108542810363094
ENSG00000015676,71.99268034286816,70.88510064528556
ENSG00000016082,32.48579408648753,0.0
ENSG00000016391,57.252239237214674,44.05277858037176
ENSG00000016402,19.613791775016853,34.383126264085526
ENSG00000016864,88.52451122026389,86.18896272753538
ENSG00000017260,78.43590484445728,78.00250409322932
ENSG00000017427,90.11846287200231,57.55561976307425
ENSG00000017483,31.10372724646056,28.161417702012905
ENSG00000017797,77.6509679283444,87.80217663488395
ENSG00000018189,82.3942983723394,80.62698642010979
ENSG00000018236,53.86689781373399,74.0441105653472
ENSG00000018280,46.239044592121736,41.775016854473655
ENSG00000018408,78.65260522007127,86.13599152460753
ENSG00000018510,72.73427718385823,67.23490320716556
ENSG00000018610,64.05181546759125,63.26687855147838
ENSG00000018625,49.93258210536454,38.04295483001059
ENSG00000018699,63.40652990465183,58.3790811904074
ENSG00000018869,51.56987383222575,53.72724646056053
ENSG00000019102,25.613984397572953,32.26427814697101
ENSG00000019144,73.27362034094193,82.83251468746991
ENSG00000019169,14.162573437349513,11.586246749494364
ENSG00000019186,3.3420013483578925,5.403062698642011
ENSG00000019485,38.99643648271213,45.121833766734085
ENSG00000019505,30.834055667918715,30.034672060098238
ENSG00000019549,91.7798324183762,89.67061542906674
ENSG00000019582,73.51921409997111,96.59058075700665
ENSG00000019991,52.89415390542233,37.27728016950785
ENSG00000019995,68.66994125012039,72.38274101897332
ENSG00000020129,50.44784744293557,25.421361841471636
ENSG00000020181,64.75488779736108,71.14995665992487
ENSG00000020256,61.29731291534238,57.4015217181932
ENSG00000020426,87.07502648560146,90.7878262544544
ENSG00000020577,46.12347105846094,55.995377058653574
ENSG00000020633,7.218530289896948,26.726379659058075
ENSG00000020922,74.71347394779929,73.81777906192816
ENSG00000021300,52.01290571125878,60.050081864586346
ENSG00000021355,74.93980545121833,70.70692478089184
ENSG00000021461,16.921891553500913,24.88201868438794
ENSG00000021488,35.562939420206106,29.76018491765386
ENSG00000021574,62.0870653953578,65.79986516421073
ENSG00000021645,56.83810074159684,47.953385341423484
ENSG00000021762,46.02715978041029,46.58576519310411
ENSG00000021776,78.87412115958779,78.53703168641047
ENSG00000021826,79.15823942983722,71.99749590677068
ENSG00000022267,81.55639025329866,87.05576422999133
ENSG00000022277,94.64027737648078,93.37859963401715
ENSG00000022355,5.995377058653569,0.0
ENSG00000022556,52.16700375613984,42.06395068862564
ENSG00000022567,35.2114032553212,28.31070018299143
ENSG00000022840,78.12289319079264,83.08773957430415
ENSG00000022976,41.7075989598382,37.999614754887794
ENSG00000023041,84.22902821920447,83.28999325821054
ENSG00000023171,44.028700760859095,38.38485986709044
ENSG00000023191,94.77511316575172,94.96773572185303
ENSG00000023228,85.1680631801984,83.89193874602717
ENSG00000023287,88.4522777617259,89.03496099393239
ENSG00000023318,91.40903399788115,92.1458152749687
ENSG00000023330,75.29134161610325,81.18559183280361
ENSG00000023445,24.342675527304248,47.284021958971394
ENSG00000023516,70.22055282673601,71.2847924491958
ENSG00000023572,75.4743330443995,72.24308966579986
ENSG00000023608,78.3781180776269,82.66396995088124
ENSG00000023697,83.7667340845613,81.61899258403159
ENSG00000023734,96.98545699701435,95.36742752576328
ENSG00000023839,29.774631609361457,29.692767023018398
ENSG00000023892,41.29827602812289,33.3140710777232
ENSG00000023902,82.72657228161418,82.92882596552056
ENSG00000023909,46.47019165944332,59.077337956274675
ENSG00000024048,66.95560050081865,70.4950399691804
ENSG00000024422,58.83655976114803,56.85736299720697
ENSG00000024526,65.42425117981315,58.67764615236444
ENSG00000024862,70.43725320234999,76.32187229124531
ENSG00000025039,58.244245401136475,50.73196571318501
ENSG00000025156,79.17268612154483,77.61725898102668
ENSG00000025293,87.65289415390542,88.37522873928538
ENSG00000025423,23.875565828758546,23.567369738996437
ENSG00000025434,52.80747375517672,52.79784262737166
ENSG00000025708,28.146971010305304,55.090051044977365
ENSG00000025770,77.54502552248869,73.44698064143311
ENSG00000025772,79.58200905326014,70.06163921795242
ENSG00000025796,93.62900895694885,93.05595685254742
ENSG00000025800,81.38302995280748,80.84850235962632
ENSG00000026025,99.70625060194548,99.54733699316189
ENSG00000026036,29.846865067899454,32.9047481460079
ENSG00000026103,30.997784840604837,44.38505248964654
ENSG00000026297,89.27092362515651,82.52431859770779
ENSG00000026508,32.02831551574689,50.0433400751228
ENSG00000026559,43.89386497158817,42.232495425214296
ENSG00000026652,71.08735432919194,67.55754598863527
ENSG00000026751,15.250890879321968,14.827121255899064
ENSG00000026950,48.65164210729077,44.457285948184534
ENSG00000027001,62.0148319368198,58.96657998651642
ENSG00000027075,25.15650582683232,44.39949918135414
ENSG00000027644,13.401714340749301,4.444765482037947
ENSG00000027697,81.58046807281133,87.11836656072425
ENSG00000027847,82.78917461234711,75.79697582586921
ENSG00000027869,34.52277761725898,27.08754695174805
ENSG00000028116,58.12867186747568,55.46566502937495
ENSG00000028137,33.03476837137629,46.09457767504575
ENSG00000028203,86.84869498218242,85.64961957045169
ENSG00000028277,44.42357700086681,32.46653183087739
ENSG00000028310,60.01155735336607,72.51276124434172
ENSG00000028528,78.43108928055476,81.45526341134547
ENSG00000028839,82.8903014543003,82.20167581623808
ENSG00000029153,24.81460078975248,31.71530386208225
ENSG00000029363,95.7526726379659,96.78320331310798
ENSG00000029364,59.62149667726091,59.428874121159595
ENSG00000029534,34.546855436771644,21.530386208224982
ENSG00000029639,64.65376095540788,66.85447365886546
ENSG00000029725,85.1247231050756,84.5998266396995
ENSG00000029993,94.6884330155061,93.5182509871906
ENSG00000030066,75.04574785707406,77.54020995858615
ENSG00000030110,68.70846576134065,66.38736396031976
ENSG00000030304,29.447173263989214,0.0
ENSG00000030419,30.67995762303766,36.396031975344314
ENSG00000030582,94.41876143696427,94.5391505345276
ENSG00000031003,72.34421650775306,77.13088702687084
ENSG00000031081,34.93691611287682,43.56640662621593
ENSG00000031691,61.774053741693145,65.21718193200424
ENSG00000031698,92.9355677549841,91.59684099007994
ENSG00000031823,83.60782047577771,77.3138784551671
ENSG00000032219,83.33814889723587,88.35596648367525
ENSG00000032389,82.59173649234324,72.35384763555813
ENSG00000032444,47.442935567754986,39.31907926418183
ENSG00000032742,80.6125397284022,78.9945102571511
ENSG00000033011,63.059809303669454,57.70971780795531
ENSG00000033030,66.18511027641337,73.72628334778003
ENSG00000033050,76.07146296831358,65.16421072907637
ENSG00000033100,62.67456419146682,46.971010305306756
ENSG00000033122,40.643359337378406,49.24395646730232
ENSG00000033170,81.75864393720505,78.05065973225464
ENSG00000033178,80.31397476644516,78.48406048348262
ENSG00000033327,33.997881151882886,40.465183472984684
ENSG00000033627,73.1532312433786,69.24780891842434
ENSG00000033800,88.36559761148031,85.00433400751228
ENSG00000033867,59.10623133968988,76.08590966002119
ENSG00000034053,64.33111817393818,50.240778195126644
ENSG00000034152,54.512183376673406,70.36983530771454
ENSG00000034239,41.6642588847154,47.977463160936146
ENSG00000034510,99.77366849658095,99.61475488779736
ENSG00000034533,0.0,60.77723201386882
ENSG00000034677,79.00895694885871,88.23076182220937
ENSG00000034693,66.07916787055764,69.56563613599153
ENSG00000034713,97.74150052971203,98.02080323605894
ENSG00000035115,80.88702687084658,81.68159491476452
ENSG00000035141,90.79264181835694,88.60637580660695
ENSG00000035403,86.76683039583935,88.16334392757392
ENSG00000035499,59.71299239140904,58.051622845035155
ENSG00000035664,33.2562843108928,47.80891842434749
ENSG00000035681,53.38052585957816,52.98564961957045
ENSG00000035687,83.60300491187517,85.48589039776557
ENSG00000035720,0.0,5.533082924010402
ENSG00000035862,76.96715785418472,78.90783010690552
ENSG00000035928,93.43638640084754,93.96609843012617
ENSG00000036054,71.24626793797553,67.52383704131753
ENSG00000036257,73.5047674082635,75.07464124048926
ENSG00000036448,35.74593084850236,48.637195415583165
ENSG00000036473,15.10642396224598,0.0
ENSG00000036530,51.22315323124338,50.31782721756718
ENSG00000036549,73.17249349898873,75.36839063854377
ENSG00000036565,19.873832225753635,0.0
ENSG00000036672,44.76066647404411,37.03168641047866
ENSG00000036828,63.10796494269479,67.76943080034673
ENSG00000037042,66.17066358470576,54.102860444958104
ENSG00000037241,94.65953963209091,92.40104016180295
ENSG00000037280,30.92555138206684,52.57632668785514
ENSG00000037474,64.93787922565733,63.859192911489934
ENSG00000037637,65.99730328421458,65.6505826832322
ENSG00000037749,42.30472888375228,40.54223249542521
ENSG00000037757,68.36656072426082,74.9494365790234
ENSG00000037897,62.00520080901474,59.269960512375995
ENSG00000037965,85.18250987190599,76.35076567466051
ENSG00000038002,64.72117885004334,66.66666666666666
ENSG00000038210,41.678705576423,37.60955407878262
ENSG00000038219,81.30116536646442,87.25320234999518
ENSG00000038274,83.21294423577001,83.51150919772705
ENSG00000038295,33.049215063083885,28.19512664933064
ENSG00000038358,59.92969276702301,49.86997977463161
ENSG00000038382,64.889723586632,66.54627756910334
ENSG00000038427,98.45420398728692,97.15881729750554
ENSG00000038532,46.73986323798517,46.961379177501684
ENSG00000038945,24.207839738033325,28.724838678609267
ENSG00000039068,38.736396031975346,47.06732158335741
ENSG00000039123,75.91736492343253,68.95887508427236
ENSG00000039139,23.947799287296544,37.22430896657999
ENSG00000039319,84.00751227968796,87.5469517480497
ENSG00000039523,79.38938649715882,82.22093807184821
ENSG00000039537,25.498410863912163,19.96051237599923
ENSG00000039560,82.82769912356737,90.23885196956563
ENSG00000039600,11.937782914379273,18.708465761340655
ENSG00000039650,82.92401040161803,76.23037657709718
ENSG00000039987,0.0,19.12741982086102
ENSG00000040199,53.871713377636524,50.4237696234229
ENSG00000040275,69.96051237599923,71.74708658383896
ENSG00000040341,76.63006838100742,73.43253394972551
ENSG00000040487,68.05354907059616,57.021092169893095
ENSG00000040531,56.765867283058846,52.393335259558896
ENSG00000040608,43.87460271597804,35.84224212655302
ENSG00000040633,83.56929596455745,70.10979485697774
ENSG00000040731,58.31647885967447,39.19387460271598
ENSG00000040933,48.213425792160265,48.37233940094385
ENSG00000041353,21.87710680920736,22.52239237214678
ENSG00000041357,98.77203120485409,97.93893864971588
ENSG00000041515,27.386111913705097,15.852836367138593
ENSG00000041802,68.4099007993836,70.9332562843109
ENSG00000041880,69.33930463257248,43.99499181354137
ENSG00000041982,66.52701531349321,93.80718482134259
ENSG00000041988,72.78243282288356,70.77915823942985
