gen_name,astrocyte,neuron,olfactory projection neuron,"olfactory projection neuron innervating DA1, VA1d or DC3 glomerulus",olfactory projection neuron innervating VM2 glomerulus,olfactory projection neuron innvervating DC2 glomerulus
FBgn0037431,0.0,0.0,33.05386178861789,37.00880758807588,37.957317073170735,0.0
FBgn0037432,0.0,0.0,28.252032520325205,34.86619241192412,34.231029810298104,0.0
FBgn0037433,0.0,45.32520325203252,33.62974254742547,31.60569105691057,41.700542005420054,0.0
FBgn0037435,0.0,0.0,50.22865853658537,55.46239837398373,53.43834688346883,44.4359756097561
FBgn0037436,0.0,0.0,10.018631436314362,23.213075880758808,0.0,0.0
FBgn0037439,83.29945799457995,79.30216802168022,71.97662601626016,65.85365853658537,67.49661246612466,74.7289972899729
FBgn0037440,0.0,61.56842818428184,53.20968834688347,50.6859756097561,30.665650406504064,31.59722222222222
FBgn0037442,80.36924119241192,89.53252032520325,92.20020325203252,93.23340108401084,90.83672086720867,93.25033875338752
FBgn0037443,90.3539972899729,54.28523035230353,70.9180216802168,61.92411924119241,68.40277777777779,79.0650406504065
FBgn0037445,74.00914634146342,80.41158536585365,77.10027100271003,78.36212737127371,76.43970189701898,75.70291327913279
FBgn0037446,0.0,63.86348238482385,73.11144986449864,73.66192411924119,69.35975609756098,75.78760162601627
FBgn0037447,0.0,0.0,18.09789972899729,31.580284552845526,0.0,46.44308943089431
FBgn0037448,0.0,0.0,13.567073170731708,33.16395663956639,0.0,0.0
FBgn0037454,0.0,0.0,14.955962059620594,16.76829268292683,33.392615176151764,0.0
FBgn0037455,0.0,0.0,1.4735772357723578,18.631436314363143,0.0,0.0
FBgn0037464,0.0,0.0,5.038956639566396,8.214769647696476,0.0,0.0
FBgn0037465,0.0,0.0,71.875,67.86077235772358,63.23678861788618,72.52710027100271
FBgn0037466,86.96646341463415,70.90108401084011,77.09180216802169,72.09518970189703,87.27134146341463,70.17276422764228
FBgn0037467,0.0,66.88685636856368,75.06775067750678,73.97527100271003,71.58705962059621,78.84485094850947
FBgn0037468,88.1690379403794,96.4939024390244,95.87567750677508,92.97086720867209,97.1798780487805,95.9349593495935
FBgn0037469,72.62025745257452,74.7459349593496,74.6019647696477,79.64939024390245,74.91531165311653,72.87432249322492
FBgn0037470,0.0,77.13414634146342,85.34891598915989,83.62974254742548,81.0721544715447,85.34891598915989
FBgn0037472,62.889566395663955,94.33434959349594,98.36551490514906,96.86653116531166,98.73814363143632,98.6788617886179
FBgn0037473,91.82757452574526,0.0,59.52743902439024,65.04911924119241,56.13143631436315,70.05420054200542
FBgn0037475,0.0,45.06266937669376,6.309281842818429,25.635162601626014,46.731029810298104,0.0
FBgn0037477,0.0,0.0,1.4905149051490514,17.1239837398374,0.0,0.0
