gen_name,macrophage
ENSMUSG00000001065,28.371539148556117
ENSMUSG00000001082,72.46948496576363
ENSMUSG00000001089,76.24292944328668
ENSMUSG00000001095,15.317058648407263
ENSMUSG00000001098,48.496576362012505
ENSMUSG00000001100,71.5391485561179
ENSMUSG00000001105,85.65793390890147
ENSMUSG00000001120,12.272997916046442
ENSMUSG00000001123,86.65525454004168
ENSMUSG00000001127,82.95623697529027
ENSMUSG00000001128,96.74754391187854
ENSMUSG00000001134,52.27746353081274
ENSMUSG00000001138,68.43554629353974
ENSMUSG00000001143,75.00744269127718
ENSMUSG00000001150,35.858886573384936
ENSMUSG00000001151,66.11342661506401
ENSMUSG00000001156,67.52009526644834
ENSMUSG00000001157,53.91485561178923
ENSMUSG00000001158,86.1714796070259
ENSMUSG00000001166,16.098541232509675
ENSMUSG00000001173,82.20452515629651
ENSMUSG00000001175,98.78684132182197
ENSMUSG00000001211,64.24531110449539
ENSMUSG00000001225,11.089610002977077
ENSMUSG00000001228,17.304257219410538
ENSMUSG00000001229,56.58678178029175
ENSMUSG00000001240,61.63292646621018
ENSMUSG00000001247,36.752009526644834
ENSMUSG00000001248,48.66775826138732
ENSMUSG00000001249,48.258410241143196
ENSMUSG00000001270,91.8353676689491
ENSMUSG00000001280,66.47067579636796
ENSMUSG00000001281,39.61744566835368
ENSMUSG00000001285,58.29115808276273
ENSMUSG00000001288,11.811551056862161
ENSMUSG00000001289,98.66031557011014
ENSMUSG00000001300,1.4587674903245014
ENSMUSG00000001305,33.611193807680856
ENSMUSG00000001323,14.230425721941053
ENSMUSG00000001348,96.27121167013992
ENSMUSG00000001366,59.22893718368562
ENSMUSG00000001376,65.96457278952069
ENSMUSG00000001380,58.88657338493599
ENSMUSG00000001383,87.20601369455196
ENSMUSG00000001403,43.16016671628461
ENSMUSG00000001415,78.34921107472462
ENSMUSG00000001416,72.75230723429593
ENSMUSG00000001418,87.86097052694254
ENSMUSG00000001419,59.60107174754391
ENSMUSG00000001420,7.606430485263472
ENSMUSG00000001424,65.41381363501043
ENSMUSG00000001436,19.284013099136647
ENSMUSG00000001440,79.15302173265853
ENSMUSG00000001441,98.4965763620125
ENSMUSG00000001445,51.56296516820482
ENSMUSG00000001467,65.8306043465317
ENSMUSG00000001472,92.12563262875855
ENSMUSG00000001473,82.59154510270915
ENSMUSG00000001482,22.618338791306936
ENSMUSG00000001507,7.941351592735933
ENSMUSG00000001517,28.252456088121463
ENSMUSG00000001518,45.07293837451623
ENSMUSG00000001520,5.135456981244418
ENSMUSG00000001521,76.97231318844895
ENSMUSG00000001524,45.66091098541232
ENSMUSG00000001525,95.57904138136351
ENSMUSG00000001542,38.530812741887466
ENSMUSG00000001552,70.48228639476034
ENSMUSG00000001569,94.83477225364692
ENSMUSG00000001576,64.86305448050015
ENSMUSG00000001583,10.97796963381959
ENSMUSG00000001588,18.524858588865733
ENSMUSG00000001604,41.83536766894909
ENSMUSG00000001622,18.80023816612087
ENSMUSG00000001627,59.87645132479905
ENSMUSG00000001632,50.446561476629945
ENSMUSG00000001642,89.16344150044657
ENSMUSG00000001663,15.897588568026197
ENSMUSG00000001665,41.23250967549866
ENSMUSG00000001666,83.4697826734147
ENSMUSG00000001672,13.173563560583506
ENSMUSG00000001674,80.58946114915153
ENSMUSG00000001687,91.90235189044358
ENSMUSG00000001700,23.533789818398333
ENSMUSG00000001707,49.18874665078892
ENSMUSG00000001729,83.26138731765407
ENSMUSG00000001739,47.878832986007744
ENSMUSG00000001741,87.13902947305746
ENSMUSG00000001750,91.82048228639475
ENSMUSG00000001751,53.86275677284906
ENSMUSG00000001755,49.66507889252754
ENSMUSG00000001761,62.14647216433462
ENSMUSG00000001763,54.234891336707356
ENSMUSG00000001767,44.4254242334028
ENSMUSG00000001768,85.73980351295029
ENSMUSG00000001774,76.26525751711819
ENSMUSG00000001783,84.45966061327776
ENSMUSG00000001785,37.339982137540936
ENSMUSG00000001786,49.27805894611492
ENSMUSG00000001794,93.69604048824056
ENSMUSG00000001829,30.194998511461748
ENSMUSG00000001833,87.3027686811551
ENSMUSG00000001844,48.45192021434951
ENSMUSG00000001847,95.00595415302173
ENSMUSG00000001855,52.15093777910093
ENSMUSG00000001870,24.73206311402203
ENSMUSG00000001891,71.99315272402501
ENSMUSG00000001909,72.3876153617148
ENSMUSG00000001910,59.85412325096755
ENSMUSG00000001911,52.74635308127419
ENSMUSG00000001918,64.42393569514736
ENSMUSG00000001924,83.89401607621316
ENSMUSG00000001930,49.732063114022026
ENSMUSG00000001942,26.94254242334028
ENSMUSG00000001948,26.295028282226852
ENSMUSG00000001962,70.22179220005954
ENSMUSG00000001964,82.75528431080679
ENSMUSG00000001983,18.867222387615364
ENSMUSG00000001995,51.14617445668353
ENSMUSG00000001998,73.39982137540935
ENSMUSG00000001999,84.9508782375707
ENSMUSG00000002007,33.283715391485565
ENSMUSG00000002010,77.69425424233403
ENSMUSG00000002014,96.7326585293242
ENSMUSG00000002015,88.2628758559095
ENSMUSG00000002017,47.39505805299196
ENSMUSG00000002028,79.82286394760345
ENSMUSG00000002031,36.32033343256922
ENSMUSG00000002033,47.71509377791009
ENSMUSG00000002043,77.962191128312
ENSMUSG00000002052,61.59571300982435
ENSMUSG00000002055,33.78981839833284
ENSMUSG00000002058,36.759452217922004
ENSMUSG00000002059,76.69693361119381
ENSMUSG00000002064,81.39327180708544
ENSMUSG00000002068,1.5704078594819888
ENSMUSG00000002083,29.43584400119083
ENSMUSG00000002102,88.49359928550163
ENSMUSG00000002103,92.31169991068771
ENSMUSG00000002104,63.992259601071744
ENSMUSG00000002105,31.296516820482285
ENSMUSG00000002107,95.51949985114618
ENSMUSG00000002108,48.94313783864245
ENSMUSG00000002109,13.262875855909497
ENSMUSG00000002111,97.24620422744864
ENSMUSG00000002129,72.6257814825841
ENSMUSG00000002147,75.90800833581423
ENSMUSG00000002204,48.07978565049122
ENSMUSG00000002205,71.74010122060137
ENSMUSG00000002210,67.8550163739208
ENSMUSG00000002221,71.36796665674308
ENSMUSG00000002222,72.42482881810062
ENSMUSG00000002227,44.164930038701996
ENSMUSG00000002233,85.88121464721642
ENSMUSG00000002249,11.640369157487347
ENSMUSG00000002250,57.66597201548079
ENSMUSG00000002257,47.633224173861265
ENSMUSG00000002274,19.269127716582314
ENSMUSG00000002279,24.94790116105984
ENSMUSG00000002280,63.18100625186067
ENSMUSG00000002289,13.300089312295327
ENSMUSG00000002297,93.85233700506103
ENSMUSG00000002307,52.73891038999702
ENSMUSG00000002308,29.56236975290265
ENSMUSG00000002319,14.461149151533196
ENSMUSG00000002320,55.15034236379876
ENSMUSG00000002325,81.56445370646026
ENSMUSG00000002326,70.23667758261386
ENSMUSG00000002329,75.7814825841024
ENSMUSG00000002332,80.65644537064603
ENSMUSG00000002342,49.84370348317952
ENSMUSG00000002343,15.91247395058053
ENSMUSG00000002345,68.67371241440905
ENSMUSG00000002346,8.186960404882406
ENSMUSG00000002365,78.10360226257815
ENSMUSG00000002372,58.45489729086037
ENSMUSG00000002379,92.73593331348616
ENSMUSG00000002393,48.57844596606133
ENSMUSG00000002395,94.60404882405477
ENSMUSG00000002396,52.962191128312
ENSMUSG00000002409,23.161655254540044
ENSMUSG00000002413,50.193509973206304
ENSMUSG00000002416,91.38136350104197
ENSMUSG00000002428,78.1557011015183
ENSMUSG00000002455,47.789520690681755
ENSMUSG00000002458,78.5055075915451
ENSMUSG00000002475,12.61536171479607
ENSMUSG00000002477,89.01458767490324
ENSMUSG00000002486,16.470675796367967
ENSMUSG00000002489,2.2625781482584104
ENSMUSG00000002496,46.55403393867223
ENSMUSG00000002504,72.16433462339981
ENSMUSG00000002524,81.98124441798154
ENSMUSG00000002546,57.6213158678178
ENSMUSG00000002550,52.0244120273891
ENSMUSG00000002565,18.100625186067283
ENSMUSG00000002580,90.59988091693957
ENSMUSG00000002602,93.68859779696338
ENSMUSG00000002603,95.19202143495087
ENSMUSG00000002608,38.39684429889848
ENSMUSG00000002617,23.37749330157785
ENSMUSG00000002625,59.02798451920215
ENSMUSG00000002635,84.28103602262578
ENSMUSG00000002658,56.21464721643347
ENSMUSG00000002660,76.32479904733552
ENSMUSG00000002661,57.01845787436737
ENSMUSG00000002668,84.01309913664781
ENSMUSG00000002679,35.91842810360226
ENSMUSG00000002699,91.25483774933015
ENSMUSG00000002718,75.55075915451027
ENSMUSG00000002728,76.35456981244418
ENSMUSG00000002731,58.63352188151235
ENSMUSG00000002732,30.634117296814527
ENSMUSG00000002733,49.09199166418577
ENSMUSG00000002741,59.45966061327776
ENSMUSG00000002748,72.70765108663294
ENSMUSG00000002763,42.9220005954153
ENSMUSG00000002767,67.3563560583507
ENSMUSG00000002768,79.91217624292945
ENSMUSG00000002778,85.15927359333135
ENSMUSG00000002781,34.3852337005061
ENSMUSG00000002797,40.48824054778208
ENSMUSG00000002803,17.207502232807386
ENSMUSG00000002804,64.62488835963084
ENSMUSG00000002812,67.78058946114915
ENSMUSG00000002814,10.873771955939269
ENSMUSG00000002820,53.51295028282227
ENSMUSG00000002825,43.42066091098541
ENSMUSG00000002833,56.25930336409646
ENSMUSG00000002835,63.62756772849062
ENSMUSG00000002844,82.87436737124145
ENSMUSG00000002845,29.592140518011313
ENSMUSG00000002846,26.041976778803217
ENSMUSG00000002870,49.06222089907711
ENSMUSG00000002871,57.58410241143197
ENSMUSG00000002881,45.08782375707055
ENSMUSG00000002885,90.37660017862459
ENSMUSG00000002897,31.72819291455791
ENSMUSG00000002910,36.90086335218815
ENSMUSG00000002944,92.48288181006252
ENSMUSG00000002948,55.224769276570406
ENSMUSG00000002949,56.862161357546896
ENSMUSG00000002957,90.77106281631437
ENSMUSG00000002963,59.02054182792498
ENSMUSG00000002968,80.38106579339089
ENSMUSG00000002981,77.872878832986
ENSMUSG00000002983,60.8663292646621
ENSMUSG00000002984,61.44685918428103
ENSMUSG00000002985,99.98511461744567
ENSMUSG00000002992,57.04078594819887
ENSMUSG00000002996,65.27984519202144
ENSMUSG00000002997,27.9398630544805
ENSMUSG00000003031,82.44269127716582
ENSMUSG00000003032,75.7591545102709
ENSMUSG00000003033,58.4474545995832
ENSMUSG00000003037,81.93658827031854
ENSMUSG00000003038,89.99702292348914
ENSMUSG00000003039,89.14111342661506
ENSMUSG00000003051,28.192914557904135
ENSMUSG00000003062,87.3250967549866
ENSMUSG00000003068,55.991366478118486
ENSMUSG00000003072,96.39773742185173
ENSMUSG00000003099,73.8687109258708
ENSMUSG00000003119,84.33313486156594
ENSMUSG00000003123,67.88478713902947
ENSMUSG00000003131,67.59452217922001
ENSMUSG00000003134,73.50401905328967
ENSMUSG00000003135,47.00059541530217
ENSMUSG00000003153,94.51473652872879
ENSMUSG00000003154,56.705864840726406
ENSMUSG00000003161,91.96189342066091
ENSMUSG00000003166,55.61923191426019
ENSMUSG00000003184,72.09735040190533
ENSMUSG00000003190,43.64394164930039
ENSMUSG00000003198,21.360523965465912
ENSMUSG00000003199,64.9821375409348
ENSMUSG00000003200,77.22536469187258
ENSMUSG00000003206,89.58767490324502
ENSMUSG00000003208,39.73652872878833
ENSMUSG00000003226,75.5433164632331
ENSMUSG00000003228,29.019053289669543
ENSMUSG00000003233,48.8463828520393
ENSMUSG00000003234,47.6704376302471
ENSMUSG00000003235,47.46204227448646
ENSMUSG00000003269,66.00922893718368
ENSMUSG00000003271,22.156891932122655
ENSMUSG00000003283,84.68294135159273
ENSMUSG00000003299,78.37898183983329
ENSMUSG00000003308,70.63858291158083
ENSMUSG00000003309,9.429889848169099
ENSMUSG00000003316,74.53111044953855
ENSMUSG00000003344,30.395951175945225
ENSMUSG00000003345,56.1848764513248
ENSMUSG00000003346,68.4206609109854
ENSMUSG00000003348,63.247990473355166
ENSMUSG00000003352,1.0643048526347128
ENSMUSG00000003355,86.07472462042274
ENSMUSG00000003360,71.27121167013992
ENSMUSG00000003363,86.48407264066687
ENSMUSG00000003379,91.92467996427509
ENSMUSG00000003380,95.92140518011313
ENSMUSG00000003382,82.74039892825246
ENSMUSG00000003402,77.84310806787734
ENSMUSG00000003418,21.1670139922596
ENSMUSG00000003420,95.48972908603751
ENSMUSG00000003421,63.79874962786543
ENSMUSG00000003423,75.81125334921107
ENSMUSG00000003429,99.64275081869603
ENSMUSG00000003435,77.10628163143792
ENSMUSG00000003437,52.00952664483477
ENSMUSG00000003438,65.82316165525454
ENSMUSG00000003444,68.10062518606729
ENSMUSG00000003452,92.14051801131289
ENSMUSG00000003458,77.12860970526943
ENSMUSG00000003464,57.0333432569217
ENSMUSG00000003484,93.2494790116106
ENSMUSG00000003500,14.304852634712711
ENSMUSG00000003518,67.683834474546
ENSMUSG00000003526,21.91872581125335
ENSMUSG00000003527,44.492408454897294
ENSMUSG00000003528,55.38850848466805
ENSMUSG00000003531,66.55998809169395
ENSMUSG00000003534,2.2700208395355763
ENSMUSG00000003541,90.49568323905925
ENSMUSG00000003545,90.10866329264661
ENSMUSG00000003546,45.69068175052099
ENSMUSG00000003549,26.31735635605835
ENSMUSG00000003559,70.08782375707055
ENSMUSG00000003573,13.962488835963086
ENSMUSG00000003575,24.05477820779994
ENSMUSG00000003581,43.94164930038702
ENSMUSG00000003585,3.0663888061923195
ENSMUSG00000003604,28.460851443882106
ENSMUSG00000003617,92.62429294432867
ENSMUSG00000003623,54.36885977969634
ENSMUSG00000003644,82.97856504912177
ENSMUSG00000003660,75.6326287585591
ENSMUSG00000003662,49.14409050312593
ENSMUSG00000003680,43.18993748139327
ENSMUSG00000003721,68.4876451324799
ENSMUSG00000003731,36.141708841917236
ENSMUSG00000003746,95.9958320928848
ENSMUSG00000003752,24.21851741589759
ENSMUSG00000003762,38.716880023816614
ENSMUSG00000003778,73.05001488538255
ENSMUSG00000003779,0.9973206311402203
ENSMUSG00000003808,62.22089907710628
ENSMUSG00000003809,25.95266448347723
ENSMUSG00000003810,42.9443286692468
ENSMUSG00000003812,88.86573384935993
ENSMUSG00000003813,71.95593926763918
ENSMUSG00000003814,96.59869008633521
ENSMUSG00000003824,65.69663590354273
ENSMUSG00000003847,85.35278356653765
ENSMUSG00000003848,37.11670139922596
ENSMUSG00000003849,0.20839535576064305
ENSMUSG00000003863,8.365584995534386
ENSMUSG00000003865,21.568919321226556
ENSMUSG00000003868,43.50253051503424
ENSMUSG00000003873,94.27657040785948
ENSMUSG00000003923,59.474545995832095
ENSMUSG00000003929,29.06370943733254
ENSMUSG00000003948,84.76481095564155
ENSMUSG00000003955,80.22476927657041
ENSMUSG00000003970,99.24828818100625
ENSMUSG00000003992,61.81155105686216
ENSMUSG00000004018,24.98511461744567
ENSMUSG00000004032,47.37272997916047
ENSMUSG00000004040,84.57874367371242
ENSMUSG00000004043,38.58291158082763
ENSMUSG00000004044,20.75766597201548
ENSMUSG00000004054,75.85590949687408
ENSMUSG00000004056,69.55194998511462
ENSMUSG00000004069,41.35903542721048
ENSMUSG00000004070,91.60464423935694
ENSMUSG00000004071,68.5323012801429
ENSMUSG00000004085,25.461446859184285
ENSMUSG00000004096,91.73116999106877
ENSMUSG00000004099,64.6993152724025
ENSMUSG00000004100,52.09139624888359
ENSMUSG00000004110,19.790116105983923
ENSMUSG00000004127,10.285799345043166
ENSMUSG00000004151,61.05239654659125
ENSMUSG00000004207,99.56832390592439
ENSMUSG00000004221,37.01994641262281
ENSMUSG00000004233,33.72283417683835
ENSMUSG00000004263,46.99315272402501
ENSMUSG00000004264,87.51116403691574
ENSMUSG00000004266,95.17713605239655
ENSMUSG00000004268,90.67430782971122
ENSMUSG00000004270,56.43792795474843
ENSMUSG00000004285,97.43227150937778
ENSMUSG00000004296,12.771658231616554
ENSMUSG00000004317,51.04197677880321
ENSMUSG00000004319,71.52426317356357
ENSMUSG00000004356,41.001786245906516
ENSMUSG00000004359,49.89580232211968
ENSMUSG00000004364,70.16969336111939
ENSMUSG00000004383,10.055075915451027
ENSMUSG00000004393,34.86900863352188
ENSMUSG00000004394,70.38553140815719
ENSMUSG00000004415,7.636201250372135
ENSMUSG00000004446,53.31944030961596
ENSMUSG00000004451,83.90145876749033
ENSMUSG00000004455,72.83417683834475
ENSMUSG00000004460,84.30336409645727
ENSMUSG00000004462,38.002381661208695
ENSMUSG00000004473,3.8850848466805594
ENSMUSG00000004500,21.01071747543912
ENSMUSG00000004508,67.47543911878535
ENSMUSG00000004530,72.6704376302471
ENSMUSG00000004535,85.71003274784162
ENSMUSG00000004558,16.262280440607324
ENSMUSG00000004561,47.015480797856505
ENSMUSG00000004562,86.04495385531408
ENSMUSG00000004565,32.130098243524856
ENSMUSG00000004567,59.898779398630545
ENSMUSG00000004568,45.02828222685323
ENSMUSG00000004591,79.33164632331051
ENSMUSG00000004609,94.84965763620124
ENSMUSG00000004610,89.58023221196785
ENSMUSG00000004612,55.403393867222384
ENSMUSG00000004626,89.73652872878833
ENSMUSG00000004631,15.09377791009229
ENSMUSG00000004637,29.874962786543612
ENSMUSG00000004642,88.56058350699612
ENSMUSG00000004651,52.58261387317654
ENSMUSG00000004655,7.420363203334325
ENSMUSG00000004661,40.58499553438523
ENSMUSG00000004665,88.02470973504019
ENSMUSG00000004667,85.38255433164632
ENSMUSG00000004677,79.07859481988687
ENSMUSG00000004698,44.76778803215243
ENSMUSG00000004707,75.84102411431974
ENSMUSG00000004709,55.16522774635308
ENSMUSG00000004730,97.96814528133373
ENSMUSG00000004748,13.344745459958322
ENSMUSG00000004768,16.775826138731766
ENSMUSG00000004771,87.9800535873772
ENSMUSG00000004788,68.00387019946412
ENSMUSG00000004789,78.72878832986008
ENSMUSG00000004791,56.28907412920512
ENSMUSG00000004798,71.89639773742185
ENSMUSG00000004814,82.6213158678178
ENSMUSG00000004815,31.631437927954746
ENSMUSG00000004837,61.14170884191724
ENSMUSG00000004843,77.03185471866627
ENSMUSG00000004846,66.08365584995535
ENSMUSG00000004849,76.72670437630246
ENSMUSG00000004864,51.86067281929145
ENSMUSG00000004865,94.59660613277762
ENSMUSG00000004880,82.1449836260792
ENSMUSG00000004891,15.674307829711223
ENSMUSG00000004895,33.07532003572492
ENSMUSG00000004896,70.29621911283121
ENSMUSG00000004897,85.98541232509676
ENSMUSG00000004929,17.222387615361715
ENSMUSG00000004931,23.578445966061327
ENSMUSG00000004933,57.911580827627276
ENSMUSG00000004934,64.27508186960405
ENSMUSG00000004936,58.931229532598984
ENSMUSG00000004937,73.87615361714796
ENSMUSG00000004945,73.10211372432272
ENSMUSG00000004947,38.46382852039297
ENSMUSG00000004952,84.60107174754391
ENSMUSG00000004980,97.82673414706758
ENSMUSG00000004988,12.97261089610003
ENSMUSG00000004994,38.59035427210479
ENSMUSG00000004996,45.74278058946115
ENSMUSG00000005034,80.16522774635308
ENSMUSG00000005043,59.526644834772256
ENSMUSG00000005045,12.220899077106282
ENSMUSG00000005054,96.82941351592736
ENSMUSG00000005057,26.734147067579638
ENSMUSG00000005069,32.72551354569813
ENSMUSG00000005078,73.78684132182197
ENSMUSG00000005087,91.54510270913963
ENSMUSG00000005102,16.760940756177433
ENSMUSG00000005103,90.30217326585294
ENSMUSG00000005107,14.721643346233998
ENSMUSG00000005125,22.268532301280143
ENSMUSG00000005142,96.42006549568323
ENSMUSG00000005148,48.838940160762135
ENSMUSG00000005150,50.312593033640965
ENSMUSG00000005161,93.12295325989878
ENSMUSG00000005198,84.7573682643644
ENSMUSG00000005204,56.51979755879726
ENSMUSG00000005225,8.172075022328073
ENSMUSG00000005233,7.919023518904436
ENSMUSG00000005237,24.545995832092885
ENSMUSG00000005251,1.466210181601667
ENSMUSG00000005262,72.84906222089907
ENSMUSG00000005267,46.978267341470676
ENSMUSG00000005268,22.41738612682346
ENSMUSG00000005299,61.439416493003876
ENSMUSG00000005312,62.87585590949687
ENSMUSG00000005354,87.90562667460554
ENSMUSG00000005360,8.901458767490325
ENSMUSG00000005362,83.20184578743674
ENSMUSG00000005364,8.812146472164335
ENSMUSG00000005370,6.787734444775231
ENSMUSG00000005371,58.72283417683835
ENSMUSG00000005373,14.877939863054483
ENSMUSG00000005374,88.88806192319143
ENSMUSG00000005378,53.72878832986008
ENSMUSG00000005397,12.228341768383448
ENSMUSG00000005410,41.061327776123846
ENSMUSG00000005413,85.44209586186365
ENSMUSG00000005417,75.57308722834178
ENSMUSG00000005442,69.6635903542721
ENSMUSG00000005447,71.30842512652575
ENSMUSG00000005465,30.924382256623993
ENSMUSG00000005469,57.30872283417684
ENSMUSG00000005470,29.733551652277463
ENSMUSG00000005481,73.19886871092586
ENSMUSG00000005483,55.64900267936886
ENSMUSG00000005493,50.401905328966954
ENSMUSG00000005501,73.77195593926764
ENSMUSG00000005505,11.149151533194402
ENSMUSG00000005506,88.18844894313784
ENSMUSG00000005510,85.66537660017862
ENSMUSG00000005514,51.49598094671033
ENSMUSG00000005533,60.3006847275975
ENSMUSG00000005534,49.501339684429894
ENSMUSG00000005540,40.525454004167905
ENSMUSG00000005566,63.79130693658826
ENSMUSG00000005575,63.94016076213158
ENSMUSG00000005580,22.9532598987794
ENSMUSG00000005583,98.02024412027389
ENSMUSG00000005609,56.891932122655554
ENSMUSG00000005610,93.42810360226258
ENSMUSG00000005611,30.872283417683832
ENSMUSG00000005615,77.72402500744269
ENSMUSG00000005621,60.65049121762429
ENSMUSG00000005625,87.19112831199763
ENSMUSG00000005656,89.23786841321822
ENSMUSG00000005667,43.41321821970824
ENSMUSG00000005674,29.726108961000296
ENSMUSG00000005682,32.74784161952962
ENSMUSG00000005683,79.36885977969635
ENSMUSG00000005686,38.381958916344146
ENSMUSG00000005687,89.49091991664186
ENSMUSG00000005698,68.14528133373028
ENSMUSG00000005699,27.537957725513547
ENSMUSG00000005718,23.958023221196783
ENSMUSG00000005732,92.10330455492706
ENSMUSG00000005774,50.15629651682049
ENSMUSG00000005779,87.66001786245906
ENSMUSG00000005802,30.641559988091693
ENSMUSG00000005803,55.92438225662399
ENSMUSG00000005804,50.654956832390596
ENSMUSG00000005813,33.87168800238166
ENSMUSG00000005823,73.42214944924085
ENSMUSG00000005836,7.866924679964275
ENSMUSG00000005846,64.40160762131588
ENSMUSG00000005871,78.09615957130099
ENSMUSG00000005873,96.32331050908009
ENSMUSG00000005881,91.7237272997916
ENSMUSG00000005882,45.31110449538553
ENSMUSG00000005886,67.0735337898184
ENSMUSG00000005893,66.29205120571598
ENSMUSG00000005897,46.50193509973206
ENSMUSG00000005899,60.717475439118786
ENSMUSG00000005907,38.00982435248586
ENSMUSG00000005936,76.54063709437332
ENSMUSG00000005949,56.76540637094374
ENSMUSG00000005951,20.482286394760347
ENSMUSG00000005968,26.682048228639477
ENSMUSG00000005973,21.66567430782971
ENSMUSG00000005981,43.32390592438225
ENSMUSG00000005982,57.85948198868711
ENSMUSG00000005983,72.00059541530217
ENSMUSG00000005986,11.714796070259005
ENSMUSG00000006005,91.50044656147664
