gen_name,blood cell
ENSDARG00000000001,35.08727291231998
ENSDARG00000000002,12.238562923006462
ENSDARG00000000018,82.76423591674724
ENSDARG00000000019,90.61625362576969
ENSDARG00000000068,92.98763421708819
ENSDARG00000000069,56.20579105389039
ENSDARG00000000086,57.014910182687906
ENSDARG00000000103,30.70072769833596
ENSDARG00000000142,35.77934965141723
ENSDARG00000000151,70.67833698030634
ENSDARG00000000183,94.81960205587502
ENSDARG00000000189,25.657727342119998
ENSDARG00000000212,47.78382779502316
ENSDARG00000000229,53.941275253167774
ENSDARG00000000241,85.74118365477584
ENSDARG00000000324,31.413159635641954
ENSDARG00000000349,13.215612437026106
ENSDARG00000000369,26.965548827031704
ENSDARG00000000370,32.83802351025393
ENSDARG00000000394,93.54231336827642
ENSDARG00000000423,56.42460943463436
ENSDARG00000000442,8.493206452597832
ENSDARG00000000460,93.40491578036742
ENSDARG00000000472,7.602666530965345
ENSDARG00000000476,44.76616966057707
ENSDARG00000000489,73.54333112818686
ENSDARG00000000503,21.90728207215918
ENSDARG00000000516,5.760521093074144
ENSDARG00000000529,58.134446084168744
ENSDARG00000000540,72.1795328482011
ENSDARG00000000542,66.01699659050429
ENSDARG00000000551,43.78403134700524
ENSDARG00000000563,11.215714213017149
ENSDARG00000000567,57.85456210879853
ENSDARG00000000568,79.91450816752328
ENSDARG00000000588,84.56058215866878
ENSDARG00000000606,6.396621037097348
ENSDARG00000000631,77.98076433769275
ENSDARG00000000638,19.24583990636609
ENSDARG00000000651,5.913185079639713
ENSDARG00000000656,97.75583939748613
ENSDARG00000000666,65.625159024986
ENSDARG00000000690,96.85003307719708
ENSDARG00000000729,80.51498651468118
ENSDARG00000000730,89.78677929876342
ENSDARG00000000747,45.89588316116228
ENSDARG00000000760,53.37132970332299
ENSDARG00000000767,91.82738791918986
ENSDARG00000000779,87.93954506132003
ENSDARG00000000796,93.08941020813191
ENSDARG00000000804,4.6206299933845605
ENSDARG00000000830,59.98168032161213
ENSDARG00000000837,34.094956999643784
ENSDARG00000000853,64.94834868454532
ENSDARG00000000857,75.18192458399064
ENSDARG00000000861,75.74678133428324
ENSDARG00000000906,91.8172103200855
ENSDARG00000000935,67.92529642257391
ENSDARG00000000966,97.53702101674216
ENSDARG00000001014,84.01608060658491
ENSDARG00000001015,81.82789679914508
ENSDARG00000001057,92.32100147575187
ENSDARG00000001129,88.60617780265635
ENSDARG00000001154,3.5316268892168337
ENSDARG00000001162,91.32868556307568
ENSDARG00000001169,55.34069513001882
ENSDARG00000001210,63.691415195155464
ENSDARG00000001220,92.58053025291333
ENSDARG00000001241,96.0663579461605
ENSDARG00000001244,96.57523790137907
ENSDARG00000001249,52.01262022288942
ENSDARG00000001303,98.34105134598748
ENSDARG00000001313,38.6952317948196
ENSDARG00000001354,28.772072668057607
ENSDARG00000001414,24.014045086764032
ENSDARG00000001431,26.075008905399216
ENSDARG00000001442,11.200447814360592
ENSDARG00000001447,17.027123301613152
ENSDARG00000001452,44.32344409953692
ENSDARG00000001463,68.19500279883975
ENSDARG00000001470,69.55371227927331
ENSDARG00000001498,95.80682916899903
ENSDARG00000001549,51.56480586229708
ENSDARG00000001557,76.03175410920564
ENSDARG00000001558,62.688921683374886
ENSDARG00000001578,81.77700880362323
ENSDARG00000001621,74.81044221668108
ENSDARG00000001634,30.242735738639254
ENSDARG00000001656,96.32079792376979
ENSDARG00000001676,47.00015266398657
ENSDARG00000001710,16.940613709225993
ENSDARG00000001712,26.120808101368887
ENSDARG00000001729,76.34217088188896
ENSDARG00000001733,19.052465523383034
ENSDARG00000001734,61.02488422981018
ENSDARG00000001754,68.8565467406239
ENSDARG00000001760,32.61411632995777
ENSDARG00000001767,67.46221566332503
ENSDARG00000001769,12.762709276881584
ENSDARG00000001771,16.528420945498958
ENSDARG00000001776,44.76108086102488
ENSDARG00000001777,61.187725815480135
ENSDARG00000001781,54.969212762709276
ENSDARG00000001782,95.56256679049412
ENSDARG00000001785,15.342730649839703
ENSDARG00000001788,97.41488982748969
ENSDARG00000001803,83.30873746883111
ENSDARG00000001804,36.115210421861484
ENSDARG00000001807,61.605007378759346
ENSDARG00000001817,20.060047834715792
ENSDARG00000001818,14.421657930894103
ENSDARG00000001829,78.02147473411021
ENSDARG00000001835,50.05852119485014
ENSDARG00000001857,78.95781385171237
ENSDARG00000001870,71.5790545010432
ENSDARG00000001873,10.661035061828915
ENSDARG00000001879,23.454277136023613
ENSDARG00000001880,57.488168541041176
ENSDARG00000001881,15.51066103506183
ENSDARG00000001888,63.24360083456313
ENSDARG00000001889,13.928044374332096
ENSDARG00000001890,76.86122843621189
ENSDARG00000001891,7.358404152460435
ENSDARG00000001897,75.054704595186
ENSDARG00000001898,56.47040863060404
ENSDARG00000001906,15.32237545163096
ENSDARG00000001910,60.85186504503588
ENSDARG00000001912,18.736959951147526
ENSDARG00000001913,51.172968296778784
ENSDARG00000001929,41.46862755076078
ENSDARG00000001930,50.31296117245942
ENSDARG00000001933,64.96361508320187
ENSDARG00000001937,65.67095822095568
ENSDARG00000001939,58.81634522416162
ENSDARG00000001940,85.59360846776245
ENSDARG00000001950,51.0253931097654
ENSDARG00000001953,65.56918222991196
ENSDARG00000001968,24.125998676912115
ENSDARG00000001969,30.578596509083507
ENSDARG00000001971,8.991908808712026
ENSDARG00000001975,60.414228283547914
ENSDARG00000001993,4.233881227418452
ENSDARG00000001999,34.140756195613456
ENSDARG00000002002,12.681288484046613
ENSDARG00000002006,54.20589282988143
ENSDARG00000002013,21.683374891863007
ENSDARG00000002016,72.30166403745356
ENSDARG00000002020,64.24100554679151
