gen_name,fibroblast of dermis
ENSG00000000003,75.46965317919076
ENSG00000000419,92.50160565189466
ENSG00000000457,81.20183044315993
ENSG00000000460,69.57289659601798
ENSG00000000938,36.548651252408476
ENSG00000000971,92.48554913294798
ENSG00000001036,96.65221579961464
ENSG00000001084,63.39916506101477
ENSG00000001167,72.54335260115607
ENSG00000001460,72.36673089274245
ENSG00000001461,89.18192035966602
ENSG00000001497,81.11351958895312
ENSG00000001561,49.743095696852926
ENSG00000001617,24.028580603725114
ENSG00000001626,38.51958895311496
ENSG00000001629,86.83365446371226
ENSG00000001630,95.31952472703918
ENSG00000001631,82.97607578676943
ENSG00000002016,75.00802825947335
ENSG00000002079,29.616249197174056
ENSG00000002330,78.23137443802185
ENSG00000002549,96.0019267822736
ENSG00000002586,98.29399486191393
ENSG00000002587,38.953114964675656
ENSG00000002726,31.699582530507385
ENSG00000002745,55.08590237636481
ENSG00000002746,55.74020552344252
ENSG00000002822,69.08317276814387
ENSG00000002834,89.68368657675016
ENSG00000002919,70.96981374438022
ENSG00000002933,39.948619139370585
ENSG00000003056,95.55635838150289
ENSG00000003096,49.333654463712264
ENSG00000003137,30.70809248554913
ENSG00000003147,45.93770070648684
ENSG00000003249,40.33397559409121
ENSG00000003393,77.62122671804754
ENSG00000003400,63.04190751445087
ENSG00000003402,97.77215799614643
ENSG00000003436,97.78018625561978
ENSG00000003509,78.15912010276172
ENSG00000003756,95.24325626204238
ENSG00000003987,55.928869621066156
ENSG00000003989,47.26236351958895
ENSG00000004059,88.10613359023763
ENSG00000004139,55.19026974951831
ENSG00000004142,95.81727681438664
ENSG00000004399,57.96001926782274
ENSG00000004455,94.63712267180475
ENSG00000004468,52.942357096981375
ENSG00000004478,78.79736673089273
ENSG00000004487,80.6840077071291
ENSG00000004534,90.004816955684
ENSG00000004660,55.73217726396918
ENSG00000004700,94.09120102761722
ENSG00000004766,72.86448298008992
ENSG00000004776,63.01782273603082
ENSG00000004777,32.93994861913937
ENSG00000004779,93.31245985870264
ENSG00000004799,38.539659601798334
ENSG00000004809,43.292389210019266
ENSG00000004838,31.294155427103405
ENSG00000004846,48.88407193320488
ENSG00000004848,19.657193320488116
ENSG00000004864,65.98426461143224
ENSG00000004866,80.90478484264611
ENSG00000004897,93.97077713551703
ENSG00000004939,47.988921001926784
ENSG00000004961,86.62893384714194
ENSG00000004975,60.05138086062941
ENSG00000005007,70.10276172125883
ENSG00000005020,85.77392421323057
ENSG00000005022,98.53484264611431
ENSG00000005059,84.41714836223507
ENSG00000005073,64.43481053307643
ENSG00000005075,89.79206807964033
ENSG00000005100,73.79576107899807
ENSG00000005108,40.02488760436737
ENSG00000005156,64.44283879254978
ENSG00000005175,72.9568079640334
ENSG00000005187,50.313102119460495
ENSG00000005189,66.68272318561336
ENSG00000005194,89.43481053307643
ENSG00000005206,57.69107257546564
ENSG00000005238,66.47398843930635
ENSG00000005243,87.81711624919717
ENSG00000005249,38.896917148362235
ENSG00000005302,75.73859987154785
ENSG00000005339,79.48779704560052
ENSG00000005379,35.87829158638407
ENSG00000005421,30.38294797687861
ENSG00000005436,73.4465317919075
ENSG00000005448,84.37700706486834
ENSG00000005469,67.7665382145151
ENSG00000005471,28.223346178548493
ENSG00000005483,95.4519910083494
ENSG00000005486,76.44508670520231
ENSG00000005513,38.04190751445087
ENSG00000005700,90.15735388567758
ENSG00000005801,83.5179833012203
ENSG00000005810,89.15783558124598
ENSG00000005812,84.49743095696853
ENSG00000005844,44.08317276814387
ENSG00000005882,63.78853564547207
ENSG00000005884,67.2447013487476
ENSG00000005889,91.51412973667308
ENSG00000005893,97.21820809248555
ENSG00000005961,38.71226718047527
ENSG00000005981,57.783397559409124
ENSG00000006007,77.30812459858703
ENSG00000006015,77.70150931278098
ENSG00000006016,54.73667308927425
ENSG00000006025,47.057642903018625
ENSG00000006042,86.31583172768144
ENSG00000006062,59.6820809248555
ENSG00000006071,39.197976878612714
ENSG00000006116,15.273763648041106
ENSG00000006118,46.82482337829158
ENSG00000006125,87.13872832369943
ENSG00000006128,35.4568079640334
ENSG00000006194,73.42244701348748
ENSG00000006210,44.950224791265256
ENSG00000006282,83.02023121387283
ENSG00000006283,42.70632626846499
ENSG00000006327,99.0606936416185
ENSG00000006377,31.021194605009633
ENSG00000006432,59.577713551702
ENSG00000006451,96.53179190751445
ENSG00000006453,55.10998715478485
ENSG00000006459,72.0616570327553
ENSG00000006468,71.33911368015414
ENSG00000006530,84.79046242774567
ENSG00000006534,68.89450867052022
ENSG00000006555,41.0645472061657
ENSG00000006576,73.21371226718047
ENSG00000006606,45.283397559409124
ENSG00000006607,76.62572254335261
ENSG00000006625,83.8752408477842
ENSG00000006634,79.19476557482338
ENSG00000006638,53.17517662170841
ENSG00000006652,93.67774566473989
ENSG00000006659,29.06631342324984
ENSG00000006695,80.06583172768144
ENSG00000006704,61.79752729608221
ENSG00000006712,75.06422607578676
ENSG00000006715,80.62780989081567
ENSG00000006740,42.30892742453436
ENSG00000006744,88.96114322414901
ENSG00000006747,60.22398843930635
ENSG00000006756,63.76043673731535
ENSG00000006757,68.5573217726397
ENSG00000006788,4.556037251123957
ENSG00000006831,75.82289659601798
ENSG00000006837,63.31888246628131
ENSG00000007001,26.978965960179835
ENSG00000007038,10.926461143224149
ENSG00000007047,52.84200385356455
ENSG00000007062,28.757225433526013
ENSG00000007080,83.42565831727681
ENSG00000007129,11.050899165061015
ENSG00000007168,88.08204881181759
ENSG00000007174,36.468368657675015
ENSG00000007202,75.70247270391779
ENSG00000007237,47.21820809248555
ENSG00000007255,51.83044315992292
ENSG00000007264,43.97880539499037
ENSG00000007312,41.06856133590237
ENSG00000007314,28.25947334617855
ENSG00000007341,76.52938342967245
ENSG00000007372,51.13599871547848
ENSG00000007376,64.02536929993578
ENSG00000007384,75.77071290944123
ENSG00000007392,84.22045600513809
ENSG00000007402,24.835420680796403
ENSG00000007516,25.50578034682081
ENSG00000007520,81.01718047527297
ENSG00000007541,58.07642903018626
ENSG00000007545,60.58526011560693
ENSG00000007866,58.108542068079636
ENSG00000007923,80.46323057161207
ENSG00000007933,39.033397559409124
ENSG00000007944,64.37058445728965
ENSG00000007952,25.02809890815671
ENSG00000007968,52.21981374438022
ENSG00000008018,98.8519588953115
ENSG00000008056,17.32096981374438
ENSG00000008083,75.39338471419397
ENSG00000008086,78.69701348747591
ENSG00000008118,31.61127167630058
ENSG00000008128,74.55443159922929
ENSG00000008130,76.9388246628131
ENSG00000008226,46.36319845857418
ENSG00000008256,77.24389852280027
ENSG00000008277,40.78757225433526
ENSG00000008282,95.88551701991008
ENSG00000008283,67.79062299293514
ENSG00000008294,95.419877970456
ENSG00000008300,35.36046885035324
ENSG00000008311,78.69299935773924
ENSG00000008323,44.303949903660886
ENSG00000008324,82.45423892100193
ENSG00000008382,37.194926140012846
ENSG00000008394,99.00449582530507
ENSG00000008405,70.77312138728324
ENSG00000008441,76.84649967886962
ENSG00000008513,90.28580603725112
ENSG00000008516,38.00979447655749
ENSG00000008517,70.1228323699422
ENSG00000008710,60.65350032113038
ENSG00000008735,44.055073859987154
ENSG00000008838,76.94283879254978
ENSG00000008853,57.671001926782274
ENSG00000008869,80.80844572896596
ENSG00000008952,91.39771997430957
ENSG00000008988,97.25834938985228
ENSG00000009307,97.25032113037894
ENSG00000009335,81.47077713551703
ENSG00000009413,97.85645472061657
ENSG00000009694,14.816152858060372
ENSG00000009724,46.351156069364166
ENSG00000009765,53.06679511881824
ENSG00000009780,87.1106294155427
ENSG00000009790,46.87700706486834
ENSG00000009830,61.71724470134875
ENSG00000009844,94.54881181759795
ENSG00000009950,49.05266538214515
ENSG00000009954,93.54527938342967
ENSG00000010017,70.21114322414901
ENSG00000010030,65.04094412331408
ENSG00000010072,73.77970456005139
ENSG00000010165,76.81438664097624
ENSG00000010219,77.65735388567758
ENSG00000010244,97.01750160565189
ENSG00000010256,98.46660244059088
ENSG00000010270,89.06149646756583
ENSG00000010278,76.08782915863841
ENSG00000010292,75.96339113680153
ENSG00000010295,76.77023121387283
ENSG00000010310,51.65382145150931
ENSG00000010318,57.28564547206165
ENSG00000010322,76.56149646756583
ENSG00000010327,19.187540141297365
ENSG00000010361,47.00545921644188
ENSG00000010379,38.961143224149005
ENSG00000010404,77.48474630700063
ENSG00000010438,56.45472061657033
ENSG00000010539,70.86143224149004
ENSG00000010610,35.32434168272319
ENSG00000010626,55.67597944765574
ENSG00000010671,8.40558766859345
ENSG00000010704,62.407675016056515
ENSG00000010803,61.59280667951188
ENSG00000010810,83.00417469492614
ENSG00000010818,89.75594091201027
ENSG00000010932,27.934328837508026
ENSG00000011007,92.93513166345537
ENSG00000011009,77.36030828516378
ENSG00000011021,74.71098265895954
ENSG00000011028,68.97479126525369
ENSG00000011052,84.8747591522158
ENSG00000011083,23.18159922928709
ENSG00000011105,40.26974951830443
ENSG00000011114,83.91538214515093
ENSG00000011132,64.36657032755299
ENSG00000011143,67.11223506743738
ENSG00000011198,85.74983943481054
ENSG00000011201,17.58188824662813
ENSG00000011243,78.01059730250482
ENSG00000011258,62.74486191393706
ENSG00000011260,88.14627488760436
ENSG00000011275,85.7699100834939
ENSG00000011295,88.45937700706486
ENSG00000011304,81.43866409762364
ENSG00000011332,51.91473988439307
ENSG00000011347,33.50192678227361
ENSG00000011376,64.69974309569685
ENSG00000011405,76.50128452151573
ENSG00000011422,98.39033397559409
ENSG00000011426,93.83028259473346
ENSG00000011451,58.78291586384072
ENSG00000011454,78.91779062299294
ENSG00000011465,99.83943481053308
ENSG00000011478,57.16923570969814
ENSG00000011485,69.70937700706486
ENSG00000011523,66.15687219010918
ENSG00000011566,83.68657675016057
ENSG00000011590,24.698940269749517
ENSG00000011600,3.8294797687861273
ENSG00000011638,71.47960822093769
ENSG00000012048,76.38888888888889
ENSG00000012061,94.53676942838793
ENSG00000012124,50.90719332048812
ENSG00000012171,50.69444444444444
ENSG00000012174,74.98795761078998
ENSG00000012211,56.28612716763006
ENSG00000012232,64.88840719332049
ENSG00000012504,30.138086062941554
ENSG00000012660,89.74791265253693
ENSG00000012779,5.154142581888246
ENSG00000012817,33.999678869621064
ENSG00000012822,69.07113037893384
ENSG00000012963,79.47174052665382
ENSG00000012983,93.48908156711624
ENSG00000013016,68.66971740526654
ENSG00000013275,98.99646756583172
ENSG00000013288,65.57883750802827
ENSG00000013293,54.62829158638407
ENSG00000013297,98.58702633269107
ENSG00000013306,91.90751445086705
ENSG00000013364,88.11416184971098
ENSG00000013374,83.7106615285806
ENSG00000013375,95.80122029543995
ENSG00000013392,62.291265253693
ENSG00000013441,96.39932562620423
ENSG00000013503,70.48811817597945
ENSG00000013523,58.51396917148362
ENSG00000013561,91.05651894669235
ENSG00000013563,61.46034039820167
ENSG00000013573,65.40221579961464
ENSG00000013583,74.59858702633268
ENSG00000013588,79.80089916506101
ENSG00000013619,63.39113680154143
ENSG00000013725,41.293352601156066
ENSG00000013810,76.669877970456
ENSG00000014123,86.36400128452152
ENSG00000014138,72.94476557482338
ENSG00000014164,54.47575465639049
ENSG00000014216,80.94894026974951
ENSG00000014257,39.715799614643544
